Dataset,Estimator,Accuracy,LengthBin,SeriesLength,TransformRuntime
ShapeletSim,moment_quant_exact,0.9851851851851852,Medium-long,500,0.0628351250052218
ShapeletSim,quant,0.9851851851851852,Medium-long,500,0.132306540999707
ShapesAll,moment_quant_approx,0.8702222222222222,Medium-long,512,0.2274921259995607
ShapesAll,moment_quant_exact,0.8861111111111111,Medium-long,512,0.2953868339973268
ShapesAll,quant,0.8861111111111111,Medium-long,512,0.4969157489977078
SharePriceIncrease,moment_quant_approx,0.6910282953761214,Short,60,0.0807927079949877
SharePriceIncrease,moment_quant_exact,0.6885783298826776,Short,60,0.2533873329994093
SharePriceIncrease,quant,0.6885783298826776,Short,60,0.08925150000140991
SmallKitchenAppliances,moment_quant_approx,0.8371555555555557,Medium-long,720,0.2067325829993933
SmallKitchenAppliances,moment_quant_exact,0.8328888888888889,Medium-long,720,0.1578167090010538
SmallKitchenAppliances,quant,0.8328888888888889,Medium-long,720,0.26060262499959197
SmoothSubspace,moment_quant_approx,0.988,Short,15,0.0082457079988671
SmoothSubspace,moment_quant_exact,0.9893333333333333,Short,15,0.007702667000557899
SmoothSubspace,quant,0.9893333333333333,Short,15,0.0076422500023909
SonyAIBORobotSurface1,moment_quant_approx,0.9252911813643927,Short,70,0.0531718760030343
SonyAIBORobotSurface1,moment_quant_exact,0.9078757626178592,Short,70,0.09521237499939149
SonyAIBORobotSurface1,quant,0.9078757626178592,Short,70,0.0549516249993757
SonyAIBORobotSurface2,moment_quant_approx,0.9183980412731725,Short,65,0.061923250003019195
SonyAIBORobotSurface2,moment_quant_exact,0.9184679958027283,Short,65,0.1456835829994815
SonyAIBORobotSurface2,quant,0.9184679958027283,Short,65,0.061437915999704204
StarLightCurves,moment_quant_approx,0.9786061194754736,Long,1024,3.2990032080015226
StarLightCurves,moment_quant_exact,0.9807633155253359,Long,1024,6.304772250998212
StarLightCurves,quant,0.9807633155253359,Long,1024,7.563233541997761
Strawberry,moment_quant_approx,0.976036036036036,Medium-short,235,0.0979204999966896
Strawberry,moment_quant_exact,0.9764864864864864,Medium-short,235,0.1630707500007701
Strawberry,quant,0.9764864864864864,Medium-short,235,0.1725431250015389
SwedishLeaf,moment_quant_approx,0.9497066666666666,Short,128,0.0847563320021435
SwedishLeaf,moment_quant_exact,0.9574933333333333,Short,128,0.2214032920019235
SwedishLeaf,quant,0.9574933333333333,Short,128,0.1108239169989246
Symbols,moment_quant_approx,0.9690117252931323,Medium-long,398,0.1723470830002042
Symbols,moment_quant_exact,0.950251256281407,Medium-long,398,0.2154436249984427
Symbols,quant,0.950251256281407,Medium-long,398,0.3117143749987007
SyntheticControl,moment_quant_approx,0.9936666666666667,Short,60,0.0459762499995121
SyntheticControl,moment_quant_exact,0.9916666666666667,Short,60,0.07828541699927871
SyntheticControl,quant,0.9916666666666667,Short,60,0.048623540998960296
ToeSegmentation1,moment_quant_approx,0.8467836257309942,Medium-short,277,0.06220875100189
ToeSegmentation1,moment_quant_exact,0.8559941520467836,Medium-short,277,0.08938987500005159
ToeSegmentation1,quant,0.8559941520467836,Medium-short,277,0.0931587080012831
ToeSegmentation2,moment_quant_approx,0.8676923076923077,Medium-long,343,0.0612619169987737
ToeSegmentation2,moment_quant_exact,0.8828205128205128,Medium-long,343,0.06425574999957451
ToeSegmentation2,quant,0.8828205128205128,Medium-long,343,0.085173499999655
Tools,moment_quant_approx,0.8171641791044776,Long,2926,0.34670270800052083
Tools,moment_quant_exact,0.8092039800995025,Long,2926,0.7960052499984158
Tools,quant,0.8092039800995025,Long,2926,1.4898604580012034
Trace,moment_quant_approx,1.0,Medium-short,275,0.0540047089998551
Trace,moment_quant_exact,1.0,Medium-short,275,0.0679802909980935
Trace,quant,1.0,Medium-short,275,0.080834375003178
TwoLeadECG,moment_quant_approx,0.9770558969856599,Short,82,0.0699651249997259
TwoLeadECG,moment_quant_exact,0.9847819724904887,Short,82,0.18394866599919618
TwoLeadECG,quant,0.9847819724904887,Short,82,0.0817056250016321
TwoPatterns,moment_quant_approx,0.995275,Short,128,0.2596924589997797
TwoPatterns,moment_quant_exact,0.999675,Short,128,0.2231670830005895
TwoPatterns,quant,0.999675,Short,128,0.3807859999978973
UMD,moment_quant_approx,0.98125,Medium-short,150,0.043208457998844
UMD,moment_quant_exact,0.9724537037037037,Medium-short,150,0.0423548749968175
UMD,quant,0.9724537037037037,Medium-short,150,0.0575274169968905
UWaveGestureLibraryAll,moment_quant_approx,0.9673366834170855,Long,945,1.4272849580011095
UWaveGestureLibraryAll,moment_quant_exact,0.9678019728270985,Long,945,2.7953016249994107
UWaveGestureLibraryAll,quant,0.9677926670388982,Long,945,3.7593716249975837
UWaveGestureLibraryX,moment_quant_approx,0.838963335194491,Medium-short,315,0.5543697500033886
UWaveGestureLibraryX,moment_quant_exact,0.850856132514424,Medium-short,315,0.7110294180019991
UWaveGestureLibraryX,quant,0.8513121161362367,Medium-short,315,1.025762291999854
UWaveGestureLibraryY,moment_quant_approx,0.7671691792294807,Medium-short,315,0.5641801250021671
UWaveGestureLibraryY,moment_quant_exact,0.7744742229666852,Medium-short,315,0.7378352500018082
UWaveGestureLibraryY,quant,0.7745765866368881,Medium-short,315,1.0084852500003763
UWaveGestureLibraryZ,moment_quant_approx,0.7763632979713382,Medium-short,315,0.5742801249980402
UWaveGestureLibraryZ,moment_quant_exact,0.7912990880327564,Medium-short,315,0.7060782920052588
UWaveGestureLibraryZ,quant,0.7910571375395496,Medium-short,315,1.0287733750010375
Wafer,moment_quant_approx,0.9985236859182349,Medium-short,152,0.5390894590018434
Wafer,moment_quant_exact,0.9996809431105343,Medium-short,152,0.46432758400260343
Wafer,quant,0.9996809431105343,Medium-short,152,0.6522200000035809
Wine,moment_quant_approx,0.9030864197530863,Medium-short,234,0.0365857499964476
Wine,moment_quant_exact,0.9141975308641975,Medium-short,234,0.0289474169985623
Wine,quant,0.9141975308641975,Medium-short,234,0.055197459001647
WordSynonyms,moment_quant_approx,0.7007314524555904,Medium-short,270,0.1089557920022342
WordSynonyms,moment_quant_exact,0.7005747126436782,Medium-short,270,0.15603470799760538
WordSynonyms,quant,0.7005747126436782,Medium-short,270,0.181890416999522
Worms,moment_quant_approx,0.7,Long,900,0.117337875002704
Worms,moment_quant_exact,0.7346320346320347,Long,900,0.17004350000206608
Worms,quant,0.7346320346320347,Long,900,0.2472850419981113
WormsTwoClass,moment_quant_approx,0.7982683982683982,Long,900,0.1183684589996118
WormsTwoClass,moment_quant_exact,0.7995670995670996,Long,900,0.17228829100349669
WormsTwoClass,quant,0.7995670995670996,Long,900,0.25603500000215706
Yoga,moment_quant_approx,0.8938222222222223,Medium-long,426,0.5351896259999194
Yoga,moment_quant_exact,0.8961111111111111,Medium-long,426,0.7250243329981458
Yoga,quant,0.8961111111111111,Medium-long,426,1.1567585419979878
