Dataset,Resample,Classifier,Accuracy,BalancedAccuracy,LogLoss,ROCAUC,F1
Mallat,4,ridge,0.9356076759061833,0.9355856516601357,2.320934610557224,0.9632339740266264,0.9357698980232368
Mallat,5,extra_trees,0.9782515991471216,0.9782295764733056,0.15701558233387747,0.9992850502042268,0.9782505323322588
Mallat,5,random_forest,0.9773987206823028,0.9774325742350799,0.36155399970893276,0.999526743833924,0.9773866416272887
Mallat,5,ridge,0.9522388059701492,0.95232420913137,1.721487923062312,0.9727456961614495,0.9525035738847083
Mallat,6,extra_trees,0.9756929637526652,0.9756696796365605,0.12290658601616707,0.9994435650707187,0.9756665529122637
Mallat,6,random_forest,0.9812366737739872,0.9812599934775499,0.36622440497232234,0.9997251083592091,0.9811910510921269
Mallat,6,ridge,0.9424307036247335,0.9424916624864466,2.0750077644054654,0.9671511195490351,0.9424542377277607
Mallat,7,extra_trees,0.9756929637526652,0.9756917472871501,0.15262178979774996,0.9994533139440221,0.9756080345598692
Mallat,7,random_forest,0.9756929637526652,0.9757505943553892,0.395670735207765,0.9995649291991844,0.9755097888479355
Mallat,7,ridge,0.9304904051172708,0.9306085172736878,2.505379745171043,0.960330867298254,0.9305654154304414
Mallat,8,extra_trees,0.9663113006396589,0.9660182766355654,0.16644128194717112,0.9984269616875775,0.9660156055550603
Mallat,8,random_forest,0.9791044776119403,0.9789973529877801,0.3943055859462004,0.9995705307577217,0.9790835781003578
Mallat,8,ridge,0.929637526652452,0.9295489415385694,2.536120600940013,0.9598326485027902,0.9301421886896619
Mallat,9,extra_trees,0.9748400852878465,0.974892898335805,0.15037040624572556,0.9997124847909101,0.9747234294717032
Mallat,9,random_forest,0.9778251599147122,0.9778675403308625,0.36955231558691054,0.9994879490811781,0.9778855248932021
Mallat,9,ridge,0.9300639658848614,0.9301302877778891,2.520750173055528,0.9600925466787722,0.9309456332470127
Mallat,10,extra_trees,0.9748400852878465,0.974826695384036,0.1433558996593198,0.9992993431907714,0.9747621538197228
Mallat,10,random_forest,0.9727078891257995,0.972753096501135,0.3681967975050553,0.9995942440800175,0.9725781304507214
Mallat,10,ridge,0.9526652452025587,0.9527148314522783,1.706117495177827,0.972993157250483,0.9530592102604897
Mallat,11,extra_trees,0.9859275053304905,0.9859546759880422,0.1570430217402001,0.999929291240508,0.9858986397807179
Mallat,11,random_forest,0.9714285714285714,0.9716791078847646,0.38490683965851225,0.9999252194006175,0.9713429644243944
Mallat,11,ridge,0.9176972281449893,0.9180920367400833,2.966492581705591,0.9530113180373575,0.9176475169829785
Mallat,12,extra_trees,0.947547974413646,0.9477923937516002,0.2267090949915536,0.999754014902581,0.9463076390458736
Mallat,12,random_forest,0.9680170575692963,0.968150742671029,0.38897602103452494,0.999700204549771,0.9677055913827344
Mallat,12,ridge,0.9339019189765458,0.9339559952458792,2.382416322095164,0.9622844588676455,0.9343036875872875
Mallat,13,extra_trees,0.9731343283582089,0.9730671680436881,0.15635618790065497,0.9990613276173868,0.9731192950225683
Mallat,13,random_forest,0.9761194029850746,0.9761347985700399,0.3587716653965141,0.9993336560352448,0.9760937481475022
Mallat,13,ridge,0.9466950959488273,0.9466593783721873,1.921303485560616,0.9695705694065767,0.9469318463692573
Mallat,14,extra_trees,0.9773987206823028,0.977451274627498,0.15537468402160517,0.9997791751057222,0.9772545338923971
Mallat,14,random_forest,0.9667377398720682,0.9668995114824452,0.3612373719990157,0.9998035896089746,0.966383525120224
Mallat,14,ridge,0.9147121535181236,0.9149737636198214,3.0740855768969855,0.9513427801804472,0.9120720189618292
Mallat,15,extra_trees,0.976545842217484,0.9765347315396746,0.12261854974916983,0.999583860784641,0.9764819338652302
Mallat,15,random_forest,0.9773987206823028,0.977427755884526,0.34381663353335834,0.9996182848691366,0.9772969255106955
Mallat,15,ridge,0.9398720682302771,0.939864662354863,2.167230331712375,0.9656809412286026,0.9405377365048602
Mallat,16,extra_trees,0.9646055437100213,0.9645619894226936,0.16376408144100077,0.9985783772474862,0.9646026953175311
Mallat,16,random_forest,0.9718550106609808,0.9717972364626861,0.37055725452711585,0.9992903566043321,0.9718547020862508
Mallat,16,ridge,0.9458422174840085,0.9458387838559343,1.9520443413295858,0.969092837931583,0.945561928699614
Mallat,17,extra_trees,0.9816631130063966,0.9816073488218817,0.14707766952129198,0.9995197932567376,0.9816575011878212
Mallat,17,random_forest,0.979957356076759,0.9800846019418427,0.3612515762119296,0.9998170302875797,0.9799523313139521
Mallat,17,ridge,0.9373134328358209,0.9373539397750169,2.2594528990192844,0.9642094494408701,0.9372811553138158
Mallat,18,extra_trees,0.9842217484008529,0.9841215898123956,0.11390502884021327,0.9996392865808454,0.984220634068363
Mallat,18,random_forest,0.9842217484008529,0.9842269813570907,0.3627538134890446,0.9997491317693042,0.9842103342430321
Mallat,18,ridge,0.91727078891258,0.9170373585098835,2.9818630095900756,0.9527695686247749,0.9179081659497936
Mallat,19,extra_trees,0.949680170575693,0.9501022181474248,0.178176428412947,0.9995302826945448,0.9492036814097692
Mallat,19,random_forest,0.9616204690831557,0.9618145916084555,0.38182387542471535,0.999730205675845,0.9610958136284102
Mallat,19,ridge,0.9484008528784649,0.948487391580918,1.8598217740226766,0.9705669310907029,0.9489238366142304
Mallat,20,extra_trees,0.9833688699360341,0.9832596622639354,0.1392350187229763,0.9996289162297628,0.9833675598563891
Mallat,20,random_forest,0.9795309168443497,0.9795836616736084,0.3984114141719313,0.9996344238243962,0.9794973651360207
Mallat,20,ridge,0.9488272921108742,0.9489534219487996,1.8444513461381913,0.9708020724046276,0.9486534700546141
Mallat,21,extra_trees,0.979957356076759,0.980008633931267,0.19115574250690223,0.9997430115306594,0.9799534799124344
Mallat,21,random_forest,0.9769722814498933,0.97700796662921,0.3817328105465967,0.9995636597287113,0.97696024029915
Mallat,21,ridge,0.9377398720682303,0.9378885646070512,2.2440824711347993,0.9644871672153417,0.9373659562079558
Mallat,22,extra_trees,0.9803837953091684,0.9802877033166207,0.13777599487425662,0.9992149065529405,0.9803840261640935
Mallat,22,random_forest,0.9778251599147122,0.977815820366836,0.35399855630396665,0.9993222677038044,0.9778241135980166
Mallat,22,ridge,0.9317697228144989,0.9316849544919056,2.459268461517588,0.9610645979061998,0.932765360127325
Mallat,23,extra_trees,0.9842217484008529,0.9843257772907821,0.14646692019761906,0.9999592989444257,0.9842008676019505
Mallat,23,random_forest,0.9590618336886994,0.9593662968543122,0.3986055329713259,0.9999770462210397,0.9587205284602374
Mallat,23,ridge,0.947547974413646,0.94747511497616,1.8905626297916462,0.9700574393854536,0.9480182393138934
Mallat,24,extra_trees,0.9100213219616204,0.9109172202476439,0.27481302330590524,0.9989148652317993,0.9072614819191419
Mallat,24,random_forest,0.9240938166311301,0.9248627207903463,0.41469562540440624,0.9994626113345259,0.9223980866443628
Mallat,24,ridge,0.9266524520255863,0.9268628201862701,2.6437135961314073,0.9581578086452158,0.9294134092097815
Mallat,25,extra_trees,0.9731343283582089,0.9732256996758435,0.17221140025269452,0.9999114398967957,0.9728704660513907
Mallat,25,random_forest,0.967590618336887,0.9678012144455097,0.3796735017497028,0.9998638611234579,0.9673806152857228
Mallat,25,ridge,0.9373134328358209,0.9373480319510018,2.2594528990192844,0.9642309408282721,0.9381385350920874
Mallat,26,extra_trees,0.9671641791044776,0.9672030576936657,0.13923624062461593,0.9996296996042116,0.9670766264224505
Mallat,26,random_forest,0.9816631130063966,0.9816735517736507,0.34575803203803424,0.9996896713730755,0.9816195429459423
Mallat,26,ridge,0.935181236673774,0.9352612510697625,2.3363050384417092,0.9630207908241403,0.9346556583503101
Mallat,27,extra_trees,0.9756929637526652,0.9756843914036203,0.12621070071597235,0.9994275794244354,0.9756176740292238
Mallat,27,random_forest,0.9761194029850746,0.9761160287249523,0.35651466865557135,0.9993264256866108,0.97609285676441
Mallat,27,ridge,0.9398720682302771,0.9399827090022791,2.167230331712375,0.9656860378456976,0.9399757083424567
Mallat,28,extra_trees,0.9808102345415778,0.9807961972787536,0.12046539620198621,0.9996653337354586,0.9807979087307022
Mallat,28,random_forest,0.9884861407249467,0.9885366404753768,0.3611688293233881,0.9999247162923347,0.9884842557253121
Mallat,28,ridge,0.9185501066098081,0.9188538370273915,2.9357517259366213,0.9535138376196864,0.9174248961740507
Mallat,29,extra_trees,0.9654584221748401,0.9654582421203776,0.15788041278677878,0.9990918880578188,0.965291847521243
Mallat,29,random_forest,0.9684434968017057,0.968497337742835,0.36142582829212033,0.9994455514635722,0.9681635049268897
Mallat,29,ridge,0.9266524520255863,0.9268106600805376,2.6437135961314073,0.9581534082910572,0.9268179695822985
Meat,0,extra_trees,0.9333333333333333,0.9333333333333332,0.1540341275341504,0.9991666666666666,0.934609250398724
Meat,0,random_forest,0.95,0.9500000000000001,0.18964881079445203,0.99375,0.9506533178503803
Meat,0,ridge,0.9166666666666666,0.9166666666666666,3.0036377824264293,0.9375,0.9173789173789173
Meat,1,extra_trees,0.9666666666666667,0.9666666666666667,0.09772713676210773,1.0,0.9665831244778613
Meat,1,random_forest,0.9666666666666667,0.9666666666666667,0.13303800293442475,0.9991666666666668,0.9665831244778613
Meat,1,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,2,extra_trees,1.0,1.0,0.0691885880558379,1.0,1.0
Meat,2,random_forest,1.0,1.0,0.11382482675649189,1.0,1.0
Meat,2,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,3,extra_trees,1.0,1.0,0.06023147615839543,1.0,1.0
Meat,3,random_forest,1.0,1.0,0.09377807511082076,1.0,1.0
Meat,3,ridge,0.9833333333333333,0.9833333333333334,0.600727556485286,0.9875,0.9833229101521785
Meat,4,extra_trees,1.0,1.0,0.07526428770418896,1.0,1.0
Meat,4,random_forest,1.0,1.0,0.11159908067270861,1.0,1.0
Meat,4,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,5,extra_trees,1.0,1.0,0.09362869339412215,1.0,1.0
Meat,5,random_forest,0.9833333333333333,0.9833333333333334,0.13949711792016473,1.0,0.9833229101521785
Meat,5,ridge,0.9666666666666667,0.9666666666666667,1.2014551129705717,0.975,0.9665831244778613
Meat,6,extra_trees,0.9666666666666667,0.9666666666666667,0.10250728027172375,1.0,0.9665831244778613
Meat,6,random_forest,1.0,1.0,0.1226934797526474,1.0,1.0
Meat,6,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,7,extra_trees,1.0,1.0,0.06599544997934727,1.0,1.0
Meat,7,random_forest,1.0,1.0,0.11751168218648429,1.0,1.0
Meat,7,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,8,extra_trees,0.9833333333333333,0.9833333333333334,0.09600437467581939,1.0,0.9833229101521784
Meat,8,random_forest,1.0,1.0,0.12005483110304795,1.0,1.0
Meat,8,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,9,extra_trees,1.0,1.0,0.08478881581949622,1.0,1.0
Meat,9,random_forest,0.9833333333333333,0.9833333333333334,0.12642038797297522,1.0,0.9833229101521785
Meat,9,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,10,extra_trees,1.0,1.0,0.07895166920907963,1.0,1.0
Meat,10,random_forest,1.0,1.0,0.11430930343701831,1.0,1.0
Meat,10,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,11,extra_trees,0.9666666666666667,0.9666666666666667,0.09243159549886767,1.0,0.9665831244778613
Meat,11,random_forest,0.9666666666666667,0.9666666666666667,0.1264364941490122,1.0,0.9665831244778613
Meat,11,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,12,extra_trees,1.0,1.0,0.07733109578544309,1.0,1.0
Meat,12,random_forest,1.0,1.0,0.11060037878138891,1.0,1.0
Meat,12,ridge,0.9833333333333333,0.9833333333333334,0.600727556485286,0.9875,0.9833229101521785
Meat,13,extra_trees,0.9666666666666667,0.9666666666666667,0.10889152146530096,0.9983333333333334,0.9665831244778613
Meat,13,random_forest,0.9666666666666667,0.9666666666666667,0.15552500625560958,0.9949999999999998,0.9665831244778613
Meat,13,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,14,extra_trees,0.9666666666666667,0.9666666666666667,0.11249627354019118,0.9927083333333333,0.9665831244778613
Meat,14,random_forest,0.9666666666666667,0.9666666666666667,0.1472234197229314,0.9958333333333333,0.9665831244778613
Meat,14,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,15,extra_trees,0.95,0.9500000000000001,0.11743824586765549,1.0,0.9497171590194846
Meat,15,random_forest,1.0,1.0,0.14209399605866788,1.0,1.0
Meat,15,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,16,extra_trees,1.0,1.0,0.07801201225555089,1.0,1.0
Meat,16,random_forest,1.0,1.0,0.1309502880587366,1.0,1.0
Meat,16,ridge,0.9666666666666667,0.9666666666666667,1.2014551129705717,0.975,0.9665831244778613
Meat,17,extra_trees,1.0,1.0,0.0917924416649369,1.0,1.0
Meat,17,random_forest,1.0,1.0,0.12707165302867607,1.0,1.0
Meat,17,ridge,0.9833333333333333,0.9833333333333334,0.600727556485286,0.9875,0.9833229101521785
Meat,18,extra_trees,0.9666666666666667,0.9666666666666667,0.10237723735583207,1.0,0.9665831244778613
Meat,18,random_forest,0.9666666666666667,0.9666666666666667,0.14734616535219122,0.9966666666666666,0.9665831244778613
Meat,18,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,19,extra_trees,1.0,1.0,0.06830366377725891,1.0,1.0
Meat,19,random_forest,1.0,1.0,0.09458915128563902,1.0,1.0
Meat,19,ridge,0.9833333333333333,0.9833333333333334,0.600727556485286,0.9875,0.9833229101521785
Meat,20,extra_trees,1.0,1.0,0.11446646266342783,1.0,1.0
Meat,20,random_forest,0.9833333333333333,0.9833333333333334,0.1783103055156995,0.9995833333333334,0.9833229101521785
Meat,20,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,21,extra_trees,0.95,0.9500000000000001,0.11330626932291228,1.0,0.948969875799144
Meat,21,random_forest,0.9666666666666667,0.9666666666666667,0.1425259615279752,0.9941666666666665,0.9665831244778613
Meat,21,ridge,0.9833333333333333,0.9833333333333334,0.600727556485286,0.9875,0.9833229101521785
Meat,22,extra_trees,1.0,1.0,0.06764501275913001,1.0,1.0
Meat,22,random_forest,1.0,1.0,0.11537422763142097,1.0,1.0
Meat,22,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,23,extra_trees,1.0,1.0,0.0904859388821706,1.0,1.0
Meat,23,random_forest,1.0,1.0,0.12913951915389818,1.0,1.0
Meat,23,ridge,0.9833333333333333,0.9833333333333334,0.600727556485286,0.9875,0.9833229101521785
Meat,24,extra_trees,1.0,1.0,0.055611758566615564,1.0,1.0
Meat,24,random_forest,1.0,1.0,0.09800064027784543,1.0,1.0
Meat,24,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,25,extra_trees,0.9666666666666667,0.9666666666666667,0.09751791184053173,0.9958333333333333,0.9665831244778613
Meat,25,random_forest,0.9666666666666667,0.9666666666666667,0.13205358453017474,0.9945833333333334,0.9665831244778613
Meat,25,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,26,extra_trees,0.9666666666666667,0.9666666666666667,0.09681599308160688,0.9974999999999999,0.9665831244778613
Meat,26,random_forest,0.9666666666666667,0.9666666666666667,0.14194187538689582,0.99625,0.9665831244778613
Meat,26,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,27,extra_trees,0.9666666666666667,0.9666666666666667,0.11503781172399767,0.9991666666666668,0.9665831244778613
Meat,27,random_forest,0.9666666666666667,0.9666666666666667,0.14688972627720387,0.9974999999999999,0.9665831244778613
Meat,27,ridge,0.9833333333333333,0.9833333333333334,0.600727556485286,0.9875,0.9833229101521785
Meat,28,extra_trees,1.0,1.0,0.0660725405905105,1.0,1.0
Meat,28,random_forest,0.9833333333333333,0.9833333333333334,0.10613313231312242,1.0,0.9833229101521785
Meat,28,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
Meat,29,extra_trees,1.0,1.0,0.08145170697830066,1.0,1.0
Meat,29,random_forest,1.0,1.0,0.11429468980858716,1.0,1.0
Meat,29,ridge,1.0,1.0,2.2204460492503136e-16,1.0,1.0
MedicalImages,0,extra_trees,0.8184210526315789,0.7601677917309981,0.6125512770177319,0.9640898465560342,0.8086057635264529
MedicalImages,0,random_forest,0.7789473684210526,0.6825897300821812,0.6797829756687422,0.954127092378731,0.7605108451365103
MedicalImages,0,ridge,0.6394736842105263,0.4584551830996328,12.994685563971183,0.6904607343150801,0.6019569376195092
MedicalImages,1,extra_trees,0.8065789473684211,0.7387310046527005,0.6451334932923619,0.9583315413019519,0.7987802921835924
MedicalImages,1,random_forest,0.7947368421052632,0.7003730583886408,0.6659497716842813,0.9537063243691276,0.7824546887717875
MedicalImages,1,ridge,0.6578947368421053,0.46148569515145077,12.330723527855868,0.7090950174701965,0.6196402104391414
MedicalImages,2,extra_trees,0.8342105263157895,0.7793103110256812,0.6089854667203026,0.9573482547255823,0.8253438025870083
MedicalImages,2,random_forest,0.7960526315789473,0.7143155941984938,0.6748853900335949,0.9511234632126833,0.7791302309687062
MedicalImages,2,ridge,0.6263157894736842,0.3724501430411937,13.46894416119641,0.6630463655892918,0.5811947870442397
MedicalImages,3,extra_trees,0.8039473684210526,0.7129438584818092,0.7011568609458598,0.9503991765121699,0.7917640384808934
MedicalImages,3,random_forest,0.7921052631578948,0.6854638039647837,0.7459729026055736,0.9474597240815066,0.7744059775286108
MedicalImages,3,ridge,0.6578947368421053,0.4572659330615666,12.330723527855868,0.6983554654133748,0.6149143704443977
MedicalImages,4,extra_trees,0.7947368421052632,0.6613685945158803,0.624292312654737,0.9624146910216931,0.7772528831349906
MedicalImages,4,random_forest,0.7855263157894737,0.6713893902518295,0.6674952338141434,0.9544500679492207,0.7661162136041864
MedicalImages,4,ridge,0.6434210526315789,0.43151596849373436,12.852407984803616,0.6937239536583086,0.6066246918106706
MedicalImages,5,extra_trees,0.8157894736842105,0.7350030856194745,0.6084964463220457,0.9606687244731608,0.8082587081770092
MedicalImages,5,random_forest,0.7973684210526316,0.7080419825799332,0.684705725613028,0.9507227421136448,0.7832692998799219
MedicalImages,5,ridge,0.675,0.4754070920050625,11.714187351463075,0.7182962154136051,0.6489299034990029
MedicalImages,6,extra_trees,0.8013157894736842,0.7111774733587599,0.6427430130997482,0.9643661822578884,0.7879259662126994
MedicalImages,6,random_forest,0.7960526315789473,0.6844185473245782,0.7083511549951688,0.9578387771965376,0.780149693001228
MedicalImages,6,ridge,0.6421052631578947,0.42817673470000006,12.899833844526137,0.671464133494897,0.579801644417824
MedicalImages,7,extra_trees,0.8263157894736842,0.7595919869371525,0.6176428989308663,0.9606290876819571,0.8164825167270033
MedicalImages,7,random_forest,0.7973684210526316,0.7000338188507584,0.6629718066370682,0.9567545125678202,0.7839244094273053
MedicalImages,7,ridge,0.6684210526315789,0.47814497747758206,11.951316650075688,0.7131814895322374,0.6308564585286931
MedicalImages,8,extra_trees,0.8092105263157895,0.7466874931323204,0.6549225440703521,0.9553183107936021,0.7976086476071335
MedicalImages,8,random_forest,0.7868421052631579,0.7005622426368652,0.6910360527495419,0.948438635749919,0.7692633182832245
MedicalImages,8,ridge,0.6684210526315789,0.507119086101864,11.951316650075688,0.727868236924628,0.6466722597428121
MedicalImages,9,extra_trees,0.8092105263157895,0.7378743557030105,0.5973521140869821,0.9603162857948252,0.7954949898078628
MedicalImages,9,random_forest,0.8052631578947368,0.6952648501408298,0.6648181957147542,0.9520411900362581,0.7875952191468364
MedicalImages,9,ridge,0.6447368421052632,0.44033803725493764,12.804982125081091,0.6899873354570529,0.6015308161923911
MedicalImages,10,extra_trees,0.8289473684210527,0.7583688918573933,0.5997714931975016,0.9557008756146426,0.8173812813533122
MedicalImages,10,random_forest,0.775,0.6730504717017072,0.6706349022480367,0.9472283048231316,0.7550673235847851
MedicalImages,10,ridge,0.6263157894736842,0.44302072903835343,13.46894416119641,0.6794978361917003,0.5832590799601214
MedicalImages,11,extra_trees,0.8157894736842105,0.7379329894225529,0.6174166950060552,0.9570632131328892,0.8065074100158864
MedicalImages,11,random_forest,0.7776315789473685,0.6542731301666828,0.6794372896740688,0.9533803480532412,0.7596077386137916
MedicalImages,11,ridge,0.6328947368421053,0.42243509670645424,13.231814862583796,0.6728911624879259,0.5825468141233212
MedicalImages,12,extra_trees,0.7973684210526316,0.7259013833337322,0.7216629656544211,0.957843269637852,0.7848101023287251
MedicalImages,12,random_forest,0.7776315789473685,0.6670566745781146,0.7869576258544206,0.9510302228220882,0.7590526824421288
MedicalImages,12,ridge,0.6605263157894737,0.46815332740049137,12.235871808410822,0.6983721312573324,0.6235985812282862
MedicalImages,13,extra_trees,0.8092105263157895,0.7429826098296006,0.6816718669325891,0.9546900655072135,0.790196911656296
MedicalImages,13,random_forest,0.7684210526315789,0.6628248283928303,0.754556001819614,0.9437203910150367,0.7411184150374283
MedicalImages,13,ridge,0.6421052631578947,0.4460102382595267,12.899833844526139,0.6952217572988741,0.6034668304641616
MedicalImages,14,extra_trees,0.8144736842105263,0.7203644290263175,0.6129794957276815,0.9586272435712374,0.7994220233693656
MedicalImages,14,random_forest,0.7657894736842106,0.6298021355849918,0.7039775725786765,0.947726399619136,0.7421677593694173
MedicalImages,14,ridge,0.6421052631578947,0.39909913264255936,12.899833844526139,0.674901306359255,0.5951137543784366
MedicalImages,15,extra_trees,0.8223684210526315,0.7508266085727929,0.6194418283648842,0.9569363970659964,0.815978861891242
MedicalImages,15,random_forest,0.781578947368421,0.6509705594550286,0.6862973656067448,0.9520683012838379,0.7672330700278693
MedicalImages,15,ridge,0.6197368421052631,0.3856916249754609,13.706073459809023,0.6532899581604317,0.5761448586551497
MedicalImages,16,extra_trees,0.8078947368421052,0.7228029214618399,0.5839218697135772,0.9686485523492563,0.7954011178612092
MedicalImages,16,random_forest,0.7671052631578947,0.6506409327639424,0.6533189336184166,0.9617532988088658,0.7446952205404807
MedicalImages,16,ridge,0.6342105263157894,0.4176165305660707,13.184389002861273,0.6770721315157824,0.5944741074431201
MedicalImages,17,extra_trees,0.7986842105263158,0.7245058438373863,0.5963609021986158,0.9638116214047137,0.7880667466743765
MedicalImages,17,random_forest,0.7828947368421053,0.7044261180076603,0.6718660375894033,0.9535894368487947,0.7663053857572476
MedicalImages,17,ridge,0.6302631578947369,0.39546649914587795,13.32666658202884,0.6681649906985022,0.5778107515302089
MedicalImages,18,extra_trees,0.8210526315789474,0.7579637057934228,0.5844405625760228,0.9669395652314701,0.8070043828887685
MedicalImages,18,random_forest,0.7973684210526316,0.7055853076833607,0.644574766000187,0.9609502331816903,0.7779626437673106
MedicalImages,18,ridge,0.6815789473684211,0.4938907128493796,11.477058052850461,0.7300946690938812,0.6486745781773174
MedicalImages,19,extra_trees,0.8368421052631579,0.7741898605398214,0.588117978835549,0.9656285476958026,0.8274927711081128
MedicalImages,19,random_forest,0.8105263157894737,0.7357267504711094,0.6498361371126636,0.9598953039568384,0.7964033152923725
MedicalImages,19,ridge,0.6684210526315789,0.5001067966457271,11.951316650075688,0.7197904300212995,0.6380076860380527
MedicalImages,20,extra_trees,0.8078947368421052,0.7418143150094413,0.6177514866971102,0.9641033180248522,0.802519502817694
MedicalImages,20,random_forest,0.7842105263157895,0.6796985779245185,0.6756848625661124,0.9571802934182364,0.771073952041044
MedicalImages,20,ridge,0.6657894736842105,0.47948326359104154,12.046168369520734,0.7251476769059213,0.6361031852755442
MedicalImages,21,extra_trees,0.8368421052631579,0.7540223675640515,0.6012774921681873,0.9690609812141688,0.8225813468922909
MedicalImages,21,random_forest,0.7894736842105263,0.6530785806162321,0.6721246089064614,0.9613367569692405,0.7684379217980153
MedicalImages,21,ridge,0.6789473684210526,0.4704013365620804,11.571909772295507,0.7127448698918555,0.6406448528302178
MedicalImages,22,extra_trees,0.8118421052631579,0.7270017410870165,0.5829038060070311,0.9658538814110064,0.7947010071344416
MedicalImages,22,random_forest,0.8,0.7055324685741524,0.6883762590428644,0.9596271588574159,0.7768729962782008
MedicalImages,22,ridge,0.6473684210526316,0.443859984469371,12.710130405636049,0.6835484994246183,0.5951925276402981
MedicalImages,23,extra_trees,0.7855263157894737,0.6938222744939704,0.6350256308785364,0.9539271856699714,0.7759680148372322
MedicalImages,23,random_forest,0.7592105263157894,0.6356130102663701,0.7163423028934695,0.9447474173023768,0.744909443359616
MedicalImages,23,ridge,0.625,0.4055979751223028,13.51637002091893,0.6640224950334949,0.5748599363646066
MedicalImages,24,extra_trees,0.8223684210526315,0.7572209029729449,0.6010526107603485,0.9619768271146729,0.8089188199810675
MedicalImages,24,random_forest,0.7934210526315789,0.6959703092571977,0.6683966993707261,0.954695008426794,0.7754399680009562
MedicalImages,24,ridge,0.6092105263157894,0.37700055603651633,14.085480337589203,0.6665420330824743,0.5670791386385052
MedicalImages,25,extra_trees,0.7960526315789473,0.7020393754956188,0.6366778826100685,0.956879789148656,0.7775992571890754
MedicalImages,25,random_forest,0.775,0.6521282886736233,0.7053664567021273,0.9511974943730054,0.7519097429114541
MedicalImages,25,ridge,0.6276315789473684,0.41089467080554865,13.421518301473885,0.6971645369166738,0.5975248850503354
MedicalImages,26,extra_trees,0.8052631578947368,0.7177923312467491,0.6609507136624333,0.9597128698557811,0.7891489827565268
MedicalImages,26,random_forest,0.7921052631578948,0.676569049378007,0.6836639505369941,0.9535931855384169,0.7685749982727389
MedicalImages,26,ridge,0.6578947368421053,0.4437836388476083,12.330723527855868,0.6861453913284449,0.6102566187393272
MedicalImages,27,extra_trees,0.8355263157894737,0.7922181157366682,0.5976141601283537,0.9727922744503718,0.8215762768990196
MedicalImages,27,random_forest,0.8052631578947368,0.7272744912619304,0.6543573667069776,0.9651492050073195,0.7809512588646005
MedicalImages,27,ridge,0.6592105263157895,0.4547072238496317,12.283297668133345,0.6970306446434511,0.611935024960418
MedicalImages,28,extra_trees,0.8026315789473685,0.7538381009614097,0.6202174602625264,0.9589054379142409,0.7916529498861955
MedicalImages,28,random_forest,0.7828947368421053,0.6910389687920729,0.6858804226290951,0.9529187299026733,0.766324574765958
MedicalImages,28,ridge,0.6381578947368421,0.4385947347828587,13.042111423693706,0.6929325605761375,0.5942322654205379
MedicalImages,29,extra_trees,0.8118421052631579,0.7496513367852986,0.6253614686093167,0.9547667749118095,0.8016463355939281
MedicalImages,29,random_forest,0.7894736842105263,0.706322303140305,0.6755175888533188,0.9510813590513209,0.7718910124707415
MedicalImages,29,ridge,0.6368421052631579,0.44360437082946574,13.08953728341623,0.7029065718869848,0.5967543860639598
MiddlePhalanxOutlineCorrect,0,extra_trees,0.8419243986254296,0.8377349397590361,0.3854392692291535,0.9333253012048192,0.8145161290322581
MiddlePhalanxOutlineCorrect,0,random_forest,0.8591065292096219,0.8508192771084337,0.4047023545012063,0.9330120481927711,0.8284518828451883
MiddlePhalanxOutlineCorrect,0,ridge,0.8144329896907216,0.8017831325301205,6.6885130000423585,0.8017831325301205,0.7672413793103449
MiddlePhalanxOutlineCorrect,1,extra_trees,0.8144329896907216,0.7948674698795181,0.3747696773001034,0.9290361445783133,0.7522935779816514
MiddlePhalanxOutlineCorrect,1,random_forest,0.8247422680412371,0.8048915662650602,0.38517802365922643,0.9281686746987952,0.7649769585253456
MiddlePhalanxOutlineCorrect,1,ridge,0.8109965635738832,0.7948192771084337,6.812374351894994,0.7948192771084337,0.7555555555555555
MiddlePhalanxOutlineCorrect,2,extra_trees,0.8006872852233677,0.7778795180722892,0.39839532389034704,0.9188915662650603,0.7264150943396226
