Dataset,Split,Number of samples,Series length,Estimator,Run,Runtime
ToeSegmentation1,train,40,277,moment_quant_approx_intervals,6,0.030379291998542612
ToeSegmentation1,test,228,277,moment_quant_approx_intervals,6,0.04410170799746993
ToeSegmentation1,train,40,277,moment_quant_approx_intervals,3,0.030028583001694642
ToeSegmentation1,test,228,277,moment_quant_approx_intervals,3,0.04769608399874414
ToeSegmentation1,train,40,277,moment_quant_approx_samples,0,0.02773466700091376
ToeSegmentation1,test,228,277,moment_quant_approx_samples,0,0.03880566700172494
ToeSegmentation1,train,40,277,moment_quant_approx_auto,4,0.02518249999775435
ToeSegmentation1,test,228,277,moment_quant_approx_auto,4,0.03831450000143377
ToeSegmentation1,train,40,277,moment_quant_exact_auto,4,0.015608666999469278
ToeSegmentation1,test,228,277,moment_quant_exact_auto,4,0.07985108300272259
ToeSegmentation1,train,40,277,quant_float64,8,0.03071875000023283
ToeSegmentation1,test,228,277,quant_float64,8,0.06530075000046054
ToeSegmentation1,train,40,277,moment_quant_exact_intervals,4,0.01564404199962155
ToeSegmentation1,test,228,277,moment_quant_exact_intervals,4,0.03507687499950407
ToeSegmentation1,train,40,277,moment_quant_approx_auto,1,0.025365583998791408
ToeSegmentation1,test,228,277,moment_quant_approx_auto,1,0.037914790998911485
ToeSegmentation1,train,40,277,moment_quant_approx_intervals,7,0.030482582998956786
ToeSegmentation1,test,228,277,moment_quant_approx_intervals,7,0.043899541000428144
ToeSegmentation1,train,40,277,moment_quant_approx_intervals,4,0.03000258300016867
ToeSegmentation1,test,228,277,moment_quant_approx_intervals,4,0.04377849999946193
ToeSegmentation1,train,40,277,moment_quant_approx_intervals,9,0.029905999999755295
ToeSegmentation1,test,228,277,moment_quant_approx_intervals,9,0.043803332999232225
ToeSegmentation1,train,40,277,moment_quant_approx_samples,1,0.025158417000056943
ToeSegmentation1,test,228,277,moment_quant_approx_samples,1,0.0377630839975609
ToeSegmentation1,train,40,277,moment_quant_approx_auto,5,0.025394041997060413
ToeSegmentation1,test,228,277,moment_quant_approx_auto,5,0.03779416600082186
ToeSegmentation1,train,40,277,quant_float64,1,0.03114429199922597
ToeSegmentation1,test,228,277,quant_float64,1,0.06528195799910463
ToeSegmentation1,train,40,277,moment_quant_approx_intervals,1,0.03124345800097217
ToeSegmentation1,test,228,277,moment_quant_approx_intervals,1,0.044053124998754356
ToeSegmentation1,train,40,277,quant_float64,6,0.03186712500246358
ToeSegmentation1,test,228,277,quant_float64,6,0.06574383299812325
ToeSegmentation1,train,40,277,moment_quant_exact_auto,9,0.016953415997704724
ToeSegmentation1,test,228,277,moment_quant_exact_auto,9,0.07906829200146603
ToeSegmentation1,train,40,277,moment_quant_approx_auto,0,0.025514542001474183
ToeSegmentation1,test,228,277,moment_quant_approx_auto,0,0.03782566700101597
ToeSegmentation1,train,40,277,moment_quant_exact_intervals,5,0.015102125002158573
ToeSegmentation1,test,228,277,moment_quant_exact_intervals,5,0.03506487499907962
ToeSegmentation1,train,40,277,quant_float64,9,0.030812749999313382
ToeSegmentation1,test,228,277,quant_float64,9,0.06529820799914887
ToeSegmentation1,train,40,277,moment_quant_approx_intervals,8,0.0313447910011746
ToeSegmentation1,test,228,277,moment_quant_approx_intervals,8,0.04398383299849229
ToeSegmentation1,train,40,277,moment_quant_exact_samples,0,0.01602587500019581
ToeSegmentation1,test,228,277,moment_quant_exact_samples,0,0.07894875000056345
ToeSegmentation1,train,40,277,quant_float64,4,0.03012375000253087
ToeSegmentation1,test,228,277,quant_float64,4,0.06303495799875236
ToeSegmentation1,train,40,277,moment_quant_exact_samples,1,0.016141209001943935
ToeSegmentation1,test,228,277,moment_quant_exact_samples,1,0.07500962500125752
ToeSegmentation1,train,40,277,moment_quant_approx_auto,9,0.024771084001258714
ToeSegmentation1,test,228,277,moment_quant_approx_auto,9,0.037437667000631336
ToeSegmentation1,train,40,277,moment_quant_exact_samples,9,0.015664833001210354
ToeSegmentation1,test,228,277,moment_quant_exact_samples,9,0.0740559170008055
ToeSegmentation1,train,40,277,moment_quant_exact_auto,5,0.015425041998241795
ToeSegmentation1,test,228,277,moment_quant_exact_auto,5,0.0739648330018099
ToeSegmentation1,train,40,277,quant_float64,2,0.03040504200180294
ToeSegmentation1,test,228,277,quant_float64,2,0.0652048330011894
ToeSegmentation1,train,40,277,moment_quant_approx_auto,8,0.025846000000456115
ToeSegmentation1,test,228,277,moment_quant_approx_auto,8,0.03880570900219027
ToeSegmentation1,train,40,277,moment_quant_exact_intervals,1,0.01474341699940851
ToeSegmentation1,test,228,277,moment_quant_exact_intervals,1,0.0340816249990894
ToeSegmentation1,train,40,277,moment_quant_approx_samples,3,0.025683875002869172
ToeSegmentation1,test,228,277,moment_quant_approx_samples,3,0.038558000000193715
ToeSegmentation1,train,40,277,moment_quant_exact_samples,6,0.015479792000405723
ToeSegmentation1,test,228,277,moment_quant_exact_samples,6,0.07552712500182679
ToeSegmentation1,train,40,277,moment_quant_approx_samples,8,0.025171124998450978
ToeSegmentation1,test,228,277,moment_quant_approx_samples,8,0.038654500000120606
ToeSegmentation1,train,40,277,moment_quant_approx_auto,2,0.025141583999356953
ToeSegmentation1,test,228,277,moment_quant_approx_auto,2,0.03850683400014532
ToeSegmentation1,train,40,277,moment_quant_exact_auto,0,0.01569420799933141
ToeSegmentation1,test,228,277,moment_quant_exact_auto,0,0.077273167000385
ToeSegmentation1,train,40,277,moment_quant_exact_auto,7,0.01580358399951365
ToeSegmentation1,test,228,277,moment_quant_exact_auto,7,0.0777719170000637
ToeSegmentation1,train,40,277,moment_quant_exact_auto,1,0.015774417002830887
ToeSegmentation1,test,228,277,moment_quant_exact_auto,1,0.07735979199787835
ToeSegmentation1,train,40,277,moment_quant_exact_intervals,3,0.014815541999269044
ToeSegmentation1,test,228,277,moment_quant_exact_intervals,3,0.03412883399869315
ToeSegmentation1,train,40,277,moment_quant_approx_samples,7,0.025612708002881845
ToeSegmentation1,test,228,277,moment_quant_approx_samples,7,0.03861854199931258
ToeSegmentation1,train,40,277,moment_quant_exact_samples,7,0.015722041000117315
ToeSegmentation1,test,228,277,moment_quant_exact_samples,7,0.07750808299897471
ToeSegmentation1,train,40,277,quant_float64,7,0.030681459000334144
ToeSegmentation1,test,228,277,quant_float64,7,0.06642191699938849
ToeSegmentation1,train,40,277,moment_quant_exact_auto,8,0.016635457999655046
ToeSegmentation1,test,228,277,moment_quant_exact_auto,8,0.0785504170016793
ToeSegmentation1,train,40,277,moment_quant_approx_samples,9,0.025367165999341523
ToeSegmentation1,test,228,277,moment_quant_approx_samples,9,0.03853179199722945
ToeSegmentation1,train,40,277,moment_quant_approx_auto,3,0.025080833001993597
ToeSegmentation1,test,228,277,moment_quant_approx_auto,3,0.037704959002439864
ToeSegmentation1,train,40,277,moment_quant_exact_auto,6,0.016567999999097083
ToeSegmentation1,test,228,277,moment_quant_exact_auto,6,0.07827337499838904
ToeSegmentation1,train,40,277,quant_float64,3,0.030960167001467198
ToeSegmentation1,test,228,277,quant_float64,3,0.0653907909982081
ToeSegmentation1,train,40,277,moment_quant_exact_samples,2,0.016431249998277053
ToeSegmentation1,test,228,277,moment_quant_exact_samples,2,0.07698908300153562
ToeSegmentation1,train,40,277,quant_float64,0,0.030629999997472623
ToeSegmentation1,test,228,277,quant_float64,0,0.06559033299708972
ToeSegmentation1,train,40,277,moment_quant_approx_intervals,5,0.03155312500166474
ToeSegmentation1,test,228,277,moment_quant_approx_intervals,5,0.04403558400008478
ToeSegmentation1,train,40,277,moment_quant_exact_auto,3,0.015748084002552787
ToeSegmentation1,test,228,277,moment_quant_exact_auto,3,0.0761899999997695
ToeSegmentation1,train,40,277,moment_quant_exact_intervals,6,0.014863167001749389
ToeSegmentation1,test,228,277,moment_quant_exact_intervals,6,0.03509124999982305
ToeSegmentation1,train,40,277,moment_quant_approx_samples,5,0.025403915999049786
ToeSegmentation1,test,228,277,moment_quant_approx_samples,5,0.037724249999882886
ToeSegmentation1,train,40,277,quant_float64,5,0.03108379200057243
ToeSegmentation1,test,228,277,quant_float64,5,0.06530129199745716
ToeSegmentation1,train,40,277,moment_quant_exact_samples,8,0.016547875002288492
ToeSegmentation1,test,228,277,moment_quant_exact_samples,8,0.07680416600123863
ToeSegmentation1,train,40,277,moment_quant_exact_intervals,0,0.014796291998209199
ToeSegmentation1,test,228,277,moment_quant_exact_intervals,0,0.03518958299900987
ToeSegmentation1,train,40,277,moment_quant_approx_samples,4,0.024454334001347888
ToeSegmentation1,test,228,277,moment_quant_approx_samples,4,0.03748016700046719
ToeSegmentation1,train,40,277,moment_quant_approx_samples,2,0.025249250000342727
ToeSegmentation1,test,228,277,moment_quant_approx_samples,2,0.03733020899744588
ToeSegmentation1,train,40,277,moment_quant_exact_intervals,2,0.015208125001663575
ToeSegmentation1,test,228,277,moment_quant_exact_intervals,2,0.033870291998027824
MelbournePedestrian,train,1138,24,moment_quant_exact_samples,7,0.04971941699841409
MelbournePedestrian,test,2319,24,moment_quant_exact_samples,7,0.09793879199787625
MelbournePedestrian,train,1138,24,moment_quant_exact_intervals,6,0.007476415998098673
MelbournePedestrian,test,2319,24,moment_quant_exact_intervals,6,0.011518915998749435
MelbournePedestrian,train,1138,24,moment_quant_approx_intervals,1,0.024385458000324434
MelbournePedestrian,test,2319,24,moment_quant_approx_intervals,1,0.04119262500171317
MelbournePedestrian,train,1138,24,quant_float64,6,0.012741875001665903
MelbournePedestrian,test,2319,24,quant_float64,6,0.02193966699996963
MelbournePedestrian,train,1138,24,moment_quant_approx_intervals,2,0.024435458002699306
MelbournePedestrian,test,2319,24,moment_quant_approx_intervals,2,0.0415007079973293
MelbournePedestrian,train,1138,24,moment_quant_exact_auto,0,0.04953162500169128
MelbournePedestrian,test,2319,24,moment_quant_exact_auto,0,0.0983957089993055
MelbournePedestrian,train,1138,24,moment_quant_exact_intervals,8,0.007663042000785936
MelbournePedestrian,test,2319,24,moment_quant_exact_intervals,8,0.011505458998726681
MelbournePedestrian,train,1138,24,moment_quant_approx_samples,9,0.016645125000650296
MelbournePedestrian,test,2319,24,moment_quant_approx_samples,9,0.027804583001852734
MelbournePedestrian,train,1138,24,quant_float64,2,0.01311787500162609
MelbournePedestrian,test,2319,24,quant_float64,2,0.021889542000280926
MelbournePedestrian,train,1138,24,moment_quant_exact_auto,6,0.054152250002516666
MelbournePedestrian,test,2319,24,moment_quant_exact_auto,6,0.10288208400015719
MelbournePedestrian,train,1138,24,moment_quant_exact_samples,9,0.05086337499960791
MelbournePedestrian,test,2319,24,moment_quant_exact_samples,9,0.10194370899989735
MelbournePedestrian,train,1138,24,moment_quant_exact_auto,2,0.05247229199812864
MelbournePedestrian,test,2319,24,moment_quant_exact_auto,2,0.10144737500013434
MelbournePedestrian,train,1138,24,moment_quant_exact_auto,7,0.047636750001402106
MelbournePedestrian,test,2319,24,moment_quant_exact_auto,7,0.09400920900225174
MelbournePedestrian,train,1138,24,moment_quant_approx_samples,7,0.016786582997156074
MelbournePedestrian,test,2319,24,moment_quant_approx_samples,7,0.028217791998031316
MelbournePedestrian,train,1138,24,moment_quant_exact_intervals,5,0.008018125001399312
MelbournePedestrian,test,2319,24,moment_quant_exact_intervals,5,0.012274790999072138
MelbournePedestrian,train,1138,24,moment_quant_exact_samples,4,0.04976337499829242
MelbournePedestrian,test,2319,24,moment_quant_exact_samples,4,0.09836391600038041
MelbournePedestrian,train,1138,24,moment_quant_exact_samples,5,0.04976429200178245
MelbournePedestrian,test,2319,24,moment_quant_exact_samples,5,0.09861020799871767
MelbournePedestrian,train,1138,24,moment_quant_approx_intervals,9,0.02448091599944746
MelbournePedestrian,test,2319,24,moment_quant_approx_intervals,9,0.04181345799952396
MelbournePedestrian,train,1138,24,moment_quant_approx_auto,0,0.0164794999982405
MelbournePedestrian,test,2319,24,moment_quant_approx_auto,0,0.027857000000949483
MelbournePedestrian,train,1138,24,moment_quant_exact_intervals,9,0.007906749997346196
MelbournePedestrian,test,2319,24,moment_quant_exact_intervals,9,0.012285332999454113
MelbournePedestrian,train,1138,24,moment_quant_exact_samples,1,0.0524758749998
MelbournePedestrian,test,2319,24,moment_quant_exact_samples,1,0.10378183300053934
MelbournePedestrian,train,1138,24,moment_quant_exact_auto,5,0.051921582999057136
MelbournePedestrian,test,2319,24,moment_quant_exact_auto,5,0.10228804199869046
MelbournePedestrian,train,1138,24,moment_quant_approx_auto,7,0.01657412499844213
MelbournePedestrian,test,2319,24,moment_quant_approx_auto,7,0.027867458000400802
MelbournePedestrian,train,1138,24,moment_quant_approx_samples,1,0.015752041999803623
MelbournePedestrian,test,2319,24,moment_quant_approx_samples,1,0.02834979099861812
MelbournePedestrian,train,1138,24,quant_float64,7,0.013444125001115026
MelbournePedestrian,test,2319,24,quant_float64,7,0.021345332999771927
MelbournePedestrian,train,1138,24,moment_quant_exact_samples,0,0.053001208001660416
MelbournePedestrian,test,2319,24,moment_quant_exact_samples,0,0.10457154200048535
MelbournePedestrian,train,1138,24,moment_quant_exact_intervals,4,0.00803704200006905
MelbournePedestrian,test,2319,24,moment_quant_exact_intervals,4,0.012284209002245916
MelbournePedestrian,train,1138,24,moment_quant_approx_samples,3,0.016671125002176268
MelbournePedestrian,test,2319,24,moment_quant_approx_samples,3,0.0280694590001076
MelbournePedestrian,train,1138,24,moment_quant_approx_intervals,0,0.02422708299855003
MelbournePedestrian,test,2319,24,moment_quant_approx_intervals,0,0.041347667000081856
MelbournePedestrian,train,1138,24,moment_quant_approx_samples,8,0.016340334001142764
MelbournePedestrian,test,2319,24,moment_quant_approx_samples,8,0.027945249999902444
MelbournePedestrian,train,1138,24,moment_quant_exact_auto,9,0.05234241699872655
MelbournePedestrian,test,2319,24,moment_quant_exact_auto,9,0.10450691699952586
MelbournePedestrian,train,1138,24,moment_quant_approx_intervals,6,0.024262208000436658
MelbournePedestrian,test,2319,24,moment_quant_approx_intervals,6,0.04112166699997033
MelbournePedestrian,train,1138,24,quant_float64,5,0.01340245900064474
MelbournePedestrian,test,2319,24,quant_float64,5,0.021444875001179753
MelbournePedestrian,train,1138,24,moment_quant_approx_intervals,7,0.024523416999727488
MelbournePedestrian,test,2319,24,moment_quant_approx_intervals,7,0.0413765829980548
MelbournePedestrian,train,1138,24,moment_quant_approx_intervals,5,0.02400304199909442
MelbournePedestrian,test,2319,24,moment_quant_approx_intervals,5,0.04130295800132444
MelbournePedestrian,train,1138,24,moment_quant_exact_samples,2,0.050217790998431155
MelbournePedestrian,test,2319,24,moment_quant_exact_samples,2,0.10156637500040233
MelbournePedestrian,train,1138,24,moment_quant_exact_samples,3,0.05177450000337558
MelbournePedestrian,test,2319,24,moment_quant_exact_samples,3,0.10053970799708623
MelbournePedestrian,train,1138,24,quant_float64,8,0.012960749998455867
MelbournePedestrian,test,2319,24,quant_float64,8,0.02205679200051236
MelbournePedestrian,train,1138,24,quant_float64,9,0.01274645800003782
MelbournePedestrian,test,2319,24,quant_float64,9,0.022015375001501525
MelbournePedestrian,train,1138,24,moment_quant_exact_samples,6,0.05387437500030501
MelbournePedestrian,test,2319,24,moment_quant_exact_samples,6,0.10419550000005984
MelbournePedestrian,train,1138,24,moment_quant_exact_auto,4,0.04945666600178811
MelbournePedestrian,test,2319,24,moment_quant_exact_auto,4,0.09918458299944177
MelbournePedestrian,train,1138,24,moment_quant_approx_auto,8,0.016318958001647843
MelbournePedestrian,test,2319,24,moment_quant_approx_auto,8,0.028452000002289424
MelbournePedestrian,train,1138,24,quant_float64,3,0.012986875000933651
MelbournePedestrian,test,2319,24,quant_float64,3,0.02191095800299081
MelbournePedestrian,train,1138,24,moment_quant_approx_intervals,3,0.024429749999399064
MelbournePedestrian,test,2319,24,moment_quant_approx_intervals,3,0.0412562080018688
MelbournePedestrian,train,1138,24,moment_quant_approx_auto,9,0.01656195900068269
MelbournePedestrian,test,2319,24,moment_quant_approx_auto,9,0.028405207998730475
MelbournePedestrian,train,1138,24,moment_quant_approx_auto,2,0.01691220899738255
MelbournePedestrian,test,2319,24,moment_quant_approx_auto,2,0.028369542000291403
MelbournePedestrian,train,1138,24,quant_float64,4,0.013070083001366584
MelbournePedestrian,test,2319,24,quant_float64,4,0.022047083999495953
MelbournePedestrian,train,1138,24,moment_quant_exact_auto,3,0.04794079199928092
MelbournePedestrian,test,2319,24,moment_quant_exact_auto,3,0.09726429100192036
MelbournePedestrian,train,1138,24,quant_float64,1,0.013028917001065565
MelbournePedestrian,test,2319,24,quant_float64,1,0.021249666999210604
MelbournePedestrian,train,1138,24,moment_quant_approx_auto,5,0.01709820799806039
MelbournePedestrian,test,2319,24,moment_quant_approx_auto,5,0.028325041999778477
MelbournePedestrian,train,1138,24,moment_quant_approx_intervals,8,0.02411108300293563
MelbournePedestrian,test,2319,24,moment_quant_approx_intervals,8,0.04178125000180444
MelbournePedestrian,train,1138,24,moment_quant_exact_intervals,7,0.00799741599985282
MelbournePedestrian,test,2319,24,moment_quant_exact_intervals,7,0.012349374999757856
MelbournePedestrian,train,1138,24,moment_quant_approx_samples,4,0.016732666997995693
MelbournePedestrian,test,2319,24,moment_quant_approx_samples,4,0.02823704200272914
MelbournePedestrian,train,1138,24,moment_quant_exact_samples,8,0.05327341700103716
MelbournePedestrian,test,2319,24,moment_quant_exact_samples,8,0.10652262500298093
MelbournePedestrian,train,1138,24,moment_quant_approx_auto,6,0.01677758300138521
MelbournePedestrian,test,2319,24,moment_quant_approx_auto,6,0.02814383400254883
MelbournePedestrian,train,1138,24,moment_quant_approx_samples,6,0.016617417000816204
MelbournePedestrian,test,2319,24,moment_quant_approx_samples,6,0.028116000001318753
MelbournePedestrian,train,1138,24,moment_quant_approx_samples,0,0.016419792002125178
MelbournePedestrian,test,2319,24,moment_quant_approx_samples,0,0.028191917001095135
MelbournePedestrian,train,1138,24,moment_quant_exact_intervals,1,0.007987749999301741
MelbournePedestrian,test,2319,24,moment_quant_exact_intervals,1,0.01224500000171247
MelbournePedestrian,train,1138,24,moment_quant_exact_auto,8,0.05182966700158431
MelbournePedestrian,test,2319,24,moment_quant_exact_auto,8,0.10289941700102645
MelbournePedestrian,train,1138,24,moment_quant_approx_auto,4,0.016729166000004625
MelbournePedestrian,test,2319,24,moment_quant_approx_auto,4,0.027829042002849746
MelbournePedestrian,train,1138,24,moment_quant_exact_auto,1,0.05171145799977239
MelbournePedestrian,test,2319,24,moment_quant_exact_auto,1,0.1035100830013107
MelbournePedestrian,train,1138,24,quant_float64,0,0.013397833001363324
MelbournePedestrian,test,2319,24,quant_float64,0,0.02116516600290197
MelbournePedestrian,train,1138,24,moment_quant_exact_intervals,3,0.008511208998243092
MelbournePedestrian,test,2319,24,moment_quant_exact_intervals,3,0.01229908300228999
MelbournePedestrian,train,1138,24,moment_quant_approx_auto,1,0.016789250003057532
MelbournePedestrian,test,2319,24,moment_quant_approx_auto,1,0.02826433299924247
MelbournePedestrian,train,1138,24,moment_quant_approx_samples,5,0.016489833000377985
MelbournePedestrian,test,2319,24,moment_quant_approx_samples,5,0.028071332999388687
MelbournePedestrian,train,1138,24,moment_quant_approx_intervals,4,0.023979708003025735
MelbournePedestrian,test,2319,24,moment_quant_approx_intervals,4,0.041600291999202454
MelbournePedestrian,train,1138,24,moment_quant_approx_auto,3,0.016362291000405094
MelbournePedestrian,test,2319,24,moment_quant_approx_auto,3,0.028081666998332366
MelbournePedestrian,train,1138,24,moment_quant_approx_samples,2,0.01628879200143274
MelbournePedestrian,test,2319,24,moment_quant_approx_samples,2,0.028094125002098735
MelbournePedestrian,train,1138,24,moment_quant_exact_intervals,0,0.007982708000781713
MelbournePedestrian,test,2319,24,moment_quant_exact_intervals,0,0.012252874999830965
MelbournePedestrian,train,1138,24,moment_quant_exact_intervals,2,0.008280832997115795
MelbournePedestrian,test,2319,24,moment_quant_exact_intervals,2,0.015414125002280343
FordA,train,3601,500,moment_quant_approx_intervals,4,0.6291974579980888
FordA,test,1320,500,moment_quant_approx_intervals,4,0.24203041700093308
FordA,train,3601,500,quant_float64,9,1.5441224579990376
FordA,test,1320,500,quant_float64,9,0.5609223339997698
FordA,train,3601,500,moment_quant_approx_auto,6,0.6837824590002128
FordA,test,1320,500,moment_quant_approx_auto,6,0.22789416599698598
FordA,train,3601,500,moment_quant_exact_auto,9,1.0398314579979342
FordA,test,1320,500,moment_quant_exact_auto,9,0.34878079099871684
FordA,train,3601,500,moment_quant_exact_samples,1,1.8802511659996526
FordA,test,1320,500,moment_quant_exact_samples,1,0.682151334000082
FordA,train,3601,500,moment_quant_approx_intervals,8,0.6794000420013617
FordA,test,1320,500,moment_quant_approx_intervals,8,0.22313699999722303
FordA,train,3601,500,moment_quant_exact_auto,6,1.0351135000018985
FordA,test,1320,500,moment_quant_exact_auto,6,0.34986366600060137
FordA,train,3601,500,moment_quant_approx_intervals,0,0.6634531250019791
FordA,test,1320,500,moment_quant_approx_intervals,0,0.21948158300074283
FordA,train,3601,500,moment_quant_exact_intervals,9,1.0268893339998613
FordA,test,1320,500,moment_quant_exact_intervals,9,0.35074525000163703
FordA,train,3601,500,moment_quant_approx_intervals,1,0.6670830000002752
FordA,test,1320,500,moment_quant_approx_intervals,1,0.2197412500026985
FordA,train,3601,500,moment_quant_exact_samples,2,1.8795489580006688
FordA,test,1320,500,moment_quant_exact_samples,2,0.6825380419977591
FordA,train,3601,500,moment_quant_approx_samples,0,0.5843601249980566
FordA,test,1320,500,moment_quant_approx_samples,0,0.2181531249989348
FordA,train,3601,500,moment_quant_exact_auto,1,1.0173582499992335
FordA,test,1320,500,moment_quant_exact_auto,1,0.34864945799927227
FordA,train,3601,500,moment_quant_exact_intervals,2,1.008253625001089
FordA,test,1320,500,moment_quant_exact_intervals,2,0.3520728750008857
FordA,train,3601,500,moment_quant_approx_auto,9,0.6555018330000166
FordA,test,1320,500,moment_quant_approx_auto,9,0.22276625000085915
FordA,train,3601,500,moment_quant_exact_samples,7,1.9041664579999633
FordA,test,1320,500,moment_quant_exact_samples,7,0.6820174159984163
FordA,train,3601,500,moment_quant_approx_samples,6,0.5887674999976298
FordA,test,1320,500,moment_quant_approx_samples,6,0.2190382500011765
FordA,train,3601,500,quant_float64,6,1.5613735000006272
FordA,test,1320,500,quant_float64,6,0.5740575829986483
FordA,train,3601,500,moment_quant_exact_intervals,0,0.9998524590009765
FordA,test,1320,500,moment_quant_exact_intervals,0,0.3438351250006235
FordA,train,3601,500,moment_quant_approx_samples,9,0.5843404169972928
FordA,test,1320,500,moment_quant_approx_samples,9,0.21783337500164635
FordA,train,3601,500,quant_float64,2,1.5548180000005232
FordA,test,1320,500,quant_float64,2,0.5932253329992818
FordA,train,3601,500,moment_quant_approx_auto,0,0.6469484170011128
FordA,test,1320,500,moment_quant_approx_auto,0,0.22566120899864472
FordA,train,3601,500,moment_quant_exact_intervals,4,0.9913952089991653
FordA,test,1320,500,moment_quant_exact_intervals,4,0.3257703749986831
FordA,train,3601,500,moment_quant_approx_intervals,9,0.6201608749979641
FordA,test,1320,500,moment_quant_approx_intervals,9,0.2184489159990335
FordA,train,3601,500,moment_quant_exact_intervals,7,1.006720375000441
FordA,test,1320,500,moment_quant_exact_intervals,7,0.3489789170016593
FordA,train,3601,500,moment_quant_exact_intervals,3,0.9908135000005132
FordA,test,1320,500,moment_quant_exact_intervals,3,0.35132016699935775
FordA,train,3601,500,moment_quant_approx_samples,5,0.5802124590009043
FordA,test,1320,500,moment_quant_approx_samples,5,0.218115209001553
FordA,train,3601,500,moment_quant_exact_intervals,6,0.9670140419984818
FordA,test,1320,500,moment_quant_exact_intervals,6,0.3256337499988149
FordA,train,3601,500,moment_quant_exact_intervals,8,0.9985271249970538
FordA,test,1320,500,moment_quant_exact_intervals,8,0.3500484999967739
FordA,train,3601,500,moment_quant_exact_auto,3,1.0274392089995672
FordA,test,1320,500,moment_quant_exact_auto,3,0.34941854199860245
FordA,train,3601,500,moment_quant_approx_auto,4,0.6771074999996927
FordA,test,1320,500,moment_quant_approx_auto,4,0.2187835830009135
FordA,train,3601,500,moment_quant_approx_auto,1,0.6505483340006322
FordA,test,1320,500,moment_quant_approx_auto,1,0.22561287499775062
FordA,train,3601,500,quant_float64,5,1.5763892079994548
FordA,test,1320,500,quant_float64,5,0.5709859999988112
FordA,train,3601,500,moment_quant_approx_intervals,5,0.6683274999995774
FordA,test,1320,500,moment_quant_approx_intervals,5,0.2188845830023638
FordA,train,3601,500,moment_quant_exact_auto,0,0.9790670840011444
FordA,test,1320,500,moment_quant_exact_auto,0,0.33144008300223504
FordA,train,3601,500,quant_float64,4,1.6346786250032892
FordA,test,1320,500,quant_float64,4,0.5849682499974733
FordA,train,3601,500,moment_quant_approx_intervals,2,0.6613808340007381
FordA,test,1320,500,moment_quant_approx_intervals,2,0.21620400000028894
FordA,train,3601,500,moment_quant_approx_auto,2,0.6818495420011459
FordA,test,1320,500,moment_quant_approx_auto,2,0.22497679200023413
FordA,train,3601,500,quant_float64,7,1.622384874997806
FordA,test,1320,500,quant_float64,7,0.5681300830001419
FordA,train,3601,500,moment_quant_exact_intervals,1,1.011155874999531
FordA,test,1320,500,moment_quant_exact_intervals,1,0.35704945899851737
FordA,train,3601,500,moment_quant_approx_auto,8,0.6950802090032084
FordA,test,1320,500,moment_quant_approx_auto,8,0.22497795800154563
FordA,train,3601,500,moment_quant_exact_intervals,5,1.0315244999983406
FordA,test,1320,500,moment_quant_exact_intervals,5,0.3366185420018155
FordA,train,3601,500,moment_quant_exact_samples,3,1.8923276249988703
FordA,test,1320,500,moment_quant_exact_samples,3,0.6796671250012878
FordA,train,3601,500,moment_quant_exact_auto,4,0.970083166997938
FordA,test,1320,500,moment_quant_exact_auto,4,0.35577358299997286
FordA,train,3601,500,moment_quant_exact_samples,5,1.8699183329990774
FordA,test,1320,500,moment_quant_exact_samples,5,0.6813236249981856
FordA,train,3601,500,moment_quant_approx_auto,5,0.6320273340024869
FordA,test,1320,500,moment_quant_approx_auto,5,0.21775020800123457
FordA,train,3601,500,quant_float64,3,1.5478189999994356
FordA,test,1320,500,quant_float64,3,0.5596979170004488
FordA,train,3601,500,moment_quant_exact_samples,9,1.8624268339990522
FordA,test,1320,500,moment_quant_exact_samples,9,0.6761586659995373
FordA,train,3601,500,moment_quant_approx_intervals,6,0.6725283749983646
FordA,test,1320,500,moment_quant_approx_intervals,6,0.22699304200068582
FordA,train,3601,500,moment_quant_approx_intervals,7,0.6596272080023482
FordA,test,1320,500,moment_quant_approx_intervals,7,0.21847320800225134
FordA,train,3601,500,moment_quant_approx_auto,7,0.6598171669975272
FordA,test,1320,500,moment_quant_approx_auto,7,0.21693720899929758
FordA,train,3601,500,quant_float64,1,1.5806501250008296
FordA,test,1320,500,quant_float64,1,0.5880085000026156
FordA,train,3601,500,moment_quant_approx_samples,1,0.5880154160004167
FordA,test,1320,500,moment_quant_approx_samples,1,0.21954091699808487
FordA,train,3601,500,quant_float64,0,1.5733147920000192
FordA,test,1320,500,quant_float64,0,0.5590880830022797
FordA,train,3601,500,moment_quant_approx_samples,3,0.597757833002106
FordA,test,1320,500,moment_quant_approx_samples,3,0.21868670800176915
FordA,train,3601,500,moment_quant_exact_samples,8,1.8662843330021133
FordA,test,1320,500,moment_quant_exact_samples,8,0.6763712079991819
FordA,train,3601,500,moment_quant_exact_samples,4,1.8781097079991014
FordA,test,1320,500,moment_quant_exact_samples,4,0.6809522910007217
FordA,train,3601,500,moment_quant_exact_samples,0,1.8649634159992274
FordA,test,1320,500,moment_quant_exact_samples,0,0.6832182500002091
FordA,train,3601,500,moment_quant_approx_intervals,3,0.6568108749997918
FordA,test,1320,500,moment_quant_approx_intervals,3,0.2166180419990269
FordA,train,3601,500,moment_quant_exact_auto,7,1.01428187500278
FordA,test,1320,500,moment_quant_exact_auto,7,0.34241579200170236
