Series length,Number of samples,Estimator,Runtime_multi,Runtime_per_sample
2048,10000,moment_quant_approx_samples,3.988180208998529,0.0003988180208998529
4096,1,moment_quant_approx_samples,0.0268972499980009,0.0268972499980009
4096,2,moment_quant_approx_samples,0.0286732080021465,0.01433660400107325
4096,3,moment_quant_approx_samples,0.0292430419976881,0.009747680665896033
4096,4,moment_quant_approx_samples,0.0295785000016621,0.007394625000415525
4096,8,moment_quant_approx_samples,0.0313623330002883,0.003920291625036038
4096,10,moment_quant_approx_samples,0.0324525409996567,0.00324525409996567
4096,16,moment_quant_approx_samples,0.0361796249999315,0.0022612265624957187
4096,30,moment_quant_approx_samples,0.0427672500009066,0.00142557500003022
4096,32,moment_quant_approx_samples,0.0441857500009064,0.001380804687528325
4096,64,moment_quant_approx_samples,0.0611650840000947,0.0009557044375014796
4096,100,moment_quant_approx_samples,0.0815269170016108,0.0008152691700161079
4096,300,moment_quant_approx_samples,0.1816300419995968,0.0006054334733319893
4096,1000,moment_quant_approx_samples,0.5758031670011405,0.0005758031670011405
4096,3000,moment_quant_approx_samples,1.9018212920018416,0.0006339404306672805
4096,10000,moment_quant_approx_samples,7.705779583000549,0.0007705779583000549
8192,1,moment_quant_approx_samples,0.0298549170001933,0.0298549170001933
8192,2,moment_quant_approx_samples,0.0325052919979498,0.0162526459989749
8192,3,moment_quant_approx_samples,0.0335781249996216,0.0111927083332072
8192,4,moment_quant_approx_samples,0.0339514169972972,0.0084878542493243
8192,8,moment_quant_approx_samples,0.0378054169996175,0.004725677124952188
8192,10,moment_quant_approx_samples,0.0423753329996543,0.00423753329996543
8192,16,moment_quant_approx_samples,0.046614375001809,0.0029133984376130623
8192,30,moment_quant_approx_samples,0.0632322080018639,0.0021077402667287965
8192,32,moment_quant_approx_samples,0.0660707089991774,0.0020647096562242937
8192,64,moment_quant_approx_samples,0.1076322090011672,0.0016817532656432375
8192,100,moment_quant_approx_samples,0.1563534170018101,0.001563534170018101
8192,300,moment_quant_approx_samples,0.3659641659978661,0.0012198805533262204
8192,1000,moment_quant_approx_samples,1.1787398750020657,0.0011787398750020656
8192,3000,moment_quant_approx_samples,3.977971208998497,0.001325990402999499
16,1,moment_quant_exact_intervals,0.0011044169987144,0.0011044169987144
16,2,moment_quant_exact_intervals,0.0011003330000676,0.0005501665000338
16,3,moment_quant_exact_intervals,0.0010987920031766,0.00036626400105886663
16,4,moment_quant_exact_intervals,0.0011021669997717,0.000275541749942925
16,8,moment_quant_exact_intervals,0.0011303339997539,0.0001412917499692375
16,10,moment_quant_exact_intervals,0.0011137500005133,0.00011137500005133
16,16,moment_quant_exact_intervals,0.0011440829985076,7.1505187406725e-05
16,30,moment_quant_exact_intervals,0.0011567499968805,3.8558333229349996e-05
16,32,moment_quant_exact_intervals,0.0011892080001416,3.7162750004425e-05
16,64,moment_quant_exact_intervals,0.0012332499973126,1.9269531208009375e-05
16,100,moment_quant_exact_intervals,0.0013306250002642,1.3306250002641999e-05
16,300,moment_quant_exact_intervals,0.0017805000024964,5.935000008321333e-06
16,1000,moment_quant_exact_intervals,0.0032527920011489,3.2527920011489e-06
16,3000,moment_quant_exact_intervals,0.0076511670013132,2.550389000437733e-06
16,10000,moment_quant_exact_intervals,0.0238424999988637,2.3842499998863698e-06
32,1,moment_quant_exact_intervals,0.0024227089998021,0.0024227089998021
32,2,moment_quant_exact_intervals,0.002441083001031,0.0012205415005155
32,3,moment_quant_exact_intervals,0.0024421250018349,0.0008140416672783
32,4,moment_quant_exact_intervals,0.0024660839990247,0.000616520999756175
32,8,moment_quant_exact_intervals,0.0024966670025605,0.0003120833753200625
32,10,moment_quant_exact_intervals,0.0024772500000835,0.00024772500000835
32,16,moment_quant_exact_intervals,0.002552417001425,0.0001595260625890625
32,30,moment_quant_exact_intervals,0.0026389589984319,8.796529994773e-05
32,32,moment_quant_exact_intervals,0.0026370420018793,8.240756255872813e-05
32,64,moment_quant_exact_intervals,0.0028122500007157,4.3941406261182815e-05
32,100,moment_quant_exact_intervals,0.0030078750023676,3.0078750023676e-05
32,300,moment_quant_exact_intervals,0.0041912080014299,1.3970693338099666e-05
32,1000,moment_quant_exact_intervals,0.0083325419982429,8.3325419982429e-06
32,3000,moment_quant_exact_intervals,0.0207229589977941,6.9076529992647006e-06
32,10000,moment_quant_exact_intervals,0.0680118330019468,6.80118330019468e-06
64,1,moment_quant_exact_intervals,0.0051192079990869,0.0051192079990869
64,2,moment_quant_exact_intervals,0.0051735839988396,0.0025867919994198
64,3,moment_quant_exact_intervals,0.0052362909991643,0.0017454303330547668
64,4,moment_quant_exact_intervals,0.0052347089986142,0.00130867724965355
64,8,moment_quant_exact_intervals,0.0052786660016863,0.0006598332502107875
64,10,moment_quant_exact_intervals,0.0053109580003365,0.00053109580003365
64,16,moment_quant_exact_intervals,0.0054380420006054,0.0003398776250378375
64,30,moment_quant_exact_intervals,0.0056591249995108,0.00018863749998369335
64,32,moment_quant_exact_intervals,0.0056832500013115,0.00017760156254098439
64,64,moment_quant_exact_intervals,0.0061654589990212,9.633529685970626e-05
64,100,moment_quant_exact_intervals,0.0067135829995095,6.7135829995095e-05
64,300,moment_quant_exact_intervals,0.0099512920023698,3.317097334123266e-05
64,1000,moment_quant_exact_intervals,0.0213088329983293,2.13088329983293e-05
64,3000,moment_quant_exact_intervals,0.0551868750007997,1.8395625000266567e-05
64,10000,moment_quant_exact_intervals,0.1926132080006937,1.926132080006937e-05
128,1,moment_quant_exact_intervals,0.0064184160000877,0.0064184160000877
128,2,moment_quant_exact_intervals,0.0064971249994414,0.0032485624997207
128,3,moment_quant_exact_intervals,0.0065503750010975,0.002183458333699167
128,4,moment_quant_exact_intervals,0.0065830829989863,0.001645770749746575
128,8,moment_quant_exact_intervals,0.0067828749997715,0.0008478593749714375
128,10,moment_quant_exact_intervals,0.0068765420001,0.00068765420001
128,16,moment_quant_exact_intervals,0.0070552500001213,0.0004409531250075813
128,30,moment_quant_exact_intervals,0.007545458000095,0.00025151526666983336
128,32,moment_quant_exact_intervals,0.0076922080006625,0.00024038150002070313
128,64,moment_quant_exact_intervals,0.0088302500007557,0.00013797265626180782
128,100,moment_quant_exact_intervals,0.0101311250000435,0.00010131125000043499
128,300,moment_quant_exact_intervals,0.0176815000013448,5.893833333781599e-05
128,1000,moment_quant_exact_intervals,0.044050624997908,4.4050624997908e-05
128,3000,moment_quant_exact_intervals,0.1283824579986685,4.279415266622283e-05
128,10000,moment_quant_exact_intervals,0.4642286669986788,4.6422866699867884e-05
192,1,moment_quant_exact_intervals,0.0075824590021511,0.0075824590021511
192,2,moment_quant_exact_intervals,0.0076435409973782,0.0038217704986891
192,3,moment_quant_exact_intervals,0.0077018750016577,0.0025672916672192336
192,4,moment_quant_exact_intervals,0.007784041998093,0.00194601049952325
192,8,moment_quant_exact_intervals,0.0081246250010735,0.0010155781251341876
192,10,moment_quant_exact_intervals,0.0082412080009817,0.00082412080009817
192,16,moment_quant_exact_intervals,0.0086115830017661,0.0005382239376103813
192,30,moment_quant_exact_intervals,0.0096627909988455,0.00032209303329485
192,32,moment_quant_exact_intervals,0.0097650409989,0.000305157531215625
192,64,moment_quant_exact_intervals,0.0118217920025927,0.00018471550004051093
192,100,moment_quant_exact_intervals,0.0143415839993394,0.000143415839993394
192,300,moment_quant_exact_intervals,0.0277927089991862,9.264236333062066e-05
192,1000,moment_quant_exact_intervals,0.0767076250012905,7.670762500129049e-05
192,3000,moment_quant_exact_intervals,0.2339499580011761,7.798331933372537e-05
192,10000,moment_quant_exact_intervals,0.9166223329993954,9.166223329993954e-05
256,1,moment_quant_exact_intervals,0.0075998330030415,0.0075998330030415
256,2,moment_quant_exact_intervals,0.0077974170017114,0.0038987085008557
256,3,moment_quant_exact_intervals,0.007938999999169,0.0026463333330563332
256,4,moment_quant_exact_intervals,0.0080411249982716,0.0020102812495679
256,8,moment_quant_exact_intervals,0.0083812920020136,0.0010476615002517
256,10,moment_quant_exact_intervals,0.0085167500001261,0.00085167500001261
256,16,moment_quant_exact_intervals,0.0091200419992674,0.0005700026249542125
256,30,moment_quant_exact_intervals,0.0103587909979978,0.00034529303326659335
256,32,moment_quant_exact_intervals,0.0105402500012132,0.0003293828125379125
256,64,moment_quant_exact_intervals,0.0135603340022498,0.00021188021878515312
256,100,moment_quant_exact_intervals,0.0166073340005823,0.00016607334000582298
256,300,moment_quant_exact_intervals,0.0345469160020002,0.00011515638667333401
256,1000,moment_quant_exact_intervals,0.1009024589984619,0.0001009024589984619
256,3000,moment_quant_exact_intervals,0.3116672500000277,0.00010388908333334257
256,10000,moment_quant_exact_intervals,1.1714932920003776,0.00011714932920003775
384,1,moment_quant_exact_intervals,0.0079747079980734,0.0079747079980734
384,2,moment_quant_exact_intervals,0.0082832079970103,0.00414160399850515
384,3,moment_quant_exact_intervals,0.0084613330000138,0.0028204443333379333
384,4,moment_quant_exact_intervals,0.0086340000016207,0.002158500000405175
384,8,moment_quant_exact_intervals,0.0092235829979472,0.0011529478747434
384,10,moment_quant_exact_intervals,0.0095614589990873,0.00095614589990873
384,16,moment_quant_exact_intervals,0.010499083000468,0.00065619268752925
384,30,moment_quant_exact_intervals,0.0127065000015136,0.00042355000005045337
384,32,moment_quant_exact_intervals,0.0131509580023703,0.00041096743757407185
384,64,moment_quant_exact_intervals,0.0184039589985332,0.00028756185935208123
384,100,moment_quant_exact_intervals,0.0236025000012887,0.000236025000012887
384,300,moment_quant_exact_intervals,0.0555884160021378,0.000185294720007126
384,1000,moment_quant_exact_intervals,0.1773420419995091,0.0001773420419995091
384,3000,moment_quant_exact_intervals,0.5822102919992176,0.00019407009733307253
384,10000,moment_quant_exact_intervals,2.145371916998556,0.0002145371916998556
512,1,moment_quant_exact_intervals,0.0081677910020516,0.0081677910020516
512,2,moment_quant_exact_intervals,0.008638332998089,0.0043191664990445
512,3,moment_quant_exact_intervals,0.0088698750005278,0.002956625000175933
512,4,moment_quant_exact_intervals,0.0090754579978238,0.00226886449945595
512,8,moment_quant_exact_intervals,0.0100059590004093,0.0012507448750511624
512,10,moment_quant_exact_intervals,0.0104277499995077,0.00104277499995077
512,16,moment_quant_exact_intervals,0.0118260839990398,0.0007391302499399875
512,30,moment_quant_exact_intervals,0.014828542000032,0.0004942847333344
512,32,moment_quant_exact_intervals,0.015361917001428,0.000480059906294625
512,64,moment_quant_exact_intervals,0.0221844159968895,0.00034663149995139845
512,100,moment_quant_exact_intervals,0.030950832999224,0.00030950832999224
512,300,moment_quant_exact_intervals,0.0762205839964735,0.0002540686133215783
512,1000,moment_quant_exact_intervals,0.241732583999692,0.00024173258399969198
512,3000,moment_quant_exact_intervals,0.7832439580015489,0.00026108131933384965
512,10000,moment_quant_exact_intervals,2.7967545829997107,0.00027967545829997106
768,1,moment_quant_exact_intervals,0.0083022079998045,0.0083022079998045
768,2,moment_quant_exact_intervals,0.00901416600027,0.004507083000135
768,3,moment_quant_exact_intervals,0.0095034580008359,0.0031678193336119667
768,4,moment_quant_exact_intervals,0.0098617500007094,0.00246543750017735
768,8,moment_quant_exact_intervals,0.011359165997419,0.001419895749677375
768,10,moment_quant_exact_intervals,0.0121182080001744,0.00121182080001744
768,16,moment_quant_exact_intervals,0.0144046249988605,0.0009002890624287813
768,30,moment_quant_exact_intervals,0.0197260829991137,0.0006575360999704567
768,32,moment_quant_exact_intervals,0.021309833999112,0.00066593231247225
768,64,moment_quant_exact_intervals,0.0324725419995957,0.0005073834687436828
768,100,moment_quant_exact_intervals,0.0466027920010674,0.000466027920010674
768,300,moment_quant_exact_intervals,0.1272228339985304,0.0004240761133284347
768,1000,moment_quant_exact_intervals,0.4234469999973953,0.00042344699999739534
768,3000,moment_quant_exact_intervals,1.3989216670015594,0.00046630722233385316
768,10000,moment_quant_exact_intervals,5.0098418749985285,0.0005009841874998529
1024,1,moment_quant_exact_intervals,0.0084921249981562,0.0084921249981562
1024,2,moment_quant_exact_intervals,0.0094933330001367,0.00474666650006835
1024,3,moment_quant_exact_intervals,0.01004599999942,0.0033486666664733333
1024,4,moment_quant_exact_intervals,0.0106300419975013,0.002657510499375325
1024,8,moment_quant_exact_intervals,0.0127201249997597,0.0015900156249699625
1024,10,moment_quant_exact_intervals,0.0138445409975247,0.00138445409975247
1024,16,moment_quant_exact_intervals,0.0170177090003562,0.0010636068125222625
1024,30,moment_quant_exact_intervals,0.0250912089977646,0.00083637363325882
1024,32,moment_quant_exact_intervals,0.0258748329979425,0.0008085885311857031
1024,64,moment_quant_exact_intervals,0.0428341669976362,0.0006692838593380657
1024,100,moment_quant_exact_intervals,0.0629439589974936,0.000629439589974936
1024,300,moment_quant_exact_intervals,0.1763790420009172,0.0005879301400030573
1024,1000,moment_quant_exact_intervals,0.5824133339992841,0.0005824133339992841
1024,3000,moment_quant_exact_intervals,1.9247742920015296,0.0006415914306671766
1024,10000,moment_quant_exact_intervals,6.737228082998627,0.0006737228082998627
1536,1,moment_quant_exact_intervals,0.0088657090018386,0.0088657090018386
1536,2,moment_quant_exact_intervals,0.0103180409969354,0.0051590204984677
1536,3,moment_quant_exact_intervals,0.0113510829978622,0.0037836943326207332
1536,4,moment_quant_exact_intervals,0.0121003339991148,0.0030250834997787
1536,8,moment_quant_exact_intervals,0.0157335830008378,0.001966697875104725
1536,10,moment_quant_exact_intervals,0.0172577500015904,0.00172577500015904
1536,16,moment_quant_exact_intervals,0.0231165000004693,0.0014447812500293312
1536,30,moment_quant_exact_intervals,0.0358479579990671,0.0011949319333022367
1536,32,moment_quant_exact_intervals,0.0373182500006805,0.0011661953125212657
1536,64,moment_quant_exact_intervals,0.064978542002791,0.0010152897187936094
1536,100,moment_quant_exact_intervals,0.0968105830033891,0.000968105830033891
1536,300,moment_quant_exact_intervals,0.2883229160033806,0.0009610763866779354
1536,1000,moment_quant_exact_intervals,1.010227582999505,0.001010227582999505
1536,3000,moment_quant_exact_intervals,3.2067692919990805,0.0010689230973330269
1536,10000,moment_quant_exact_intervals,11.071145750000142,0.0011071145750000142
2048,1,moment_quant_exact_intervals,0.0092802079998364,0.0092802079998364
2048,2,moment_quant_exact_intervals,0.0112617919985495,0.00563089599927475
2048,3,moment_quant_exact_intervals,0.0124877910020586,0.0041625970006862
2048,4,moment_quant_exact_intervals,0.0136686659971019,0.003417166499275475
2048,8,moment_quant_exact_intervals,0.0188196250019245,0.0023524531252405623
2048,10,moment_quant_exact_intervals,0.0213902499999676,0.0021390249999967597
2048,16,moment_quant_exact_intervals,0.0288108339991595,0.0018006771249474687
2048,30,moment_quant_exact_intervals,0.0468395839998265,0.0015613194666608834
2048,32,moment_quant_exact_intervals,0.0491458750002493,0.0015358085937577906
2048,64,moment_quant_exact_intervals,0.087190082998859,0.0013623450468571718
2048,100,moment_quant_exact_intervals,0.1393404999980703,0.001393404999980703
2048,300,moment_quant_exact_intervals,0.4055437500028347,0.001351812500009449
2048,1000,moment_quant_exact_intervals,1.4445602080013489,0.001444560208001349
2048,3000,moment_quant_exact_intervals,4.439754499999253,0.0014799181666664179
2048,10000,moment_quant_exact_intervals,15.443442749998212,0.001544344274999821
4096,1,moment_quant_exact_intervals,0.0108924999985902,0.0108924999985902
4096,2,moment_quant_exact_intervals,0.0148090000002412,0.0074045000001206
4096,3,moment_quant_exact_intervals,0.017580125000677,0.005860041666892333
4096,4,moment_quant_exact_intervals,0.0205069160001585,0.005126729000039625
4096,8,moment_quant_exact_intervals,0.0313402079991647,0.003917525999895587
4096,10,moment_quant_exact_intervals,0.0367792499964707,0.00367792499964707
4096,16,moment_quant_exact_intervals,0.0538025829991966,0.0033626614374497876
4096,30,moment_quant_exact_intervals,0.0918965000018943,0.00306321666672981
4096,32,moment_quant_exact_intervals,0.0992490839998936,0.003101533874996675
4096,64,moment_quant_exact_intervals,0.1907073330003186,0.0029798020781299783
4096,100,moment_quant_exact_intervals,0.2952913330009323,0.002952913330009323
4096,300,moment_quant_exact_intervals,0.9292257499982952,0.003097419166660984
4096,1000,moment_quant_exact_intervals,3.189414249998663,0.003189414249998663
4096,3000,moment_quant_exact_intervals,9.849751457997629,0.0032832504859992093
4096,10000,moment_quant_exact_intervals,33.833697916001256,0.0033833697916001255
8192,1,moment_quant_exact_intervals,0.0145715830003609,0.0145715830003609
8192,2,moment_quant_exact_intervals,0.0233592500007944,0.0116796250003972
8192,3,moment_quant_exact_intervals,0.0288808329969469,0.009626944332315633
8192,4,moment_quant_exact_intervals,0.0352118329974473,0.008802958249361824
8192,8,moment_quant_exact_intervals,0.0588200839993078,0.007352510499913475
8192,10,moment_quant_exact_intervals,0.0731161250005243,0.00731161250005243
8192,16,moment_quant_exact_intervals,0.1098852499999338,0.006867828124995863
8192,30,moment_quant_exact_intervals,0.1966950829992129,0.00655650276664043
8192,32,moment_quant_exact_intervals,0.2135985829991113,0.006674955718722228
8192,64,moment_quant_exact_intervals,0.4173252920008963,0.006520707687514005
8192,100,moment_quant_exact_intervals,0.6625755419991037,0.006625755419991037
8192,300,moment_quant_exact_intervals,2.0433557910000673,0.006811185970000224
8192,1000,moment_quant_exact_intervals,6.947443375000148,0.006947443375000148
8192,3000,moment_quant_exact_intervals,21.30282016700221,0.007100940055667403
16,1,moment_quant_exact_samples,0.0006544590032717,0.0006544590032717
16,2,moment_quant_exact_samples,0.0006454169997596,0.0003227084998798
16,3,moment_quant_exact_samples,0.0006549159988935,0.00021830533296449998
16,4,moment_quant_exact_samples,0.0006925830020918,0.00017314575052295
16,8,moment_quant_exact_samples,0.0007510420000471,9.38802500058875e-05
16,10,moment_quant_exact_samples,0.0007873329996073,7.873329996073e-05
16,16,moment_quant_exact_samples,0.0008271250007965,5.169531254978125e-05
16,30,moment_quant_exact_samples,0.0009393750005983,3.131250001994333e-05
16,32,moment_quant_exact_samples,0.000952040998527,2.975128120396875e-05
16,64,moment_quant_exact_samples,0.0011421249982959,1.7845703098373437e-05
16,100,moment_quant_exact_samples,0.0014504579994536,1.4504579994536e-05
16,300,moment_quant_exact_samples,0.0026522500011196,8.840833337065334e-06
16,1000,moment_quant_exact_samples,0.007367250000243,7.367250000243e-06
16,3000,moment_quant_exact_samples,0.0204765840026084,6.825528000869466e-06
16,10000,moment_quant_exact_samples,0.0673796670016599,6.73796670016599e-06
32,1,moment_quant_exact_samples,0.0006521670002257,0.0006521670002257
32,2,moment_quant_exact_samples,0.0007038340008875,0.00035191700044375
32,3,moment_quant_exact_samples,0.0007290419998753,0.00024301399995843334
32,4,moment_quant_exact_samples,0.0007623750025231,0.000190593750630775
32,8,moment_quant_exact_samples,0.0008427499997196,0.00010534374996495
32,10,moment_quant_exact_samples,0.0008817499983706,8.817499983706e-05
32,16,moment_quant_exact_samples,0.0009898329990392,6.186456243995e-05
32,30,moment_quant_exact_samples,0.0012592909988597,4.1976366628656666e-05
32,32,moment_quant_exact_samples,0.0012649999989662,3.953124996769375e-05
32,64,moment_quant_exact_samples,0.001727832997858,2.699739059153125e-05
32,100,moment_quant_exact_samples,0.0022900000003573,2.2900000003573e-05
32,300,moment_quant_exact_samples,0.0052662079979199,1.7554026659733e-05
32,1000,moment_quant_exact_samples,0.0163596250022237,1.63596250022237e-05
32,3000,moment_quant_exact_samples,0.0467074159969342,1.556913866564473e-05
32,10000,moment_quant_exact_samples,0.1546930000004067,1.546930000004067e-05
64,1,moment_quant_exact_samples,0.0007472500001313,0.0007472500001313
64,2,moment_quant_exact_samples,0.0007809999988239,0.00039049999941195
64,3,moment_quant_exact_samples,0.0008184590005839,0.0002728196668613
64,4,moment_quant_exact_samples,0.0008720000005268,0.0002180000001317
64,8,moment_quant_exact_samples,0.0009694170003058,0.000121177125038225
64,10,moment_quant_exact_samples,0.0010911669996858,0.00010911669996858001
64,16,moment_quant_exact_samples,0.0012394999976095,7.746874985059375e-05
64,30,moment_quant_exact_samples,0.0017263330009882,5.754443336627333e-05
64,32,moment_quant_exact_samples,0.0018877500006055,5.899218751892187e-05
64,64,moment_quant_exact_samples,0.0029308750017662,4.5794921902596874e-05
64,100,moment_quant_exact_samples,0.0041956669992941,4.1956669992941006e-05
64,300,moment_quant_exact_samples,0.0116627089992107,3.887569666403567e-05
64,1000,moment_quant_exact_samples,0.0353766250009357,3.53766250009357e-05
64,3000,moment_quant_exact_samples,0.1047647499981394,3.4921583332713134e-05
64,10000,moment_quant_exact_samples,0.3237806249999266,3.237806249999266e-05
128,1,moment_quant_exact_samples,0.0008584999995946,0.0008584999995946
128,2,moment_quant_exact_samples,0.0008656660029373,0.00043283300146865
128,3,moment_quant_exact_samples,0.0008769579981162,0.0002923193327054
128,4,moment_quant_exact_samples,0.0009461669978918,0.00023654174947295
128,8,moment_quant_exact_samples,0.0011070420005125,0.0001383802500640625
128,10,moment_quant_exact_samples,0.0012496250019466,0.00012496250019466
128,16,moment_quant_exact_samples,0.001467665999371,9.17291249606875e-05
128,30,moment_quant_exact_samples,0.0022164580004755,7.388193334918333e-05
128,32,moment_quant_exact_samples,0.0022850000023026,7.140625007195625e-05
128,64,moment_quant_exact_samples,0.0040169160020013,6.276431253127031e-05
128,100,moment_quant_exact_samples,0.0055608750008104,5.5608750008104e-05
128,300,moment_quant_exact_samples,0.016088459000457,5.3628196668189996e-05
128,1000,moment_quant_exact_samples,0.0513832500000717,5.1383250000071696e-05
128,3000,moment_quant_exact_samples,0.1414782080028089,4.715940266760296e-05
128,10000,moment_quant_exact_samples,0.4634667079990322,4.634667079990322e-05
192,1,moment_quant_exact_samples,0.0009208749979734,0.0009208749979734
192,2,moment_quant_exact_samples,0.0008457920012006,0.0004228960006003
192,3,moment_quant_exact_samples,0.001005541998893,0.00033518066629766664
192,4,moment_quant_exact_samples,0.0009518329970887,0.000237958249272175
192,8,moment_quant_exact_samples,0.0012279169968678,0.000153489624608475
192,10,moment_quant_exact_samples,0.0013421250005194,0.00013421250005194
192,16,moment_quant_exact_samples,0.0017732089982018,0.0001108255623876125
192,30,moment_quant_exact_samples,0.0026167500000155,8.722500000051667e-05
192,32,moment_quant_exact_samples,0.0028052080015186,8.766275004745625e-05
192,64,moment_quant_exact_samples,0.0046669590010424,7.29212343912875e-05
192,100,moment_quant_exact_samples,0.006816750003054,6.816750003053999e-05
192,300,moment_quant_exact_samples,0.0193961250006395,6.465375000213167e-05
192,1000,moment_quant_exact_samples,0.062272084000142,6.227208400014201e-05
192,3000,moment_quant_exact_samples,0.1790647919988259,5.9688263999608634e-05
192,10000,moment_quant_exact_samples,0.5806221659986477,5.806221659986477e-05
256,1,moment_quant_exact_samples,0.0009891250010696,0.0009891250010696
256,2,moment_quant_exact_samples,0.0009630829990783,0.00048154149953915
256,3,moment_quant_exact_samples,0.000991167002212,0.0003303890007373333
256,4,moment_quant_exact_samples,0.001083249997464,0.000270812499366
256,8,moment_quant_exact_samples,0.0012875419997726,0.000160942749971575
256,10,moment_quant_exact_samples,0.0013547079979616,0.00013547079979616
256,16,moment_quant_exact_samples,0.0019120409997412,0.000119502562483825
256,30,moment_quant_exact_samples,0.0030728340025234,0.00010242780008411333
256,32,moment_quant_exact_samples,0.0030760420013393,9.612631254185312e-05
256,64,moment_quant_exact_samples,0.005269708999549,8.233920311795312e-05
256,100,moment_quant_exact_samples,0.008962750001956,8.962750001955999e-05
256,300,moment_quant_exact_samples,0.0244916670017119,8.163889000570633e-05
256,1000,moment_quant_exact_samples,0.0761816249978437,7.61816249978437e-05
256,3000,moment_quant_exact_samples,0.2170490409989725,7.234968033299082e-05
256,10000,moment_quant_exact_samples,0.7204381660012587,7.204381660012586e-05
384,1,moment_quant_exact_samples,0.0010598750013741,0.0010598750013741
384,2,moment_quant_exact_samples,0.0011285000000498,0.0005642500000249
384,3,moment_quant_exact_samples,0.0011506249975354,0.00038354166584513336
384,4,moment_quant_exact_samples,0.0011847919995489,0.000296197999887225
384,8,moment_quant_exact_samples,0.001510624999355,0.000188828124919375
384,10,moment_quant_exact_samples,0.0016846250000526,0.00016846250000526
384,16,moment_quant_exact_samples,0.0027121669991174,0.0001695104374448375
384,30,moment_quant_exact_samples,0.0038347500012605,0.00012782500004201666
384,32,moment_quant_exact_samples,0.0039072079998732,0.0001221002499960375
384,64,moment_quant_exact_samples,0.007138582997868,0.0001115403593416875
384,100,moment_quant_exact_samples,0.0115487910006777,0.000115487910006777
384,300,moment_quant_exact_samples,0.0319743330001074,0.000106581110000358
384,1000,moment_quant_exact_samples,0.0997437499972875,9.97437499972875e-05
384,3000,moment_quant_exact_samples,0.2912999580003088,9.709998600010292e-05
384,10000,moment_quant_exact_samples,0.9715507079999952,9.715507079999952e-05
512,1,moment_quant_exact_samples,0.0011980000017501,0.0011980000017501
512,2,moment_quant_exact_samples,0.0012399170009302,0.0006199585004651
512,3,moment_quant_exact_samples,0.0013325420004548,0.00044418066681826664
512,4,moment_quant_exact_samples,0.0013873329990019,0.000346833249750475
512,8,moment_quant_exact_samples,0.00185324999984,0.00023165624998
512,10,moment_quant_exact_samples,0.0020428749994607,0.00020428749994607
512,16,moment_quant_exact_samples,0.002816416999849,0.0001760260624905625
512,30,moment_quant_exact_samples,0.0048422079998999,0.00016140693332999668
512,32,moment_quant_exact_samples,0.005219541999395,0.00016311068748109376
512,64,moment_quant_exact_samples,0.0102727080011391,0.00016051106251779843
512,100,moment_quant_exact_samples,0.0145646249984565,0.00014564624998456498
512,300,moment_quant_exact_samples,0.041320333002659,0.00013773444334219667
512,1000,moment_quant_exact_samples,0.1257748339994577,0.0001257748339994577
512,3000,moment_quant_exact_samples,0.3610404579994792,0.00012034681933315974
512,10000,moment_quant_exact_samples,1.2183416250009032,0.00012183416250009031
768,1,moment_quant_exact_samples,0.0014973750003264,0.0014973750003264
768,2,moment_quant_exact_samples,0.0016060419984569,0.00080302099922845
768,3,moment_quant_exact_samples,0.0016321249968314,0.0005440416656104667
768,4,moment_quant_exact_samples,0.0016539170028408,0.0004134792507102
768,8,moment_quant_exact_samples,0.0022145830007502,0.000276822875093775
768,10,moment_quant_exact_samples,0.0028424590018403,0.00028424590018403
768,16,moment_quant_exact_samples,0.0037569160012935,0.00023480725008084375
768,30,moment_quant_exact_samples,0.0068877920020895,0.00022959306673631666
768,32,moment_quant_exact_samples,0.0072224589966936,0.000225701843646675
768,64,moment_quant_exact_samples,0.0126752920004946,0.00019805143750772813
768,100,moment_quant_exact_samples,0.0216875840014836,0.000216875840014836
768,300,moment_quant_exact_samples,0.0599299169989535,0.00019976638999651169
768,1000,moment_quant_exact_samples,0.1807731660010176,0.00018077316600101758
768,3000,moment_quant_exact_samples,0.5361269589993753,0.00017870898633312512
768,10000,moment_quant_exact_samples,1.798873250001634,0.0001798873250001634
1024,1,moment_quant_exact_samples,0.0018248340020363,0.0018248340020363
1024,2,moment_quant_exact_samples,0.0018787080007314,0.0009393540003657
1024,3,moment_quant_exact_samples,0.0020311250009399,0.0006770416669799667
1024,4,moment_quant_exact_samples,0.0020336660018074,0.00050841650045185
1024,8,moment_quant_exact_samples,0.0028160419969935,0.0003520052496241875
1024,10,moment_quant_exact_samples,0.0034142500007874,0.00034142500007874
1024,16,moment_quant_exact_samples,0.0055767089979781,0.00034854431237363125
1024,30,moment_quant_exact_samples,0.008922832999815,0.0002974277666605
1024,32,moment_quant_exact_samples,0.009564500000124,0.000298890625003875
1024,64,moment_quant_exact_samples,0.0172279170001274,0.00026918620312699063
1024,100,moment_quant_exact_samples,0.0276818750025995,0.000276818750025995
1024,300,moment_quant_exact_samples,0.0767415829977835,0.00025580527665927834
1024,1000,moment_quant_exact_samples,0.2388489160002791,0.0002388489160002791
1024,3000,moment_quant_exact_samples,0.7008709590008948,0.00023362365300029828
1024,10000,moment_quant_exact_samples,2.3618926250019285,0.00023618926250019285
1536,1,moment_quant_exact_samples,0.0024755839986028,0.0024755839986028
1536,2,moment_quant_exact_samples,0.002580709002359,0.0012903545011795
