Series length,Number of samples,Estimator,Runtime_multi,Runtime_per_sample
256,16,moment_quant_approx_samples,0.0149872080000932,0.000936700500005825
256,30,moment_quant_approx_samples,0.0155296249977254,0.0005176541665908467
256,32,moment_quant_approx_samples,0.0155019170015293,0.0004844349062977906
256,64,moment_quant_approx_samples,0.017031291998137,0.00026611393747089063
256,100,moment_quant_approx_samples,0.0191090830012399,0.000191090830012399
256,300,moment_quant_approx_samples,0.0282024160005676,9.400805333522533e-05
256,1000,moment_quant_approx_samples,0.0571053749990824,5.71053749990824e-05
256,3000,moment_quant_approx_samples,0.1455363330023829,4.8512111000794296e-05
256,10000,moment_quant_approx_samples,0.5666602920027799,5.666602920027799e-05
384,1,moment_quant_approx_samples,0.0215102080001088,0.0215102080001088
384,2,moment_quant_approx_samples,0.0222660840008757,0.01113304200043785
384,3,moment_quant_approx_samples,0.0223940829964703,0.007464694332156767
384,4,moment_quant_approx_samples,0.0224438330005796,0.0056109582501449
384,8,moment_quant_approx_samples,0.022697665997839,0.002837208249729875
384,10,moment_quant_approx_samples,0.0228384160000132,0.0022838416000013203
384,16,moment_quant_approx_samples,0.0232020830007968,0.0014501301875498
384,30,moment_quant_approx_samples,0.0238454169993929,0.0007948472333130966
384,32,moment_quant_approx_samples,0.0238947910002025,0.0007467122187563281
384,64,moment_quant_approx_samples,0.0262794999980542,0.00041061718746959687
384,100,moment_quant_approx_samples,0.028668374998233,0.00028668374998233
384,300,moment_quant_approx_samples,0.0391077499989478,0.00013035916666315932
384,1000,moment_quant_approx_samples,0.0789730840006086,7.89730840006086e-05
384,3000,moment_quant_approx_samples,0.2020482910011196,6.734943033370653e-05
384,10000,moment_quant_approx_samples,0.8490223750013683,8.490223750013683e-05
512,1,moment_quant_approx_samples,0.0218710839981213,0.0218710839981213
512,2,moment_quant_approx_samples,0.0227559999984805,0.01137799999924025
512,3,moment_quant_approx_samples,0.0229414999994332,0.007647166666477734
512,4,moment_quant_approx_samples,0.0230677500003366,0.00576693750008415
512,8,moment_quant_approx_samples,0.0233911249997618,0.002923890624970225
512,10,moment_quant_approx_samples,0.0236463750006805,0.00236463750006805
512,16,moment_quant_approx_samples,0.0239936670004681,0.0014996041875292563
512,30,moment_quant_approx_samples,0.0248820839988184,0.0008294027999606133
512,32,moment_quant_approx_samples,0.025083958000323,0.0007838736875100937
512,64,moment_quant_approx_samples,0.0281039580004289,0.00043912434375670154
512,100,moment_quant_approx_samples,0.0308740830005262,0.000308740830005262
512,300,moment_quant_approx_samples,0.0466036670004541,0.00015534555666818034
512,1000,moment_quant_approx_samples,0.1002999580014147,0.0001002999580014147
512,3000,moment_quant_approx_samples,0.2696049170008336,8.986830566694454e-05
512,10000,moment_quant_approx_samples,1.1620528750027006,0.00011620528750027005
768,1,moment_quant_approx_samples,0.0250070839974796,0.0250070839974796
768,2,moment_quant_approx_samples,0.025998791999882,0.012999395999941
