Series length,Number of samples,Estimator,Runtime_single,Runtime_multi,Speedup
1536,1000,moment_quant_approx_intervals,0.3927994590003436,0.4023237500005052,0.9763267990016755
1536,3000,moment_quant_approx_intervals,1.466219375000037,1.442113083001459,1.0167159512542565
1536,10000,moment_quant_approx_intervals,7.133463875000416,7.176684416997887,0.9939776449003243
2048,1,moment_quant_approx_intervals,0.0296668340015457,0.0294226670011994,1.00829860190228
2048,3,moment_quant_approx_intervals,0.0318727499998203,0.0313575000000128,1.0164314757173656
2048,10,moment_quant_approx_intervals,0.035001625001314,0.0344320840013097,1.0165409970532902
2048,30,moment_quant_approx_intervals,0.041335625001011,0.0416513749987643,0.9924192179066678
2048,100,moment_quant_approx_intervals,0.0679223329989326,0.07205362500099,0.9426636480537846
2048,300,moment_quant_approx_intervals,0.156398375000208,0.1544117079974967,1.0128660386474289
2048,1000,moment_quant_approx_intervals,0.5296756249990722,0.5638190409990784,0.9394425985693838
2048,3000,moment_quant_approx_intervals,1.8761764999999289,1.8684592499994324,1.0041302747172565
2048,10000,moment_quant_approx_intervals,8.699531707999995,8.836986583999533,0.9844455036009201
4096,1,moment_quant_approx_intervals,0.0303292499993403,0.0303427500002726,0.9995550831440071
4096,3,moment_quant_approx_intervals,0.0329837499994027,0.0329909579995728,0.9997815158877715
4096,10,moment_quant_approx_intervals,0.0374982089997502,0.0376835420029237,0.9950818581979601
4096,30,moment_quant_approx_intervals,0.0539334580007562,0.0501779160003934,1.074844519256905
4096,100,moment_quant_approx_intervals,0.1050628339999093,0.1088706660011666,0.9650242609775485
4096,300,moment_quant_approx_intervals,0.2988192920001893,0.3026173750004091,0.9874492236269823
4096,1000,moment_quant_approx_intervals,1.0733692909998354,1.1695480000016687,0.9177642054864819
4096,3000,moment_quant_approx_intervals,3.9689685409994127,3.7506521250033984,1.0582075886325546
4096,10000,moment_quant_approx_intervals,16.418786457999886,16.42003579199809,0.9999239140514656
8192,1,moment_quant_approx_intervals,0.0322256250001373,0.0323931660022935,0.9948278904833094
8192,3,moment_quant_approx_intervals,0.03760924999915,0.0368827919992327,1.0196963939154176
8192,10,moment_quant_approx_intervals,0.0454873340004269,0.0469208340000477,0.9694485396483076
8192,30,moment_quant_approx_intervals,0.0740060000007361,0.0768942909999168,0.9624381607318047
8192,100,moment_quant_approx_intervals,0.1832327079991955,0.1964922920014942,0.9325185539481728
8192,300,moment_quant_approx_intervals,0.610663833000217,0.6363682080009312,0.9596077008914993
8192,1000,moment_quant_approx_intervals,2.222575958001471,2.2091816659994947,1.0060630106650448
8192,3000,moment_quant_approx_intervals,7.906672375000198,7.935990957998001,0.9963056178928411
16,1,moment_quant_approx_samples,0.0034812500000498,0.0041337920010846,0.842144452148635
16,3,moment_quant_approx_samples,0.0035359169999082,0.0041698330023791,0.8479756858106263
16,10,moment_quant_approx_samples,0.0036304159999644,0.0042411249996803,0.8560030652805716
16,30,moment_quant_approx_samples,0.0037323330000162,0.004287291001674,0.870557421588338
16,100,moment_quant_approx_samples,0.0041034580000314,0.0045058329997118,0.9106990872262385
16,300,moment_quant_approx_samples,0.0052540419999331,0.0052245419974497,1.005646428432923
16,1000,moment_quant_approx_samples,0.0094069579999995,0.0077390830010699,1.2155132589609159
16,3000,moment_quant_approx_samples,0.021488708999982,0.0149972500003059,1.4328432879056956
16,10000,moment_quant_approx_samples,0.0683050000000093,0.0455365829984657,1.500002756076598
32,1,moment_quant_approx_samples,0.0077764590000697,0.0082904580012836,0.9380011332143147
32,3,moment_quant_approx_samples,0.0080215839999482,0.0085477499997068,0.9384439180162442
32,10,moment_quant_approx_samples,0.0081054580000454,0.0086419580002257,0.9379191613559927
32,30,moment_quant_approx_samples,0.0083046250000506,0.008871124999132,0.9361411321408694
32,100,moment_quant_approx_samples,0.0092730000000074,0.0094220410028356,0.9841816648024195
32,300,moment_quant_approx_samples,0.011805957999968,0.0111958339984994,1.0544956277085187
32,1000,moment_quant_approx_samples,0.0206169159999944,0.0170467919997463,1.20943084190276
32,3000,moment_quant_approx_samples,0.0488829170000144,0.0363123749993974,1.3461779076919538
