Dtype,l,Method,Run,Runtime
float32,2048,argsort,6,2.7309585002512905e-05
float64,8192,sort,4,0.0003873791800288018
float32,256,sort,8,4.797979499926441e-06
float32,4,argsort,7,2.5376941800277563e-06
float64,256,sort,0,4.624562499884632e-06
float32,4096,sort,5,0.0001494141699913598
float32,8,argsort,1,2.57616083999892e-06
float32,4096,argsort,7,0.00013539374998799758
float64,256,argsort,7,4.603104000125314e-06
float32,32,sort,4,2.782400000069174e-06
float64,32,argsort,9,2.7337041499777114e-06
float32,4,sort,5,2.6679316800073138e-06
float32,128,sort,2,3.5038916001212782e-06
float64,16,sort,8,2.7031861333549993e-06
float64,8,argsort,3,2.576249160010775e-06
float32,128,argsort,4,3.5024249998969027e-06
float64,2048,argsort,5,5.910312500418513e-05
float64,2048,argsort,0,7.809062499291031e-05
float32,512,sort,4,7.525875000283122e-06
float64,8192,sort,7,0.0003979566600173712
float64,4096,argsort,5,0.00017841124999904424
float64,32,sort,2,2.781937500003551e-06
float32,32,argsort,1,2.71138334992429e-06
float32,512,argsort,5,7.579917000839487e-06
float32,2048,sort,7,4.053770499922393e-05
float32,4096,sort,7,0.00014385916001629083
float32,64,argsort,2,3.0010041999048555e-06
float64,128,argsort,5,3.3528833999298513e-06
float64,4096,argsort,6,0.0001677279199975601
float32,512,argsort,4,7.2622909992787755e-06
float64,8,argsort,8,2.5852091599881534e-06
float32,32,sort,2,2.721466650018556e-06
float64,2048,sort,7,6.013270999574161e-05
float64,8,argsort,5,2.583733339997707e-06
float64,4,argsort,6,2.5782391599932452e-06
float64,8192,argsort,2,0.00039512584000476634
float64,512,argsort,5,7.326124999963213e-06
float64,4,sort,8,2.623659159980889e-06
float32,16384,sort,8,0.0008687400000053458
float64,512,argsort,1,7.5346249996073315e-06
float32,16384,sort,3,0.0008668200000101934
float64,8,sort,0,2.6747608399819e-06
float64,8,argsort,6,2.5881324999863865e-06
float32,512,sort,1,7.42050000008021e-06
float64,16384,sort,9,0.0009038633199816104
float32,4096,sort,3,0.00017308958000285203
float32,8192,argsort,9,0.00040239082001789937
float64,8192,argsort,5,0.00042106167999008906
float32,8192,sort,7,0.0003739441800280474
float32,4096,sort,4,0.00015662042000258225
float64,4096,sort,2,0.00019101875001069856
float32,16,argsort,6,2.6225014000374358e-06
float64,512,sort,1,7.432042000800721e-06
float32,32,sort,7,2.810072900047089e-06
float32,64,sort,7,2.9896750000261817e-06
float32,16,sort,5,2.6984777666560453e-06
float32,2048,argsort,0,2.9477915004463283e-05
float32,256,argsort,2,4.56114600001456e-06
float32,128,argsort,0,3.370924999762792e-06
float32,32768,sort,1,0.0019116666665771238
float32,16384,sort,1,0.000876793360002921
float32,16384,argsort,0,0.000870638320047874
float32,4096,sort,6,0.00015883457999734673
float32,32,argsort,7,2.7094832999864594e-06
float64,2048,sort,8,5.176333499548491e-05
float64,4096,sort,6,0.00018060624999634455
float64,16384,sort,0,0.0009089099999982864
float64,256,argsort,4,4.711395499725768e-06
float64,32768,sort,2,0.0020167187500798414
float64,32,argsort,4,2.619212499939749e-06
float64,32768,sort,6,0.002022183999997651
float64,16,sort,5,2.6870596999894286e-06
float32,8,argsort,7,2.5972733199887445e-06
float64,1024,argsort,9,1.3844749999407212e-05
float64,128,argsort,0,3.2841667998582123e-06
float32,32,argsort,8,2.657800000088173e-06
float64,4,argsort,3,2.6298925000082818e-06
float32,4,argsort,6,2.5200933400265056e-06
float32,32,argsort,4,2.6876562499637656e-06
float32,8,argsort,4,2.625560000014957e-06
float32,256,argsort,5,4.639249999854656e-06
float32,1024,argsort,1,1.3276415997097502e-05
float64,4096,argsort,9,0.00017205542000738204
float32,16,sort,7,2.6635819666504783e-06
float32,1024,argsort,7,1.3276249999762512e-05
float32,16,sort,8,2.6270194333240702e-06
float32,8192,sort,1,0.00037286168000719047
float32,2048,argsort,7,4.6986039997136686e-05
float32,32768,argsort,0,0.001914291666707868
float64,8,sort,7,2.6793558400095207e-06
float64,2048,argsort,3,5.687458499778586e-05
float32,16,argsort,4,2.5692041666843577e-06
float64,8,sort,8,2.6374291599859133e-06
float32,64,argsort,3,2.911412499997823e-06
float64,16,argsort,6,2.534256933298214e-06
float32,4,argsort,5,2.5631475000045613e-06
float32,64,sort,8,3.0285500000900358e-06
float64,4,sort,1,2.6694258399948013e-06
float64,16,sort,2,2.7058375000099963e-06
float64,4,argsort,5,2.6198941600159743e-06
float32,2048,sort,5,3.119437499663036e-05
float32,16,sort,6,2.674888899976698e-06
float64,32768,argsort,6,0.002010211750075541
float32,1024,sort,0,1.4807499999733408e-05
float32,4,sort,8,2.625857500024722e-06
float64,16384,sort,8,0.0008738450000237208
float32,1024,sort,7,1.3862915999197866e-05
float64,128,argsort,8,3.303241799949319e-06
float32,8192,argsort,5,0.00037064415999338963
float64,4096,sort,3,0.00018842499999664143
float64,8192,argsort,6,0.0004252374999850872
float64,32,sort,0,2.7140207999764244e-06
float32,16384,argsort,4,0.0008669833200110589
float32,32768,argsort,6,0.00191574658326014
float32,4,argsort,1,2.5181066599907353e-06
float32,8,sort,6,2.674894180017873e-06
float32,128,argsort,3,3.3619334000832167e-06
float32,64,sort,3,3.018599999995786e-06
float32,1024,argsort,0,1.3501165998604848e-05
float32,2048,sort,4,3.7446249998538405e-05
float64,2048,argsort,1,5.646603999593935e-05
float64,512,argsort,6,8.967458001279738e-06
float64,512,argsort,8,7.451874998878338e-06
float64,4096,sort,1,0.00017178415999296703
float64,2048,sort,4,7.226624999930209e-05
float32,512,sort,3,7.344833000388462e-06
float32,32768,sort,6,0.0019492360832676543
float32,16,argsort,8,2.5726583333380406e-06
float32,8,sort,5,2.5935866799773067e-06
float64,8192,sort,3,0.0004011858400190249
float32,8192,sort,5,0.00039903166001749925
float32,2048,sort,2,6.700187499518506e-05
float32,128,sort,0,3.4715500001766485e-06
float64,64,sort,1,3.0082041999776267e-06
float32,16,argsort,2,2.6031847333191158e-06
float64,16,sort,0,2.672509733323144e-06
float32,4096,sort,9,0.00013063041998975677
float64,512,sort,0,7.321083001443185e-06
float64,64,sort,5,3.0522249999194173e-06
float32,128,argsort,5,3.388508200077922e-06
float64,128,sort,5,3.397508199850563e-06
float64,4,argsort,7,2.535259180003777e-06
float64,128,sort,1,3.401999999914551e-06
float64,16,sort,9,2.641041666659779e-06
float32,8,argsort,9,2.6481849999981934e-06
float32,64,argsort,5,2.9295583999555674e-06
float32,32768,sort,5,0.0019071804999839514
float64,512,sort,2,7.564042000012705e-06
float32,8,argsort,2,2.571681660010654e-06
float32,16384,argsort,7,0.0008744250000017928
float64,8,argsort,0,2.5804258399875834e-06
float64,512,sort,3,7.467208000889514e-06
float64,2048,sort,0,6.289478999860876e-05
float64,1024,sort,8,2.5949250000849133e-05
float64,16384,sort,4,0.0008946133599965833
float32,8192,sort,0,0.00039995332001126373
float64,16384,argsort,3,0.0009102049999637529
float32,4096,argsort,0,0.00017940665999049087
float64,32,argsort,0,2.7251999999862164e-06
float64,16384,argsort,1,0.0008874333199491957
float32,32768,sort,9,0.001940784750028494
float32,1024,argsort,3,1.3606333999632625e-05
float64,256,sort,9,4.61689599978854e-06
float32,32,sort,1,2.721387500059791e-06
float64,512,sort,5,7.440000001224689e-06
float64,1024,argsort,7,1.5227332001813921e-05
float64,256,sort,6,4.7218545005307536e-06
float32,128,argsort,2,3.347600000051898e-06
float32,1024,sort,2,1.3710166000237223e-05
float64,128,argsort,2,3.3524583999678724e-06
float32,512,sort,5,7.2093339986167844e-06
float64,64,sort,9,3.011550000155694e-06
float32,64,sort,9,2.969720900000539e-06
float32,8,argsort,0,2.5426974999936647e-06
float64,32,sort,5,2.751058349986124e-06
float32,16,sort,0,2.6621180666552393e-06
float32,128,sort,3,3.311508399929153e-06
float64,2048,sort,3,5.9202920001553137e-05
float32,512,argsort,9,7.359082999755628e-06
float32,2048,sort,3,3.0373750005310284e-05
float32,128,argsort,6,3.3138834001874785e-06
float64,32768,sort,3,0.002013760416654501
float64,4096,argsort,8,0.00017471416998887434
float64,64,argsort,4,2.900187500017637e-06
float64,8192,argsort,0,0.000391307499994582
float32,64,sort,6,2.992037500007427e-06
float64,16384,argsort,8,0.0009178283600340364
float64,32,sort,7,2.7016021000235925e-06
float64,1024,argsort,4,2.2074833999795374e-05
float64,256,argsort,0,4.531687499365944e-06
float64,2048,argsort,4,5.887083500056178e-05
float64,2048,sort,6,7.866208500672655e-05
float32,4,argsort,9,2.5457641799948762e-06
float64,256,argsort,6,4.64985400049045e-06
float32,8,sort,4,2.700726660004875e-06
float64,32768,argsort,4,0.0019990173333705266
float32,4096,argsort,8,0.00017405499998858433
float64,128,argsort,4,3.3952916000998812e-06
float64,32,argsort,5,2.657033349987614e-06
float64,2048,sort,9,5.7309584999529765e-05
float32,4,sort,6,2.5769891800155166e-06
float64,32,sort,1,2.7386333500544426e-06
float32,256,argsort,4,4.452375000255415e-06
float32,8,argsort,5,2.5289200000042912e-06
float64,8192,sort,6,0.00039358499998343177
float64,32,argsort,8,2.7161041499311978e-06
float32,8,argsort,3,2.5292533399988313e-06
float64,16,sort,7,2.725724999982049e-06
float64,4096,sort,0,0.0001757641699987289
float32,4096,argsort,6,0.00016276500000458327
float32,512,argsort,8,7.639999999810242e-06
float32,1024,sort,4,1.364258399917162e-05
float32,4096,argsort,2,0.00014216958999895723
float32,128,sort,9,3.4406999999191612e-06
float32,256,argsort,9,4.584145500302839e-06
float64,32768,argsort,2,0.002040809000087999
float32,4096,argsort,1,0.00015274875000613974
float64,32768,sort,8,0.003495086833330182
float32,16384,sort,0,0.0009109183200052939
float64,256,sort,5,4.719999999906577e-06
float32,512,argsort,2,7.390917000520858e-06
float32,8,sort,7,2.632195000005595e-06
float32,32,argsort,5,2.668625000023894e-06
float32,16384,argsort,9,0.0008693483200477204
float32,8,sort,8,2.5894991800305435e-06
float64,32768,sort,7,0.002010361166715787
float32,16384,sort,9,0.0008652783199795522
float32,512,argsort,0,7.407458000670886e-06
float32,32,argsort,3,2.7571395999984816e-06
float32,32768,argsort,3,0.0018823645832526381
float32,2048,sort,9,6.32433300052071e-05
float32,512,sort,0,7.338208000874147e-06
float32,32768,argsort,7,0.0018888993333045316
float32,8192,argsort,2,0.00038741915999708
float64,1024,sort,2,2.7685749999363907e-05
float64,16,argsort,7,2.680562500002755e-06
float64,8,argsort,1,2.626949159966898e-06
float64,256,argsort,2,4.6290834998217175e-06
float64,512,argsort,0,7.4729590014612765e-06
float64,256,sort,1,4.724687499219727e-06
float32,4,argsort,3,2.5409299999955693e-06
float64,1024,argsort,3,1.334858200061717e-05
float64,16,argsort,4,2.6172347000586644e-06
float64,16384,argsort,2,0.0009029999999620486
float32,8,sort,1,2.6875558200117667e-06
float64,2048,argsort,7,5.4431665002994126e-05
float32,128,argsort,9,3.3093583999288966e-06
float64,64,sort,7,3.058016700015287e-06
float32,256,sort,2,4.495645999668341e-06
float32,4096,argsort,5,0.0001380441700166557
float32,1024,argsort,2,1.618225000129314e-05
float32,256,sort,0,4.751896000016132e-06
float64,16384,argsort,4,0.0009001200000056997
float32,128,sort,4,3.4310250000999074e-06
float32,32,sort,0,2.674647950061626e-06
float32,4096,sort,8,0.00014101708000453073
float32,64,argsort,8,2.8998709000006783e-06
float32,32768,argsort,5,0.001907392333275008
float64,4,argsort,4,2.6180050000039045e-06
float64,4,argsort,0,2.5957108199872893e-06
float32,512,argsort,3,7.263542000146117e-06
float64,8,argsort,9,2.5340875000256346e-06
float64,512,sort,4,7.33379099983722e-06
float64,2048,argsort,6,6.830374999481137e-05
float64,256,argsort,8,4.624979499567416e-06
float64,512,argsort,3,7.77974999982689e-06
float64,512,sort,8,7.656875000975561e-06
float64,8192,sort,2,0.00040766417998383986
float64,4096,argsort,1,0.00018122999999832247
float64,4,argsort,2,2.5895383399983984e-06
float64,64,sort,6,3.045991699946171e-06
float32,32768,sort,3,0.001932170166734674
float32,128,sort,6,3.468475000045146e-06
float32,512,sort,2,7.427290998748503e-06
float64,1024,sort,5,1.5674165999371325e-05
float64,8,sort,6,2.657675820009899e-06
float64,128,argsort,1,3.329649999795947e-06
float32,32768,sort,0,0.0019379757500246342
float32,4,argsort,4,2.533665839982859e-06
float32,32,sort,9,2.730829150004865e-06
float32,512,sort,9,7.261541999469046e-06
float32,32,argsort,6,2.652193750054721e-06
float64,4096,sort,7,0.00016870749999725376
float64,8,sort,9,2.6394100000106844e-06
float64,2048,sort,5,5.29670800005988e-05
float32,512,sort,6,7.3377919998165454e-06
float32,16,sort,2,2.6554305333775117e-06
float64,64,argsort,2,2.8924415999426857e-06
float64,16,argsort,3,2.614955566665837e-06
float64,256,sort,3,4.7659375004514004e-06
float32,8,sort,2,2.6090100000146776e-06
float32,8,sort,0,2.665546659991378e-06
float64,16,argsort,9,2.6312916666938692e-06
float64,128,sort,8,3.432091600188869e-06
float64,512,argsort,4,7.243916999868816e-06
float64,1024,sort,3,1.632650000101421e-05
float32,32,argsort,2,2.726425000037125e-06
float64,32,sort,4,2.7464624999993247e-06
float64,256,argsort,9,4.608916499819315e-06
float64,8192,argsort,1,0.00039581334000104106
float64,16384,sort,6,0.0008980716800579102
float32,64,sort,4,3.055658300036157e-06
float64,256,sort,8,4.715791499620537e-06
float64,8,sort,1,2.6094066600126098e-06
float64,128,sort,7,3.4046582000883063e-06
float64,4,sort,9,2.6837441599855085e-06
float32,4,sort,3,2.660331659972144e-06
float64,256,argsort,1,4.612583500602341e-06
float64,2048,sort,1,5.968687500171655e-05
float64,4,sort,6,2.6185883399739396e-06
float32,256,sort,1,4.607625000062399e-06
float64,16,sort,1,2.68249863335465e-06
float64,128,sort,0,3.4044168001855726e-06
float64,16384,argsort,6,0.0008888566799578257
float32,128,argsort,1,3.391150000243215e-06
float32,2048,argsort,5,3.610979500081157e-05
float32,64,argsort,4,2.982870799860393e-06
float32,16384,argsort,2,0.000848444999937783
float32,4,argsort,2,2.5395566600127497e-06
float64,2048,argsort,9,6.328000000394241e-05
float32,4,sort,9,2.6155491600002277e-06
float64,512,sort,9,7.570707999548176e-06
float32,512,sort,8,7.224167000458692e-06
float32,16,argsort,5,2.6377583333669464e-06
float32,8192,sort,8,0.0003700024999852758
float32,2048,argsort,9,4.829645499739854e-05
float32,256,sort,6,4.678396000599605e-06
float32,2048,sort,0,4.1158539997923074e-05
float64,64,sort,4,3.005545800078835e-06
float32,16384,sort,7,0.0008623466400604229
float64,16,argsort,0,2.5998666666661544e-06
float32,512,argsort,6,7.478125000488944e-06
float64,512,sort,6,7.571541000288562e-06
float32,16384,sort,5,0.0008616850000544218
float32,128,sort,1,3.5206831998948473e-06
float64,1024,argsort,2,1.3645750001160195e-05
float64,32,argsort,1,2.671352100060176e-06
float32,1024,sort,6,1.3364000002184184e-05
float32,2048,argsort,3,4.458833500393666e-05
float32,32768,sort,4,0.001921795083338414
float32,64,sort,5,2.9636208000738405e-06
float64,64,argsort,0,2.9678333001356806e-06
float64,16384,sort,3,0.0008812783200119156
float64,1024,argsort,6,2.0110834000661272e-05
float64,128,sort,9,3.395824999824981e-06
float64,32768,argsort,8,0.0019803889167633315
float32,16,sort,3,2.692623599978106e-06
float32,4096,argsort,9,0.00014660291000836878
float32,16384,argsort,3,0.0008874866800033487
float64,2048,argsort,2,8.153770500030078e-05
float64,1024,sort,0,3.3586500001547395e-05
float64,4096,sort,4,0.00016660708999552298
float32,8192,argsort,7,0.0003880916799971601
float64,8192,argsort,7,0.0004185824999876786
float64,512,argsort,9,7.491708000088693e-06
float32,2048,argsort,2,2.811062499858963e-05
float32,4,argsort,8,2.5143949999983306e-06
float64,1024,argsort,0,2.7375499998015584e-05
float64,1024,argsort,1,1.3527168001019163e-05
float32,4,sort,4,2.658487499975308e-06
float32,32768,argsort,8,0.0019174687499798893
float32,32768,argsort,4,0.0019094062499789288
float32,64,argsort,7,2.88387500004319e-06
float32,4,argsort,0,2.573889160012186e-06
float32,8192,sort,3,0.0003848291599933873
float64,16384,argsort,7,0.0009556483199412469
float64,64,argsort,5,2.9417625000860427e-06
float64,32768,argsort,9,0.001984256916633361
float64,64,sort,0,3.04712910001399e-06
float32,32768,argsort,2,0.0019174895833202754
float32,256,argsort,0,4.548270500890794e-06
float32,8192,sort,2,0.00037436667997098994
float64,128,argsort,7,3.2782918002340012e-06
float64,256,argsort,3,4.563624999718741e-06
