Dataset,Resample,Estimator,Accuracy,BalancedAccuracy,LogLoss,ROCAUC,F1,Runtime,Runtime_FeatureExtractionTrain,Runtime_ClassifierFit,Runtime_FeatureExtractionTest,Runtime_Prediction
AllGestureWiimoteX,1,quant,0.7028571428571428,0.7028571428571428,1.0144975961435616,0.9475430839002266,0.699458228617481,2.3708059580094414,0.1567725830100244,1.8606169999984559,0.33325450000120327,0.020161874999757856
AllGestureWiimoteX,2,moment_quant_exact,0.6471428571428571,0.6471428571428571,1.0605618082981718,0.9327947845804988,0.6443345708847724,2.0785767500055954,0.0814187910000328,1.7817302500043297,0.19703199999639764,0.018395709004835226
AllGestureWiimoteX,2,moment_quant_approx,0.6214285714285714,0.6214285714285714,1.1018492834940439,0.9257823129251701,0.6205815516105319,1.9727847920003114,0.07109933299943805,1.7499921250127954,0.13423079199856147,0.017462541989516467
AllGestureWiimoteX,2,quant,0.6471428571428571,0.6471428571428571,1.0605618082981718,0.9327947845804988,0.6443345708847724,2.2785731670010136,0.14711054199142382,1.7804401670000516,0.3328987499990035,0.018123708010534756
AllGestureWiimoteX,3,moment_quant_exact,0.6885714285714286,0.6885714285714286,1.1447625628222002,0.9393344671201815,0.6847148682976602,2.0785912919964176,0.07919958399725147,1.816054166003596,0.16635904200666118,0.01697849998890888
AllGestureWiimoteX,3,moment_quant_approx,0.6628571428571428,0.6628571428571429,1.0696041531902707,0.941184807256236,0.6590960551985413,2.0152826249977807,0.0665771659987513,1.7882415839994792,0.14410566599690355,0.016358209002646618
AllGestureWiimoteX,3,quant,0.6885714285714286,0.6885714285714286,1.1447625628222002,0.9393344671201815,0.6847148682976602,2.303846834009164,0.1577205840003444,1.8106247079995228,0.3175012499996228,0.018000292009674013
AllGestureWiimoteX,4,moment_quant_exact,0.6714285714285714,0.6714285714285715,1.029241464018137,0.9414070294784582,0.667296850979662,2.139954709011363,0.08149129200319294,1.8666996670071967,0.17377987499639858,0.017983875004574656
AllGestureWiimoteX,4,moment_quant_approx,0.6785714285714286,0.6785714285714286,0.9796117238675404,0.9419444444444444,0.6751519724231473,2.030916542003979,0.07074287500290666,1.815357250001398,0.12704479199601337,0.01777162500366103
AllGestureWiimoteX,4,quant,0.6714285714285714,0.6714285714285715,1.029241464018137,0.9414070294784582,0.667296850979662,2.3426016250014072,0.14905245900445152,1.8587713750021067,0.3163473750028061,0.01843041599204298
AllGestureWiimoteX,5,moment_quant_exact,0.6871428571428572,0.6871428571428572,1.0251625722673137,0.9465521541950112,0.6856119906460539,2.1627307089947863,0.08747312499326654,1.8910963750095107,0.16736908399616368,0.01679212499584537
AllGestureWiimoteX,5,moment_quant_approx,0.6785714285714286,0.6785714285714286,0.9419396893156314,0.9474875283446712,0.6756389157432802,2.04933287500171,0.06646633399941493,1.8346359580027638,0.1316116669913754,0.016618916008155793
AllGestureWiimoteX,5,quant,0.6871428571428572,0.6871428571428572,1.0251625722673137,0.9465521541950112,0.6856119906460539,2.444834667010582,0.14884491701377556,1.9329530419927323,0.3466289579955628,0.016407750008511357
AllGestureWiimoteX,6,moment_quant_exact,0.6714285714285714,0.6714285714285715,1.0869541068480002,0.932108843537415,0.6689284008376477,2.101087750008446,0.08042020800348837,1.8294447920052335,0.17457016599655617,0.016652584003168158
AllGestureWiimoteX,6,moment_quant_approx,0.66,0.66,1.025093284862164,0.9386349206349207,0.6575355353487661,2.0107969590026187,0.07083158400200773,1.7966750409977976,0.12547862500650808,0.017811708996305242
AllGestureWiimoteX,6,quant,0.6714285714285714,0.6714285714285715,1.0869541068480002,0.932108843537415,0.6689284008376477,2.334994834003737,0.1500365419924492,1.8486563750047935,0.31798329199955333,0.018318625006941147
AllGestureWiimoteX,7,moment_quant_exact,0.6885714285714286,0.6885714285714286,1.116444517759528,0.9365850340136055,0.6872532877340797,2.0987666660075774,0.07920500000182074,1.8349975000019185,0.16796783299650997,0.016596333007328212
AllGestureWiimoteX,7,moment_quant_approx,0.6828571428571428,0.6828571428571428,1.1234110406452469,0.9375532879818594,0.6812597518634652,1.9870543340075528,0.06673962500644848,1.7808490419993177,0.12317824999627192,0.016287417005514726
AllGestureWiimoteX,7,quant,0.6885714285714286,0.6885714285714286,1.116444517759528,0.9365850340136055,0.6872532877340797,2.347910957993008,0.145946874996298,1.8452814159973059,0.3398107500106562,0.016871916988748126
AllGestureWiimoteX,8,moment_quant_exact,0.6814285714285714,0.6814285714285714,1.0046108002565968,0.9436780045351473,0.6821466824375723,2.131173582994961,0.08471087500220165,1.8475500829954399,0.18087570900388528,0.018036915993434377
AllGestureWiimoteX,8,moment_quant_approx,0.66,0.6599999999999999,1.0301575765416702,0.9413503401360545,0.6612996226765595,2.0312502500019036,0.07863987500604708,1.812176499995985,0.12284054199699312,0.017593333002878353
AllGestureWiimoteX,8,quant,0.6814285714285714,0.6814285714285714,1.0046108002565968,0.9436780045351473,0.6821466824375723,2.366726791995461,0.14630016700539272,1.8665900829946622,0.33528349999687634,0.018553041998529807
AllGestureWiimoteX,9,moment_quant_exact,0.65,0.65,1.1139631933963925,0.9341145124716553,0.6409250014777298,2.098464166003396,0.08065241599979345,1.832402459011064,0.16724408300069626,0.01816520799184218
AllGestureWiimoteX,9,moment_quant_approx,0.6385714285714286,0.6385714285714286,1.1247118634021211,0.9372562358276644,0.6308271131802268,1.9976812079985393,0.06674729198857676,1.7838421250053216,0.130729833006626,0.016361957998014987
AllGestureWiimoteX,9,quant,0.65,0.65,1.1139631933963925,0.9341145124716553,0.6409250014777298,2.3298123330023373,0.1474979170016013,1.8394877079990692,0.3243763329955982,0.018450375006068498
AllGestureWiimoteX,10,moment_quant_exact,0.6657142857142857,0.6657142857142857,1.0301657580132366,0.934218820861678,0.6670078531485305,2.0850261250016047,0.08378441700187977,1.806014415997197,0.17568041699996684,0.019546875002561137
AllGestureWiimoteX,10,moment_quant_approx,0.6571428571428571,0.6571428571428573,1.0188003319404066,0.9319977324263039,0.6542959643794126,1.9739876250096131,0.06903858300938737,1.7588190419919556,0.12809870799537748,0.018031292012892663
AllGestureWiimoteX,10,quant,0.6657142857142857,0.6657142857142857,1.0301657580132366,0.934218820861678,0.6670078531485305,2.287074040999869,0.14612999999371823,1.8082317910011625,0.3163274170074146,0.01638483299757354
AllGestureWiimoteX,11,moment_quant_exact,0.6457142857142857,0.6457142857142857,1.0918733338658104,0.9360487528344673,0.6430519618672991,2.093520415990497,0.08039962498878594,1.7986915830115322,0.19593866699142382,0.018490540998755023
AllGestureWiimoteX,11,moment_quant_approx,0.64,0.6399999999999999,1.200327277444996,0.933215419501134,0.6375293593297806,1.9521735410089605,0.07110887499584351,1.7319109580130316,0.13143387499439996,0.01771983300568536
AllGestureWiimoteX,11,quant,0.6457142857142857,0.6457142857142857,1.0918733338658104,0.9360487528344673,0.6430519618672991,2.280859958002111,0.14846704198862426,1.7843069580121664,0.3315315829968313,0.016554375004488975
AllGestureWiimoteX,12,moment_quant_exact,0.6985714285714286,0.6985714285714286,1.0435008684373335,0.9418072562358277,0.6989811811220228,2.1211464590014657,0.080473958994844,1.8528087500017136,0.17097245799959637,0.016891292005311698
AllGestureWiimoteX,12,moment_quant_approx,0.6728571428571428,0.6728571428571429,1.0175165674050155,0.941795918367347,0.6734915349633259,2.0391000410018023,0.06822529099008534,1.8110701250116108,0.14343379199272022,0.016370833007385954
AllGestureWiimoteX,12,quant,0.6985714285714286,0.6985714285714286,1.0435008684373335,0.9418072562358277,0.6989811811220228,2.343374042000505,0.15773929200076964,1.8450433329999214,0.32209070899989456,0.01850070799991954
AllGestureWiimoteX,13,moment_quant_exact,0.6642857142857143,0.6642857142857143,1.0789021799733178,0.9362222222222223,0.6599447925784665,2.1353361250075977,0.08924675000889692,1.8361731250042794,0.19007112499093637,0.01984512500348501
AllGestureWiimoteX,13,moment_quant_approx,0.6814285714285714,0.6814285714285714,1.1470960892295703,0.9428662131519274,0.6775205558499234,2.0004235829983372,0.07055754199973308,1.7887440829945263,0.12326100000063889,0.01786095800343901
AllGestureWiimoteX,13,quant,0.6642857142857143,0.6642857142857143,1.0789021799733178,0.9362222222222223,0.6599447925784665,2.336699708001106,0.1459012500126846,1.8358339999977034,0.3383002079935977,0.01666424999712035
AllGestureWiimoteX,14,moment_quant_exact,0.6671428571428571,0.6671428571428571,1.1024374652000588,0.9407267573696146,0.6660615726572238,2.1204244999971706,0.08027624999522232,1.848790417003329,0.17478491699148435,0.016572916007135063
AllGestureWiimoteX,14,moment_quant_approx,0.6485714285714286,0.6485714285714285,1.0327564615594957,0.938714285714286,0.6463833161607667,2.013083875004668,0.07069750000664499,1.7963677499938058,0.12830633300472982,0.017712291999487206
AllGestureWiimoteX,14,quant,0.6671428571428571,0.6671428571428571,1.1024374652000588,0.9407267573696146,0.6660615726572238,2.3697315419994993,0.15117712500796188,1.85944808399654,0.33951787499245256,0.01958845800254494
AllGestureWiimoteX,15,moment_quant_exact,0.6928571428571428,0.6928571428571428,1.0284309689330415,0.9448990929705214,0.6877229998200244,2.1692394580022665,0.08742879099736456,1.874863417004235,0.1885966669942718,0.018350583006395027
AllGestureWiimoteX,15,moment_quant_approx,0.6957142857142857,0.6957142857142857,0.9951435446835081,0.9458185941043085,0.6911301751314315,2.1023059589933837,0.07082854199688882,1.8687544169952162,0.1447946249973029,0.017928375003975816
AllGestureWiimoteX,15,quant,0.6928571428571428,0.6928571428571428,1.0284309689330415,0.9448990929705214,0.6877229998200244,2.4416302089957753,0.1578090419934597,1.925146958004916,0.34046399999351706,0.018210209003882483
AllGestureWiimoteX,16,moment_quant_exact,0.6942857142857143,0.6942857142857142,1.0208547566230854,0.9541303854875284,0.6957030565142125,2.1806594999943627,0.07947204100491945,1.9154489169886801,0.16736183300963603,0.01837670899112709
AllGestureWiimoteX,16,moment_quant_approx,0.7042857142857143,0.7042857142857143,0.928435398534668,0.9549705215419502,0.7058920608713499,2.1019228329969337,0.06645970800309442,1.887504041995271,0.13131266600976232,0.016646416988805868
AllGestureWiimoteX,16,quant,0.6942857142857143,0.6942857142857142,1.0208547566230854,0.9541303854875284,0.6957030565142125,2.428248166994308,0.1493512919987552,1.9178712499997346,0.34097074999590404,0.02005487499991432
AllGestureWiimoteX,17,moment_quant_exact,0.6671428571428571,0.667142857142857,1.0514134418746,0.9397868480725624,0.6620521617955286,2.0870301670074696,0.08813962500425987,1.7915406670072116,0.18948216599528678,0.01786770900071133
AllGestureWiimoteX,17,moment_quant_approx,0.6685714285714286,0.6685714285714287,1.1157687886027794,0.9389580498866213,0.6631612260352634,2.001484749998781,0.07043300000077579,1.7697858749888837,0.1437212920136517,0.017544582995469682
AllGestureWiimoteX,17,quant,0.6671428571428571,0.667142857142857,1.0514134418746,0.9397868480725624,0.6620521617955286,2.289132541001891,0.15816824999637902,1.7727329160115914,0.33879283399437554,0.019438540999544784
AllGestureWiimoteX,18,moment_quant_exact,0.73,0.7300000000000001,1.071760898005489,0.9483718820861677,0.7267862610890289,2.206646417005686,0.0806893749977462,1.9396282500092639,0.16960083399317227,0.01672795800550375
AllGestureWiimoteX,18,moment_quant_approx,0.7014285714285714,0.7014285714285714,0.9434080731033303,0.947810657596372,0.6978720589568959,2.106147541999235,0.0664813749899622,1.9002374170086114,0.12321104199509136,0.016217708005569875
AllGestureWiimoteX,18,quant,0.73,0.7300000000000001,1.071760898005489,0.9483718820861677,0.7267862610890289,2.417758791008964,0.14582033299666364,1.9373790420067962,0.31786395800008904,0.016695458005415276
