Series length,Number of samples,Estimator,Run,Threads,Runtime
768,8,moment_quant_approx_samples,7,8,0.026972124996973434
768,8,moment_quant_approx_intervals,2,8,0.03114649999770336
768,8,moment_quant_approx_intervals,1,8,0.03098308299740893
768,8,moment_quant_approx_intervals,6,8,0.030945917002100032
768,8,moment_quant_exact_intervals,0,8,0.011431124999944586
768,8,moment_quant_approx_samples,5,8,0.028051207998942118
768,8,moment_quant_approx_samples,9,8,0.027826708999782568
768,8,moment_quant_approx_intervals,9,8,0.031026374999783002
768,8,moment_quant_exact_samples,3,8,0.0028004999985569157
768,8,moment_quant_approx_intervals,0,8,0.03106908300105715
768,8,moment_quant_approx_intervals,3,8,0.030979666000348516
768,8,moment_quant_exact_intervals,4,8,0.011494708000100218
768,8,moment_quant_exact_samples,8,8,0.0033709999988786876
768,8,moment_quant_approx_intervals,7,8,0.03115662499840255
768,8,moment_quant_exact_intervals,5,8,0.011782167002820643
768,8,moment_quant_exact_samples,4,8,0.0031427089998032898
768,8,moment_quant_approx_samples,1,8,0.027047083000070415
768,8,moment_quant_exact_intervals,7,8,0.011892209000507137
768,8,moment_quant_approx_samples,6,8,0.02702770799805876
768,8,moment_quant_exact_samples,7,8,0.002214583000750281
768,8,moment_quant_exact_samples,6,8,0.002378499997576
768,8,moment_quant_exact_intervals,1,8,0.011535249999724329
768,8,moment_quant_exact_intervals,2,8,0.01135916599741904
768,8,moment_quant_approx_samples,4,8,0.026929833999020047
768,8,moment_quant_approx_samples,8,8,0.029109500002959976
768,8,moment_quant_exact_samples,9,8,0.0023739169992040843
768,8,moment_quant_approx_samples,0,8,0.027360916003090097
768,8,moment_quant_exact_samples,1,8,0.003872665998642333
768,8,moment_quant_approx_samples,2,8,0.026933334000204923
768,8,moment_quant_exact_samples,2,8,0.0023212089981825557
768,8,moment_quant_exact_intervals,3,8,0.01184162500067032
768,8,moment_quant_approx_intervals,5,8,0.03136520800035214
768,8,moment_quant_approx_intervals,8,8,0.03128070799721172
768,8,moment_quant_exact_samples,5,8,0.0026837920013349503
768,8,moment_quant_exact_samples,0,8,0.002814625000610249
768,8,moment_quant_exact_intervals,9,8,0.011408709000534145
768,10,moment_quant_approx_intervals,6,8,0.03136008300134563
768,10,moment_quant_exact_samples,7,8,0.004737625000416301
768,10,moment_quant_exact_samples,9,8,0.0029338749991438817
768,10,moment_quant_approx_samples,8,8,0.02813520799827529
768,10,moment_quant_exact_samples,2,8,0.002842459001840325
768,10,moment_quant_approx_intervals,7,8,0.03131954100172152
768,10,moment_quant_approx_intervals,8,8,0.031661082997743506
768,10,moment_quant_approx_samples,4,8,0.027073917000961956
768,10,moment_quant_exact_intervals,2,8,0.012170084002718795
768,10,moment_quant_exact_samples,1,8,0.0028481249973992817
768,10,moment_quant_approx_samples,9,8,0.02838625000003958
768,10,moment_quant_approx_intervals,1,8,0.03164358299909509
768,10,moment_quant_exact_intervals,4,8,0.012572249997901963
768,10,moment_quant_approx_intervals,0,8,0.0315117089994601
768,10,moment_quant_exact_intervals,3,8,0.012488041997130495
768,10,moment_quant_approx_samples,2,8,0.02826229100173805
768,10,moment_quant_exact_samples,6,8,0.002950291000161087
768,10,moment_quant_exact_intervals,6,8,0.01211820800017449
768,10,moment_quant_exact_intervals,5,8,0.01213195799937239
768,10,moment_quant_approx_intervals,5,8,0.03124220799873001
768,10,moment_quant_exact_intervals,0,8,0.012140667000494432
768,10,moment_quant_approx_samples,7,8,0.027590375000727363
768,10,moment_quant_exact_intervals,8,8,0.012231958000484155
768,10,moment_quant_exact_samples,8,8,0.004482000000280095
768,10,moment_quant_approx_samples,6,8,0.027432666000095196
768,10,moment_quant_exact_samples,0,8,0.003085041000304045
768,10,moment_quant_approx_intervals,2,8,0.031201166999380803
768,10,moment_quant_approx_intervals,4,8,0.031030832997203106
768,10,moment_quant_approx_samples,0,8,0.02706558299905737
768,10,moment_quant_exact_samples,4,8,0.003983333001087885
768,10,moment_quant_exact_samples,3,8,0.003068916001211619
768,10,moment_quant_approx_samples,3,8,0.02713779199984856
768,10,moment_quant_exact_intervals,7,8,0.01213866699981736
768,10,moment_quant_approx_intervals,3,8,0.0311862079979619
768,10,moment_quant_approx_samples,5,8,0.02710875000047963
768,10,moment_quant_approx_samples,1,8,0.026959124999848427
768,10,moment_quant_exact_intervals,1,8,0.012470416000724072
768,10,moment_quant_exact_samples,5,8,0.003047375001187902
768,10,moment_quant_approx_intervals,9,8,0.032071333000203595
768,10,moment_quant_exact_intervals,9,8,0.012536958001874154
768,16,moment_quant_approx_samples,6,8,0.030064124999626074
768,16,moment_quant_exact_intervals,7,8,0.014553958000760758
768,16,moment_quant_approx_intervals,3,8,0.03218670899877907
768,16,moment_quant_exact_intervals,0,8,0.014471250000497093
768,16,moment_quant_approx_intervals,2,8,0.03209004199743504
768,16,moment_quant_approx_samples,8,8,0.028024833998642862
768,16,moment_quant_exact_samples,8,8,0.005240000002231682
768,16,moment_quant_approx_samples,0,8,0.028254125001694774
768,16,moment_quant_approx_samples,3,8,0.02816641699973843
768,16,moment_quant_approx_samples,9,8,0.027591457997914404
768,16,moment_quant_approx_samples,2,8,0.02806458299892256
768,16,moment_quant_approx_samples,5,8,0.028937874998518964
768,16,moment_quant_exact_samples,7,8,0.004200540999590885
768,16,moment_quant_exact_samples,0,8,0.004696541000157595
768,16,moment_quant_approx_intervals,6,8,0.03249645899995812
768,16,moment_quant_exact_samples,2,8,0.004789292001078138
768,16,moment_quant_exact_samples,5,8,0.004387166001833975
768,16,moment_quant_exact_intervals,4,8,0.014691750002384651
768,16,moment_quant_approx_intervals,1,8,0.03374562499811873
768,16,moment_quant_exact_samples,1,8,0.004215166998619679
768,16,moment_quant_exact_intervals,3,8,0.014562291002221173
768,16,moment_quant_exact_samples,4,8,0.004770291998283938
768,16,moment_quant_exact_intervals,1,8,0.014443209001910873
768,16,moment_quant_approx_intervals,0,8,0.032228041000053054
768,16,moment_quant_approx_intervals,4,8,0.032038291999924695
768,16,moment_quant_approx_intervals,7,8,0.032051583999418654
768,16,moment_quant_exact_intervals,9,8,0.014404624998860527
768,16,moment_quant_exact_samples,3,8,0.0037569160012935754
768,16,moment_quant_exact_samples,6,8,0.004871084001933923
768,16,moment_quant_approx_samples,1,8,0.027805833000456914
768,16,moment_quant_approx_intervals,9,8,0.032174083000427345
768,16,moment_quant_exact_intervals,6,8,0.014475916999799665
768,16,moment_quant_approx_samples,4,8,0.029105958998115966
768,16,moment_quant_exact_intervals,8,8,0.015171541999734472
768,16,moment_quant_exact_intervals,5,8,0.014732250001543434
768,16,moment_quant_exact_samples,9,8,0.004587583000102313
768,16,moment_quant_approx_samples,7,8,0.02874924999923678
768,16,moment_quant_exact_intervals,2,8,0.014621416001318721
768,16,moment_quant_approx_intervals,5,8,0.0322716250011581
768,16,moment_quant_approx_intervals,8,8,0.032538332998228725
768,30,moment_quant_exact_intervals,8,8,0.020080833997781156
768,30,moment_quant_exact_samples,2,8,0.009745874998770887
768,30,moment_quant_approx_samples,5,8,0.03086375000202679
768,30,moment_quant_approx_samples,9,8,0.031837457998335594
768,30,moment_quant_exact_intervals,4,8,0.01995225000064238
768,30,moment_quant_approx_samples,7,8,0.029844541000784375
768,30,moment_quant_exact_samples,5,8,0.008876083000359358
768,30,moment_quant_approx_samples,0,8,0.030108875002042623
768,30,moment_quant_exact_intervals,7,8,0.020882208002149127
768,30,moment_quant_exact_intervals,9,8,0.019726082999113714
768,30,moment_quant_exact_intervals,3,8,0.02011987500009127
768,30,moment_quant_exact_samples,6,8,0.0068877920020895544
768,30,moment_quant_exact_intervals,5,8,0.021588625000731554
768,30,moment_quant_exact_samples,7,8,0.008574125000450294
768,30,moment_quant_exact_samples,8,8,0.007633499997609761
768,30,moment_quant_exact_samples,3,8,0.008556458000384737
768,30,moment_quant_exact_samples,1,8,0.00742799999716226
768,30,moment_quant_approx_intervals,5,8,0.036719290998007637
768,30,moment_quant_approx_samples,6,8,0.029137167002772912
768,30,moment_quant_exact_samples,0,8,0.0071358329987560865
768,30,moment_quant_exact_samples,4,8,0.008202458997402573
768,30,moment_quant_approx_intervals,0,8,0.03506087499772548
768,30,moment_quant_exact_intervals,1,8,0.020634791999327717
768,30,moment_quant_approx_intervals,2,8,0.03489858399916557
768,30,moment_quant_approx_intervals,1,8,0.034871959000156494
768,30,moment_quant_approx_samples,1,8,0.03028404100041371
768,30,moment_quant_approx_intervals,8,8,0.03577783400032786
768,30,moment_quant_exact_intervals,2,8,0.020265875002223765
768,30,moment_quant_approx_intervals,4,8,0.035003708999283845
768,30,moment_quant_exact_intervals,6,8,0.019776625002123183
768,30,moment_quant_approx_samples,8,8,0.03041154099992127
768,30,moment_quant_approx_intervals,7,8,0.03542066700174473
768,30,moment_quant_approx_intervals,6,8,0.03491608299736981
768,30,moment_quant_exact_samples,9,8,0.008328874999278923
768,30,moment_quant_approx_samples,3,8,0.030016917000466492
768,30,moment_quant_exact_intervals,0,8,0.020993875001295237
768,30,moment_quant_approx_samples,4,8,0.03028450000056182
768,30,moment_quant_approx_intervals,3,8,0.03650841600028798
768,30,moment_quant_approx_samples,2,8,0.030727458997716894
768,30,moment_quant_approx_intervals,9,8,0.03737291700235801
768,32,moment_quant_approx_samples,9,8,0.03260408300047857
768,32,moment_quant_approx_samples,8,8,0.030337291998876026
768,32,moment_quant_exact_intervals,2,8,0.021398707998741884
768,32,moment_quant_exact_samples,6,8,0.008799625000392552
768,32,moment_quant_exact_intervals,0,8,0.021412207999674138
768,32,moment_quant_exact_intervals,5,8,0.02227870899878326
768,32,moment_quant_approx_intervals,8,8,0.03733904200271354
768,32,moment_quant_approx_samples,2,8,0.030845291999867186
768,32,moment_quant_approx_intervals,1,8,0.039516790999186924
768,32,moment_quant_exact_samples,5,8,0.008686582998052472
768,32,moment_quant_exact_samples,4,8,0.009952915999747347
768,32,moment_quant_exact_intervals,3,8,0.021670166999683715
768,32,moment_quant_exact_samples,2,8,0.007222458996693604
768,32,moment_quant_exact_samples,8,8,0.007855874999222578
768,32,moment_quant_approx_samples,6,8,0.03118233300119755
768,32,moment_quant_approx_samples,5,8,0.03015058299934026
768,32,moment_quant_approx_samples,4,8,0.03002566699797171
768,32,moment_quant_approx_intervals,0,8,0.03822804199808161
768,32,moment_quant_exact_intervals,9,8,0.021998291998897912
768,32,moment_quant_approx_intervals,4,8,0.036221124999428866
768,32,moment_quant_approx_intervals,2,8,0.03606220800065785
768,32,moment_quant_exact_intervals,7,8,0.02294320800137939
768,32,moment_quant_exact_samples,7,8,0.008793416996923042
768,32,moment_quant_approx_intervals,9,8,0.036077416996704414
768,32,moment_quant_exact_samples,0,8,0.00878391700098291
768,32,moment_quant_approx_samples,0,8,0.03115241699924809
768,32,moment_quant_exact_samples,3,8,0.008132541999657406
768,32,moment_quant_exact_intervals,6,8,0.02229987499958952
768,32,moment_quant_exact_intervals,4,8,0.021309833999112016
768,32,moment_quant_approx_samples,7,8,0.030688791997818043
768,32,moment_quant_exact_intervals,1,8,0.021850417000678135
768,32,moment_quant_approx_samples,3,8,0.030635708000772865
768,32,moment_quant_approx_intervals,3,8,0.036354625000967644
768,32,moment_quant_approx_intervals,5,8,0.035528207998140715
768,32,moment_quant_approx_samples,1,8,0.031050042001879774
768,32,moment_quant_exact_samples,9,8,0.00913679199948092
768,32,moment_quant_approx_intervals,7,8,0.035970083001302555
768,32,moment_quant_exact_intervals,8,8,0.02131112500137533
768,32,moment_quant_exact_samples,1,8,0.007570584002678515
768,32,moment_quant_approx_intervals,6,8,0.03908133300137706
768,64,moment_quant_exact_intervals,4,8,0.035147917002177564
768,64,moment_quant_exact_samples,9,8,0.013004083000851097
768,64,moment_quant_exact_intervals,9,8,0.033759250000002794
768,64,moment_quant_approx_intervals,3,8,0.043814417000248795
768,64,moment_quant_approx_intervals,8,8,0.043754540998634184
768,64,moment_quant_approx_intervals,5,8,0.044000582998705795
768,64,moment_quant_approx_samples,4,8,0.03478362500027288
768,64,moment_quant_exact_samples,0,8,0.01444512499801931
768,64,moment_quant_exact_intervals,3,8,0.03387954099889612
768,64,moment_quant_exact_samples,4,8,0.01330995800162782
768,64,moment_quant_approx_samples,6,8,0.03500354100106051
768,64,moment_quant_approx_intervals,1,8,0.04616783299934468
768,64,moment_quant_approx_samples,0,8,0.035337667002750095
768,64,moment_quant_approx_intervals,6,8,0.04076770899700932
768,64,moment_quant_exact_samples,5,8,0.01445433399931062
768,64,moment_quant_approx_samples,7,8,0.03467799999998533
768,64,moment_quant_exact_intervals,8,8,0.03424045800056774
768,64,moment_quant_approx_intervals,4,8,0.04083458300010534
768,64,moment_quant_exact_intervals,2,8,0.03365870800189441
768,64,moment_quant_approx_samples,2,8,0.035587917001976166
768,64,moment_quant_approx_samples,1,8,0.03644154200082994
768,64,moment_quant_approx_samples,5,8,0.03427741700215847
768,64,moment_quant_exact_intervals,7,8,0.033890709000843344
768,64,moment_quant_exact_samples,2,8,0.01489854200190166
768,64,moment_quant_exact_samples,1,8,0.014428957998461556
768,64,moment_quant_exact_intervals,5,8,0.03274045799844316
768,64,moment_quant_approx_samples,8,8,0.036343208001198946
768,64,moment_quant_approx_intervals,7,8,0.04465037499903701
768,64,moment_quant_exact_samples,6,8,0.013944207999884384
768,64,moment_quant_approx_samples,3,8,0.03401345800011768
768,64,moment_quant_approx_intervals,0,8,0.04333537500133389
768,64,moment_quant_exact_samples,7,8,0.012675292000494665
768,64,moment_quant_exact_samples,3,8,0.014709292001498397
768,64,moment_quant_exact_intervals,1,8,0.03274629099905724
768,64,moment_quant_exact_intervals,0,8,0.032472541999595705
768,64,moment_quant_approx_samples,9,8,0.034543665999080986
768,64,moment_quant_exact_intervals,6,8,0.034194416999525856
768,64,moment_quant_approx_intervals,9,8,0.043922041997575434
768,64,moment_quant_exact_samples,8,8,0.01449562500056345
768,64,moment_quant_approx_intervals,2,8,0.04201741600263631
768,100,moment_quant_approx_intervals,0,8,0.050441291998140514
768,100,moment_quant_approx_samples,0,8,0.04159366699968814
768,100,moment_quant_approx_samples,5,8,0.04273375000047963
768,100,moment_quant_exact_intervals,6,8,0.04944929200064507
768,100,moment_quant_exact_samples,9,8,0.022313000001304317
768,100,moment_quant_approx_intervals,2,8,0.054301208998367656
768,100,moment_quant_exact_samples,4,8,0.022385374999430496
768,100,moment_quant_approx_samples,2,8,0.039433500001905486
768,100,moment_quant_exact_intervals,1,8,0.050476166001317324
768,100,moment_quant_exact_intervals,8,8,0.04768562500248663
768,100,moment_quant_approx_intervals,6,8,0.052252624998800457
768,100,moment_quant_approx_intervals,1,8,0.051900291997299064
768,100,moment_quant_approx_samples,6,8,0.03996241699860548
768,100,moment_quant_exact_samples,7,8,0.02753649999795016
768,100,moment_quant_approx_intervals,9,8,0.047832000000198605
768,100,moment_quant_exact_intervals,3,8,0.04660279200106743
768,100,moment_quant_exact_samples,0,8,0.023229750000609783
768,100,moment_quant_exact_intervals,5,8,0.04780920900157071
768,100,moment_quant_exact_samples,6,8,0.02515783299895702
768,100,moment_quant_approx_intervals,3,8,0.05129566599862301
768,100,moment_quant_exact_intervals,4,8,0.047885416002827697
768,100,moment_quant_exact_intervals,0,8,0.04917754200141644
768,100,moment_quant_exact_intervals,9,8,0.046691875002579764
768,100,moment_quant_approx_intervals,7,8,0.047369957999762846
768,100,moment_quant_exact_intervals,2,8,0.046894540999346646
768,100,moment_quant_approx_intervals,4,8,0.04717354099921067
768,100,moment_quant_approx_samples,1,8,0.0397613339991949
768,100,moment_quant_exact_samples,8,8,0.022288834003120428
768,100,moment_quant_approx_intervals,8,8,0.04742408399761189
768,100,moment_quant_exact_samples,1,8,0.022608250001212582
768,100,moment_quant_approx_samples,9,8,0.03971083299984457
768,100,moment_quant_approx_samples,3,8,0.03921216700109653
768,100,moment_quant_approx_samples,8,8,0.03889095900012762
768,100,moment_quant_approx_samples,7,8,0.04144666699721711
768,100,moment_quant_exact_intervals,7,8,0.04853758299941546
768,100,moment_quant_exact_samples,2,8,0.021937458997854264
768,100,moment_quant_exact_samples,3,8,0.021734916997957043
768,100,moment_quant_exact_samples,5,8,0.02168758400148363
768,100,moment_quant_approx_intervals,5,8,0.04955237499962095
768,100,moment_quant_approx_samples,4,8,0.04263158300091163
768,300,moment_quant_exact_samples,3,8,0.06209083400244708
768,300,moment_quant_exact_samples,8,8,0.05992991699895356
768,300,moment_quant_approx_samples,6,8,0.06373162499949103
768,300,moment_quant_exact_intervals,6,8,0.13162512500275625
768,300,moment_quant_exact_intervals,8,8,0.13049595800112002
768,300,moment_quant_approx_intervals,4,8,0.09338525000202935
768,300,moment_quant_exact_intervals,7,8,0.1301669580025191
768,300,moment_quant_exact_samples,6,8,0.06096866699954262
768,300,moment_quant_exact_intervals,4,8,0.12768708300063736
768,300,moment_quant_exact_samples,1,8,0.06072729199877358
768,300,moment_quant_approx_samples,3,8,0.06063820800045505
768,300,moment_quant_exact_intervals,1,8,0.1320196249980654
768,300,moment_quant_approx_intervals,8,8,0.09306033300163108
768,300,moment_quant_exact_samples,2,8,0.06186366700057988
768,300,moment_quant_approx_intervals,1,8,0.09549858299942571
768,300,moment_quant_exact_samples,0,8,0.062226083002315136
768,300,moment_quant_approx_samples,4,8,0.06086470799709787
768,300,moment_quant_approx_samples,1,8,0.059839333000127226
768,300,moment_quant_approx_samples,2,8,0.06160450000243145
768,300,moment_quant_exact_intervals,5,8,0.13048095900012413
768,300,moment_quant_exact_samples,7,8,0.06189954199726344
768,300,moment_quant_approx_intervals,2,8,0.08685508299822686
768,300,moment_quant_exact_samples,4,8,0.06171708399779163
768,300,moment_quant_approx_intervals,0,8,0.08887574999971548
768,300,moment_quant_approx_samples,9,8,0.06109358300091117
768,300,moment_quant_exact_intervals,2,8,0.12804720799977076
768,300,moment_quant_approx_samples,0,8,0.05974475000039092
768,300,moment_quant_approx_samples,8,8,0.061701916998572415
768,300,moment_quant_approx_intervals,7,8,0.08708245800153236
768,300,moment_quant_approx_intervals,9,8,0.08648141699814005
768,300,moment_quant_approx_samples,7,8,0.061341542001173366
768,300,moment_quant_approx_intervals,5,8,0.0852067910018377
768,300,moment_quant_exact_intervals,9,8,0.12734770799943362
768,300,moment_quant_exact_intervals,3,8,0.1272228339985304
768,300,moment_quant_exact_samples,5,8,0.06045883399929153
768,300,moment_quant_exact_intervals,0,8,0.1277408749992901
768,300,moment_quant_approx_samples,5,8,0.06360412499998347
768,300,moment_quant_approx_intervals,3,8,0.08785654199891724
768,300,moment_quant_exact_samples,9,8,0.06061791600222932
768,300,moment_quant_approx_intervals,6,8,0.08767987499959418
768,1000,moment_quant_approx_samples,2,8,0.1548131249983271
768,1000,moment_quant_approx_intervals,2,8,0.224952000000485
768,1000,moment_quant_approx_samples,7,8,0.13490516700039734
768,1000,moment_quant_exact_intervals,8,8,0.4294688750014757
768,1000,moment_quant_exact_intervals,9,8,0.43572466699697543
768,1000,moment_quant_approx_samples,9,8,0.13529237499824376
768,1000,moment_quant_exact_samples,1,8,0.1863268330016581
768,1000,moment_quant_exact_samples,0,8,0.1880964589981886
768,1000,moment_quant_exact_samples,5,8,0.18351212499692338
768,1000,moment_quant_approx_intervals,3,8,0.22609187499983818
768,1000,moment_quant_exact_intervals,2,8,0.43140562500047963
768,1000,moment_quant_approx_samples,8,8,0.14198258299802546
768,1000,moment_quant_approx_samples,5,8,0.13761333400179865
768,1000,moment_quant_exact_intervals,4,8,0.4385417499979667
768,1000,moment_quant_approx_samples,1,8,0.13428345899956184
768,1000,moment_quant_approx_samples,6,8,0.1343613750032091
768,1000,moment_quant_approx_intervals,1,8,0.22893083300004946
768,1000,moment_quant_exact_intervals,0,8,0.42464591699899756
768,1000,moment_quant_exact_samples,9,8,0.18077316600101767
768,1000,moment_quant_approx_samples,3,8,0.13474874999883468
768,1000,moment_quant_exact_samples,8,8,0.1872680840024259
768,1000,moment_quant_approx_samples,0,8,0.13512633299978916
768,1000,moment_quant_exact_samples,4,8,0.1896304580004653
768,1000,moment_quant_exact_intervals,7,8,0.4276724999981525
768,1000,moment_quant_approx_intervals,5,8,0.22796091700001853
768,1000,moment_quant_exact_intervals,6,8,0.42550712499723886
768,1000,moment_quant_exact_intervals,3,8,0.4234469999973953
768,1000,moment_quant_approx_intervals,0,8,0.22498804200222366
768,1000,moment_quant_exact_intervals,5,8,0.45880275000308757
768,1000,moment_quant_approx_intervals,9,8,0.22593487500125775
768,1000,moment_quant_exact_samples,7,8,0.18412487500245334
768,1000,moment_quant_approx_intervals,7,8,0.2282209580007475
768,1000,moment_quant_approx_intervals,8,8,0.22661741599949892
768,1000,moment_quant_exact_samples,2,8,0.1918837919984071
768,1000,moment_quant_approx_samples,4,8,0.13397162500041304
768,1000,moment_quant_exact_samples,3,8,0.19179829099812196
768,1000,moment_quant_approx_intervals,6,8,0.23296495799877448
768,1000,moment_quant_exact_samples,6,8,0.18455249999897205
768,1000,moment_quant_exact_intervals,1,8,0.42735150000225985
768,1000,moment_quant_approx_intervals,4,8,0.22716179100098088
768,3000,moment_quant_exact_samples,4,8,0.5389648750024207
768,3000,moment_quant_approx_samples,5,8,0.4299948330008192
768,3000,moment_quant_exact_samples,2,8,0.5442641669978912
768,3000,moment_quant_approx_samples,0,8,0.44545704200209
768,3000,moment_quant_approx_samples,9,8,0.40199658399797045
768,3000,moment_quant_exact_intervals,3,8,1.413937542001804
768,3000,moment_quant_approx_intervals,5,8,0.7898207079997519
768,3000,moment_quant_approx_samples,1,8,0.39321558300071047
768,3000,moment_quant_approx_samples,6,8,0.4335503329966741
768,3000,moment_quant_exact_samples,3,8,0.7091497080000408
768,3000,moment_quant_approx_samples,7,8,0.6485870830001659
768,3000,moment_quant_exact_intervals,7,8,1.456094375000248
768,3000,moment_quant_approx_intervals,6,8,0.8250787079996371
768,3000,moment_quant_approx_intervals,8,8,0.7796104169974569
768,3000,moment_quant_exact_intervals,4,8,1.4107428750030522
768,3000,moment_quant_approx_samples,2,8,0.3995249159997911
768,3000,moment_quant_exact_intervals,8,8,1.403780958000425
768,3000,moment_quant_exact_intervals,6,8,1.4233613329997752
768,3000,moment_quant_approx_intervals,4,8,0.8197900829982245
768,3000,moment_quant_exact_samples,9,8,0.5361269589993753
768,3000,moment_quant_approx_intervals,7,8,0.7741638329971465
768,3000,moment_quant_exact_intervals,9,8,1.3989216670015594
768,3000,moment_quant_exact_intervals,0,8,1.4174596250013565
768,3000,moment_quant_exact_samples,0,8,0.5379878749990894
768,3000,moment_quant_approx_samples,4,8,0.4032807919975312
768,3000,moment_quant_approx_intervals,0,8,0.7931897499984188
768,3000,moment_quant_exact_samples,6,8,0.5690509999985807
768,3000,moment_quant_exact_intervals,1,8,1.399959124999441
768,3000,moment_quant_exact_samples,5,8,0.5391012920008507
768,3000,moment_quant_approx_intervals,3,8,0.8349418750003679
768,3000,moment_quant_approx_intervals,9,8,0.8122176249999029
768,3000,moment_quant_approx_intervals,1,8,0.7766875420020369
768,3000,moment_quant_exact_intervals,2,8,1.4120079999993322
768,3000,moment_quant_exact_samples,7,8,0.5492667090002215
768,3000,moment_quant_approx_samples,3,8,0.4319799580007384
768,3000,moment_quant_approx_intervals,2,8,0.8418673749984009
768,3000,moment_quant_approx_samples,8,8,0.39624887500031036
768,3000,moment_quant_exact_intervals,5,8,1.4234981660010817
768,3000,moment_quant_exact_samples,1,8,0.5368191669986118
768,3000,moment_quant_exact_samples,8,8,0.5509170000004815
768,10000,moment_quant_approx_samples,0,8,1.7959967499991762
768,10000,moment_quant_approx_samples,7,8,1.738015708000603
768,10000,moment_quant_approx_samples,6,8,1.7517953749993467
768,10000,moment_quant_exact_intervals,3,8,5.0098418749985285
768,10000,moment_quant_approx_intervals,7,8,4.107706624999992
768,10000,moment_quant_exact_samples,2,8,1.8235330829993472
768,10000,moment_quant_approx_samples,1,8,1.7180818339984398
768,10000,moment_quant_exact_intervals,5,8,5.03313658299885
768,10000,moment_quant_exact_intervals,8,8,5.032642665999447
768,10000,moment_quant_exact_intervals,4,8,5.017893625001307
768,10000,moment_quant_exact_samples,9,8,1.798873250001634
768,10000,moment_quant_exact_intervals,6,8,5.027211125001486
768,10000,moment_quant_exact_samples,4,8,1.8092553749993385
768,10000,moment_quant_approx_intervals,5,8,4.1566782080008124
768,10000,moment_quant_exact_samples,0,8,1.8688220840012946
768,10000,moment_quant_exact_intervals,7,8,5.181117959000403
768,10000,moment_quant_approx_intervals,9,8,4.289313916997344
768,10000,moment_quant_exact_intervals,0,8,5.022419749999244
768,10000,moment_quant_approx_intervals,2,8,4.128210499999113
768,10000,moment_quant_approx_samples,4,8,1.7038364580002963
768,10000,moment_quant_exact_samples,1,8,1.8291537499972037
768,10000,moment_quant_approx_samples,5,8,1.7287359580004704
768,10000,moment_quant_exact_intervals,9,8,5.050420291998307
768,10000,moment_quant_approx_samples,3,8,1.664465374997235
768,10000,moment_quant_exact_samples,3,8,1.8428009169983852
768,10000,moment_quant_exact_samples,5,8,1.8848484999980428
768,10000,moment_quant_exact_samples,8,8,1.8704848750021483
768,10000,moment_quant_approx_intervals,3,8,4.169376416000887
768,10000,moment_quant_approx_intervals,1,8,3.9478810420005175
768,10000,moment_quant_approx_intervals,0,8,4.198533541999495
768,10000,moment_quant_approx_intervals,4,8,3.9875627500005066
768,10000,moment_quant_approx_samples,2,8,1.7023547499993583
768,10000,moment_quant_exact_samples,6,8,1.8329487500013784
768,10000,moment_quant_exact_intervals,2,8,5.031976874997781
768,10000,moment_quant_approx_intervals,8,8,4.21196133400008
768,10000,moment_quant_approx_samples,9,8,1.6461190420013736
768,10000,moment_quant_exact_samples,7,8,1.876186042001791
768,10000,moment_quant_approx_samples,8,8,1.6829002910017152
768,10000,moment_quant_approx_intervals,6,8,4.040916207999544
768,10000,moment_quant_exact_intervals,1,8,5.045436832999258
1024,1,moment_quant_exact_samples,4,8,0.001997999999730382
1024,1,moment_quant_exact_intervals,1,8,0.009898416999931214
1024,1,moment_quant_exact_samples,3,8,0.0019377089993213303
1024,1,moment_quant_approx_intervals,2,8,0.028890166999190114
1024,1,moment_quant_exact_intervals,6,8,0.008543125000869622
1024,1,moment_quant_approx_samples,5,8,0.025257416000386
1024,1,moment_quant_approx_samples,2,8,0.02528487500239862
1024,1,moment_quant_approx_intervals,3,8,0.028938374998688232
1024,1,moment_quant_approx_samples,7,8,0.025052042001334485
1024,1,moment_quant_exact_samples,5,8,0.0018248340020363685
1024,1,moment_quant_approx_samples,9,8,0.025117417000728892
1024,1,moment_quant_exact_samples,8,8,0.0029586249984276947
1024,1,moment_quant_exact_samples,6,8,0.0018425839989504311
1024,1,moment_quant_approx_samples,3,8,0.025158084001304815
1024,1,moment_quant_exact_intervals,2,8,0.008603833000961458
1024,1,moment_quant_exact_intervals,0,8,0.008492124998156214
1024,1,moment_quant_exact_samples,1,8,0.001851125001849141
1024,1,moment_quant_approx_intervals,8,8,0.028959249997569714
1024,1,moment_quant_approx_intervals,4,8,0.02908454199859989
1024,1,moment_quant_exact_samples,2,8,0.001962624999578111
1024,1,moment_quant_approx_samples,4,8,0.02502670799731277
1024,1,moment_quant_approx_samples,0,8,0.02528974999950151
1024,1,moment_quant_exact_intervals,9,8,0.008555999997042818
1024,1,moment_quant_approx_intervals,6,8,0.028850583999883384
1024,1,moment_quant_exact_intervals,3,8,0.008572916998673463
1024,1,moment_quant_exact_intervals,8,8,0.008494290999806253
1024,1,moment_quant_approx_samples,6,8,0.025424667001061607
1024,1,moment_quant_approx_samples,1,8,0.02520195800025249
1024,1,moment_quant_approx_intervals,9,8,0.02879633300108253
1024,1,moment_quant_approx_samples,8,8,0.0251681669979007
1024,1,moment_quant_approx_intervals,0,8,0.028758665997884236
1024,1,moment_quant_exact_intervals,7,8,0.00851899999906891
1024,1,moment_quant_exact_samples,9,8,0.001838084001064999
