Series length,Number of samples,Estimator,Run,Threads,Runtime
128,3,moment_quant_exact_samples,6,8,0.000992749999568332
128,3,moment_quant_approx_intervals,5,8,0.02297362500030431
128,3,moment_quant_approx_samples,4,8,0.019259374999819556
128,3,moment_quant_approx_intervals,0,8,0.022524374999193242
128,3,moment_quant_approx_samples,5,8,0.01885279099951731
128,3,moment_quant_exact_intervals,8,8,0.006717666001350153
128,3,moment_quant_approx_samples,7,8,0.018742457999906037
128,3,moment_quant_exact_samples,8,8,0.0010667079986887984
128,3,moment_quant_exact_intervals,3,8,0.006699292000121204
128,3,moment_quant_approx_samples,9,8,0.01885729100104072
128,3,moment_quant_exact_samples,9,8,0.0009362499986309558
128,3,moment_quant_approx_intervals,9,8,0.022485000001324806
128,3,moment_quant_exact_samples,1,8,0.0010318750028091017
128,3,moment_quant_exact_intervals,9,8,0.0066165409989480395
128,3,moment_quant_exact_samples,7,8,0.0008769579981162678
128,3,moment_quant_approx_samples,2,8,0.018689791999349836
128,3,moment_quant_exact_samples,0,8,0.0009390420018462464
128,3,moment_quant_exact_intervals,0,8,0.006586000003153458
128,3,moment_quant_exact_intervals,6,8,0.006550375001097564
128,3,moment_quant_approx_samples,6,8,0.018694582999160048
128,3,moment_quant_exact_intervals,7,8,0.006683291998342611
128,3,moment_quant_approx_intervals,6,8,0.022464000001491513
128,3,moment_quant_exact_intervals,1,8,0.00663387499662349
128,3,moment_quant_exact_intervals,2,8,0.006571750000148313
128,3,moment_quant_approx_samples,1,8,0.018610125000122935
128,3,moment_quant_exact_samples,3,8,0.0009217920014634728
128,3,moment_quant_exact_samples,4,8,0.0009447500015085097
128,3,moment_quant_exact_intervals,4,8,0.006693499999528285
128,3,moment_quant_exact_intervals,5,8,0.006590832999791019
128,3,moment_quant_approx_intervals,7,8,0.02245379200030584
128,3,moment_quant_exact_samples,5,8,0.0009394999979122076
128,3,moment_quant_approx_samples,0,8,0.0185389589969418
128,3,moment_quant_approx_samples,3,8,0.018662792001123307
128,3,moment_quant_approx_intervals,8,8,0.022442333000071812
128,3,moment_quant_approx_intervals,1,8,0.0227405000005092
128,3,moment_quant_approx_intervals,4,8,0.022411707999708597
128,3,moment_quant_approx_samples,8,8,0.018527291998907458
128,4,moment_quant_exact_samples,2,8,0.002073916999506764
128,4,moment_quant_approx_samples,1,8,0.018728625000221655
128,4,moment_quant_approx_intervals,8,8,0.023586582999996608
128,4,moment_quant_approx_intervals,0,8,0.022472250002465444
128,4,moment_quant_approx_samples,4,8,0.018826250001438893
128,4,moment_quant_exact_samples,3,8,0.001177750000351807
128,4,moment_quant_exact_samples,7,8,0.0019847500007017516
128,4,moment_quant_exact_intervals,6,8,0.006723750000674045
128,4,moment_quant_approx_samples,8,8,0.018681958001252497
128,4,moment_quant_exact_intervals,3,8,0.006620875003136462
128,4,moment_quant_approx_samples,3,8,0.01879137500145589
128,4,moment_quant_approx_samples,7,8,0.018589833998703398
128,4,moment_quant_approx_intervals,4,8,0.022525459000462433
128,4,moment_quant_approx_intervals,3,8,0.02244254200195428
128,4,moment_quant_exact_intervals,4,8,0.0066879170008178335
128,4,moment_quant_exact_intervals,7,8,0.00661124999896856
128,4,moment_quant_approx_samples,9,8,0.018711415999860037
128,4,moment_quant_approx_samples,2,8,0.018679333999898518
128,4,moment_quant_exact_samples,9,8,0.0009847500004980247
128,4,moment_quant_exact_samples,5,8,0.0009461669978918508
128,4,moment_quant_exact_intervals,8,8,0.0066636660012591165
128,4,moment_quant_exact_intervals,2,8,0.006583082998986356
128,4,moment_quant_approx_samples,5,8,0.01876966599957086
128,4,moment_quant_approx_intervals,9,8,0.02365049999934854
128,4,moment_quant_approx_intervals,1,8,0.022389833997294772
128,4,moment_quant_exact_intervals,0,8,0.0066722909978125244
128,4,moment_quant_approx_samples,6,8,0.01879216599991196
128,4,moment_quant_approx_samples,0,8,0.01859645800141152
128,4,moment_quant_approx_intervals,6,8,0.022498624999570893
128,4,moment_quant_approx_intervals,5,8,0.02246933300193632
128,4,moment_quant_exact_intervals,9,8,0.006696707998344209
128,4,moment_quant_exact_samples,4,8,0.0010693330004869495
128,4,moment_quant_approx_intervals,2,8,0.022466750000603497
128,4,moment_quant_exact_intervals,1,8,0.006694457999401493
128,4,moment_quant_exact_samples,0,8,0.001049291000526864
128,4,moment_quant_exact_intervals,5,8,0.006647124999290099
128,4,moment_quant_exact_samples,8,8,0.0009517910002614371
128,4,moment_quant_exact_samples,6,8,0.000991834000160452
128,4,moment_quant_exact_samples,1,8,0.0009762499976204708
128,4,moment_quant_approx_intervals,7,8,0.022501125000417233
128,8,moment_quant_exact_intervals,6,8,0.006876333001855528
128,8,moment_quant_approx_samples,8,8,0.018849457999749575
128,8,moment_quant_exact_samples,0,8,0.001212333001603838
128,8,moment_quant_exact_samples,6,8,0.0011070420005125925
128,8,moment_quant_exact_intervals,9,8,0.0068361250014277175
128,8,moment_quant_approx_intervals,5,8,0.02273270799923921
128,8,moment_quant_exact_samples,7,8,0.001218208002683241
128,8,moment_quant_exact_intervals,4,8,0.006822125000326196
128,8,moment_quant_approx_intervals,7,8,0.022664542000711663
128,8,moment_quant_approx_intervals,2,8,0.022637209000095027
128,8,moment_quant_approx_intervals,0,8,0.02266166699700989
128,8,moment_quant_approx_samples,5,8,0.018759624999802327
128,8,moment_quant_approx_intervals,6,8,0.022725667000486283
128,8,moment_quant_exact_samples,4,8,0.0012161250015196856
128,8,moment_quant_approx_intervals,3,8,0.02270058300200617
128,8,moment_quant_approx_samples,7,8,0.01886695800203597
128,8,moment_quant_approx_intervals,9,8,0.022715499999321764
128,8,moment_quant_approx_intervals,4,8,0.022732458000973566
128,8,moment_quant_approx_samples,3,8,0.018893750002462184
128,8,moment_quant_exact_samples,5,8,0.0012749590023304336
128,8,moment_quant_approx_samples,0,8,0.018742959000519477
128,8,moment_quant_exact_samples,1,8,0.0011648340005194768
128,8,moment_quant_approx_samples,6,8,0.018753459000436123
128,8,moment_quant_exact_samples,3,8,0.0012983329979761038
128,8,moment_quant_exact_intervals,5,8,0.006887667001137743
128,8,moment_quant_exact_intervals,0,8,0.006820958002208499
128,8,moment_quant_exact_intervals,8,8,0.006782874999771593
128,8,moment_quant_exact_samples,9,8,0.0012078330000804272
128,8,moment_quant_exact_intervals,2,8,0.006863624999823514
128,8,moment_quant_approx_samples,9,8,0.018838791002053767
128,8,moment_quant_approx_samples,2,8,0.018753125001239823
128,8,moment_quant_approx_samples,4,8,0.018670000001293374
128,8,moment_quant_approx_intervals,1,8,0.022695416999340523
128,8,moment_quant_exact_samples,2,8,0.0011779999986174516
128,8,moment_quant_approx_samples,1,8,0.018836208997527137
128,8,moment_quant_exact_intervals,3,8,0.006855083000118611
128,8,moment_quant_approx_intervals,8,8,0.022898499999428168
128,8,moment_quant_exact_intervals,1,8,0.006890166998346103
128,8,moment_quant_exact_samples,8,8,0.0012308340010349639
128,8,moment_quant_exact_intervals,7,8,0.0068289580012788065
128,10,moment_quant_approx_intervals,5,8,0.022969833000388462
128,10,moment_quant_exact_intervals,1,8,0.006931583000550745
128,10,moment_quant_approx_samples,7,8,0.018993084002431715
128,10,moment_quant_exact_intervals,5,8,0.006991500002186513
128,10,moment_quant_approx_intervals,6,8,0.022800541002652608
128,10,moment_quant_exact_intervals,4,8,0.0069452919997274876
128,10,moment_quant_exact_samples,8,8,0.001460750001569977
128,10,moment_quant_exact_samples,2,8,0.001351625000097556
128,10,moment_quant_approx_samples,5,8,0.018795792002492817
128,10,moment_quant_exact_intervals,2,8,0.007003959002759075
128,10,moment_quant_exact_samples,7,8,0.0013808750009047799
128,10,moment_quant_approx_intervals,1,8,0.022905417001311434
128,10,moment_quant_exact_samples,0,8,0.0013437919988064095
128,10,moment_quant_approx_intervals,0,8,0.02284466700075427
128,10,moment_quant_approx_samples,6,8,0.018859959000110393
128,10,moment_quant_exact_samples,5,8,0.0013007499983359594
128,10,moment_quant_approx_intervals,7,8,0.022890708001796156
128,10,moment_quant_approx_intervals,9,8,0.022800792001362424
128,10,moment_quant_exact_samples,4,8,0.0012978749982721638
128,10,moment_quant_approx_samples,4,8,0.018830458000593353
128,10,moment_quant_approx_intervals,3,8,0.02286150000145426
128,10,moment_quant_exact_intervals,7,8,0.006876542000100017
128,10,moment_quant_approx_samples,9,8,0.018762415998935467
128,10,moment_quant_approx_samples,3,8,0.018881083000451326
128,10,moment_quant_approx_intervals,8,8,0.022817166001914302
128,10,moment_quant_exact_samples,9,8,0.001249625001946697
128,10,moment_quant_exact_samples,3,8,0.0012808749997930136
128,10,moment_quant_approx_samples,1,8,0.018900625000242144
128,10,moment_quant_exact_intervals,3,8,0.006894041998748435
128,10,moment_quant_approx_samples,2,8,0.018871333999413764
128,10,moment_quant_approx_samples,8,8,0.018885207999119302
128,10,moment_quant_approx_samples,0,8,0.01880654199703713
128,10,moment_quant_approx_intervals,4,8,0.022869084001285955
128,10,moment_quant_approx_intervals,2,8,0.022810917002061615
128,10,moment_quant_exact_intervals,0,8,0.0069084999995538965
128,10,moment_quant_exact_intervals,9,8,0.006890625001688022
128,10,moment_quant_exact_intervals,8,8,0.006927875001565553
128,10,moment_quant_exact_samples,1,8,0.0013409579987637699
128,10,moment_quant_exact_intervals,6,8,0.006898042000102578
128,10,moment_quant_exact_samples,6,8,0.0012562499978230335
128,16,moment_quant_exact_intervals,8,8,0.007217833001050167
128,16,moment_quant_exact_intervals,2,8,0.0071793749993958045
128,16,moment_quant_exact_samples,9,8,0.0015369170032499824
128,16,moment_quant_approx_intervals,0,8,0.023197291997348657
128,16,moment_quant_approx_intervals,8,8,0.02307591700082412
128,16,moment_quant_exact_samples,2,8,0.0017032920004567131
128,16,moment_quant_approx_intervals,2,8,0.02308945799813955
128,16,moment_quant_approx_samples,3,8,0.019074915999226505
128,16,moment_quant_approx_samples,1,8,0.01899129199955496
128,16,moment_quant_approx_samples,5,8,0.01895325000077719
128,16,moment_quant_approx_samples,0,8,0.019005292000656482
128,16,moment_quant_exact_intervals,4,8,0.007119458998204209
128,16,moment_quant_exact_intervals,3,8,0.007060500000079628
128,16,moment_quant_exact_intervals,1,8,0.007067833001201507
128,16,moment_quant_exact_samples,3,8,0.001626042001589667
128,16,moment_quant_approx_intervals,4,8,0.023069415998179466
128,16,moment_quant_exact_intervals,5,8,0.007109209000191186
128,16,moment_quant_exact_intervals,0,8,0.007055250000121305
128,16,moment_quant_approx_samples,8,8,0.018986041999596637
128,16,moment_quant_approx_intervals,9,8,0.023061916999722598
128,16,moment_quant_exact_intervals,9,8,0.0071376249979948625
128,16,moment_quant_exact_intervals,6,8,0.007064000001264503
128,16,moment_quant_exact_samples,6,8,0.001547957999719074
128,16,moment_quant_exact_samples,4,8,0.0014676659993710928
128,16,moment_quant_approx_intervals,5,8,0.023234416999912355
128,16,moment_quant_approx_intervals,6,8,0.023110417001589667
128,16,moment_quant_exact_samples,5,8,0.0027028340009565
128,16,moment_quant_approx_samples,9,8,0.018918249999842374
128,16,moment_quant_approx_intervals,1,8,0.023083167001459515
128,16,moment_quant_exact_intervals,7,8,0.007116791002772516
128,16,moment_quant_exact_samples,8,8,0.001644542000576621
128,16,moment_quant_exact_samples,1,8,0.0016069170014816336
128,16,moment_quant_approx_samples,2,8,0.0189694580003561
128,16,moment_quant_approx_samples,4,8,0.01902529200015124
128,16,moment_quant_approx_intervals,3,8,0.02309433399932459
128,16,moment_quant_approx_samples,6,8,0.01897754200035706
128,16,moment_quant_approx_samples,7,8,0.019246790998295182
128,16,moment_quant_exact_samples,7,8,0.0028159169996797573
128,16,moment_quant_exact_samples,0,8,0.0015843750006752089
128,16,moment_quant_approx_intervals,7,8,0.02315570800055866
128,30,moment_quant_approx_samples,0,8,0.019262540998170152
128,30,moment_quant_approx_samples,3,8,0.01943208400189178
128,30,moment_quant_exact_intervals,7,8,0.0077462090011977125
128,30,moment_quant_approx_intervals,4,8,0.023724166996544227
128,30,moment_quant_exact_samples,4,8,0.0023384579981211573
128,30,moment_quant_approx_samples,1,8,0.019344374999491265
128,30,moment_quant_approx_samples,8,8,0.019234875002439367
128,30,moment_quant_exact_intervals,2,8,0.007645000001502922
128,30,moment_quant_approx_intervals,0,8,0.023806834000424715
128,30,moment_quant_approx_intervals,5,8,0.02369708300102502
128,30,moment_quant_exact_samples,7,8,0.0023374159973172937
128,30,moment_quant_exact_samples,8,8,0.0032888329988054466
128,30,moment_quant_exact_samples,6,8,0.002530750000005355
128,30,moment_quant_approx_intervals,7,8,0.023841082998842467
128,30,moment_quant_approx_samples,7,8,0.019227124997996725
128,30,moment_quant_approx_intervals,3,8,0.023684249998041196
128,30,moment_quant_exact_samples,5,8,0.003335332999995444
128,30,moment_quant_approx_samples,6,8,0.019268000000010943
128,30,moment_quant_approx_intervals,2,8,0.02382579199911561
128,30,moment_quant_exact_intervals,4,8,0.0076550000012503006
128,30,moment_quant_approx_samples,5,8,0.01940695799930836
128,30,moment_quant_exact_samples,9,8,0.0033463340005255304
128,30,moment_quant_approx_samples,2,8,0.019309624996822095
128,30,moment_quant_approx_intervals,9,8,0.023752291999699082
128,30,moment_quant_approx_samples,4,8,0.01922500000000582
128,30,moment_quant_exact_intervals,9,8,0.007654000000911765
128,30,moment_quant_exact_intervals,0,8,0.007618957999511622
128,30,moment_quant_exact_intervals,3,8,0.0075862910016439855
128,30,moment_quant_approx_intervals,8,8,0.023750541997287655
128,30,moment_quant_exact_intervals,5,8,0.007594165999762481
128,30,moment_quant_exact_samples,3,8,0.0022164580004755408
128,30,moment_quant_approx_samples,9,8,0.019259124997915933
128,30,moment_quant_approx_intervals,6,8,0.023842958002205705
128,30,moment_quant_exact_intervals,6,8,0.007631832999322796
128,30,moment_quant_exact_intervals,1,8,0.007580833000247367
128,30,moment_quant_exact_intervals,8,8,0.0075454580000950955
128,30,moment_quant_exact_samples,2,8,0.0030646660015918314
128,30,moment_quant_exact_samples,0,8,0.0024125419986376073
128,30,moment_quant_exact_samples,1,8,0.0022529580019181594
128,30,moment_quant_approx_intervals,1,8,0.023783290998835582
128,32,moment_quant_approx_intervals,6,8,0.02500266700008069
128,32,moment_quant_exact_intervals,4,8,0.00846191600066959
128,32,moment_quant_exact_intervals,0,8,0.0077529999980470166
128,32,moment_quant_exact_samples,9,8,0.004122750000533415
128,32,moment_quant_approx_samples,7,8,0.019414375001360895
128,32,moment_quant_approx_intervals,8,8,0.02393741699779639
128,32,moment_quant_approx_samples,2,8,0.020214624997606734
128,32,moment_quant_approx_intervals,9,8,0.02389091700024437
128,32,moment_quant_approx_samples,6,8,0.02017691700166324
128,32,moment_quant_exact_intervals,9,8,0.007775124999170657
128,32,moment_quant_approx_samples,9,8,0.019431084001553245
128,32,moment_quant_exact_samples,8,8,0.00295791700045811
128,32,moment_quant_approx_samples,0,8,0.01929204200132517
128,32,moment_quant_exact_intervals,3,8,0.007776207999995677
128,32,moment_quant_approx_intervals,7,8,0.023873542002547765
128,32,moment_quant_approx_samples,8,8,0.01926979199924972
128,32,moment_quant_exact_samples,1,8,0.002328290996956639
128,32,moment_quant_exact_intervals,5,8,0.007778708000842016
128,32,moment_quant_exact_samples,7,8,0.0024798749982437585
128,32,moment_quant_approx_intervals,0,8,0.0239465829981782
128,32,moment_quant_exact_samples,3,8,0.002285000002302695
128,32,moment_quant_approx_intervals,1,8,0.02390887500223471
128,32,moment_quant_exact_samples,5,8,0.0023087500012479722
128,32,moment_quant_approx_intervals,5,8,0.023938458998600254
128,32,moment_quant_exact_samples,6,8,0.00426612500086776
128,32,moment_quant_exact_samples,2,8,0.003373542000190355
128,32,moment_quant_approx_intervals,2,8,0.024227666999649955
128,32,moment_quant_approx_samples,3,8,0.019248625001637265
128,32,moment_quant_exact_intervals,7,8,0.008103790998575278
128,32,moment_quant_approx_intervals,3,8,0.024038625000684988
128,32,moment_quant_approx_samples,1,8,0.020898833998217015
128,32,moment_quant_exact_samples,0,8,0.002513332998205442
128,32,moment_quant_exact_intervals,1,8,0.00780191699959687
128,32,moment_quant_exact_intervals,2,8,0.008137916000123369
128,32,moment_quant_exact_intervals,6,8,0.007692208000662504
128,32,moment_quant_approx_intervals,4,8,0.023923749999084976
128,32,moment_quant_approx_samples,4,8,0.01952083400101401
128,32,moment_quant_exact_intervals,8,8,0.0077709580000373535
128,32,moment_quant_approx_samples,5,8,0.01933916699999827
128,32,moment_quant_exact_samples,4,8,0.002298082999914186
128,64,moment_quant_approx_samples,4,8,0.02011570899776416
128,64,moment_quant_exact_intervals,5,8,0.008906999999453546
128,64,moment_quant_approx_intervals,6,8,0.025476750000962056
128,64,moment_quant_approx_samples,0,8,0.02103158400132088
128,64,moment_quant_exact_samples,0,8,0.004911416999675566
128,64,moment_quant_approx_samples,3,8,0.02058233299976564
128,64,moment_quant_exact_samples,4,8,0.005289749999064952
128,64,moment_quant_approx_intervals,4,8,0.02634891599882394
128,64,moment_quant_approx_intervals,1,8,0.02606562499931897
128,64,moment_quant_exact_intervals,3,8,0.009243833999789786
128,64,moment_quant_exact_intervals,9,8,0.00909045799926389
128,64,moment_quant_approx_samples,1,8,0.02165604100082419
128,64,moment_quant_approx_samples,2,8,0.021310625001206063
128,64,moment_quant_approx_samples,5,8,0.02046729099674849
128,64,moment_quant_exact_samples,9,8,0.0048124999993888196
128,64,moment_quant_approx_intervals,7,8,0.026337792001868365
128,64,moment_quant_exact_intervals,1,8,0.009253459000319708
128,64,moment_quant_exact_samples,6,8,0.0042852089973166585
128,64,moment_quant_exact_intervals,7,8,0.009173290996841388
128,64,moment_quant_approx_samples,8,8,0.020437666000361787
128,64,moment_quant_exact_samples,7,8,0.005133582999405917
128,64,moment_quant_exact_samples,5,8,0.004143833997659385
128,64,moment_quant_exact_samples,1,8,0.004514958000072511
128,64,moment_quant_approx_intervals,5,8,0.025609125001210487
128,64,moment_quant_exact_intervals,6,8,0.008900458000425715
128,64,moment_quant_approx_samples,7,8,0.02193016700039152
128,64,moment_quant_exact_samples,3,8,0.004576999999699183
128,64,moment_quant_approx_samples,6,8,0.020391207999637118
128,64,moment_quant_exact_samples,2,8,0.0040169160020013805
128,64,moment_quant_approx_intervals,2,8,0.02566454100087867
128,64,moment_quant_exact_samples,8,8,0.005222874999162741
128,64,moment_quant_exact_intervals,4,8,0.008900458000425715
128,64,moment_quant_exact_intervals,2,8,0.008830250000755768
128,64,moment_quant_approx_intervals,3,8,0.026784000001498498
128,64,moment_quant_exact_intervals,0,8,0.008857958997396054
128,64,moment_quant_approx_intervals,8,8,0.02615670900195255
128,64,moment_quant_approx_samples,9,8,0.021084625001094537
128,64,moment_quant_approx_intervals,0,8,0.026248291000229074
128,64,moment_quant_approx_intervals,9,8,0.026169083997956477
128,64,moment_quant_exact_intervals,8,8,0.00897524999891175
128,100,moment_quant_exact_intervals,4,8,0.010352292003517505
128,100,moment_quant_approx_intervals,0,8,0.02986274999784655
128,100,moment_quant_exact_samples,6,8,0.006711082998663187
128,100,moment_quant_approx_intervals,6,8,0.0294622920009715
128,100,moment_quant_approx_intervals,1,8,0.02920116699897335
128,100,moment_quant_approx_intervals,3,8,0.028873625000414904
128,100,moment_quant_approx_intervals,4,8,0.02976391699849046
128,100,moment_quant_exact_intervals,8,8,0.01014887500059558
128,100,moment_quant_approx_samples,0,8,0.023928665999847
128,100,moment_quant_approx_intervals,7,8,0.02901716699852841
128,100,moment_quant_exact_intervals,9,8,0.010212584002147196
128,100,moment_quant_approx_samples,5,8,0.02110687499953201
128,100,moment_quant_approx_samples,4,8,0.023237833000166574
128,100,moment_quant_exact_samples,4,8,0.0063985830020101275
128,100,moment_quant_exact_samples,2,8,0.006367791000229772
128,100,moment_quant_approx_intervals,8,8,0.029334041002584854
128,100,moment_quant_approx_samples,6,8,0.021510458002012456
128,100,moment_quant_exact_intervals,2,8,0.010238541999569861
128,100,moment_quant_exact_samples,3,8,0.0055608750008104835
128,100,moment_quant_exact_intervals,0,8,0.01018816599753336
128,100,moment_quant_approx_intervals,2,8,0.029892833001213148
128,100,moment_quant_approx_intervals,9,8,0.02902183399783098
128,100,moment_quant_exact_intervals,7,8,0.01013112500004354
128,100,moment_quant_exact_samples,9,8,0.00772254199910094
128,100,moment_quant_exact_samples,7,8,0.006645833000220591
128,100,moment_quant_exact_intervals,1,8,0.010323499998776242
128,100,moment_quant_exact_intervals,3,8,0.010521374999370892
128,100,moment_quant_exact_intervals,5,8,0.010377040998719167
128,100,moment_quant_approx_samples,1,8,0.02238920800300548
128,100,moment_quant_approx_samples,9,8,0.022640791998128407
128,100,moment_quant_exact_samples,0,8,0.006452707999414997
128,100,moment_quant_exact_samples,5,8,0.005960750000667758
128,100,moment_quant_approx_samples,8,8,0.021259916000417434
128,100,moment_quant_exact_samples,1,8,0.006343583998386748
128,100,moment_quant_approx_intervals,5,8,0.030529999999998836
128,100,moment_quant_approx_samples,3,8,0.022116542000730988
128,100,moment_quant_exact_samples,8,8,0.005736041999625741
128,100,moment_quant_approx_samples,2,8,0.022147457999381004
128,100,moment_quant_exact_intervals,6,8,0.010285124997608364
128,100,moment_quant_approx_samples,7,8,0.022724040998582495
128,300,moment_quant_exact_intervals,9,8,0.020343083000625484
128,300,moment_quant_exact_samples,7,8,0.019556457998987753
128,300,moment_quant_approx_intervals,8,8,0.044651708001765655
128,300,moment_quant_approx_intervals,1,8,0.04419950000010431
128,300,moment_quant_approx_samples,2,8,0.029565916000137804
128,300,moment_quant_approx_intervals,6,8,0.0451258749999397
128,300,moment_quant_approx_intervals,5,8,0.04666387499673874
128,300,moment_quant_exact_samples,4,8,0.016088459000457078
128,300,moment_quant_exact_intervals,2,8,0.01847733300019172
128,300,moment_quant_approx_intervals,7,8,0.0438487499995972
128,300,moment_quant_exact_intervals,8,8,0.01768150000134483
128,300,moment_quant_exact_samples,3,8,0.01636691699968651
128,300,moment_quant_approx_samples,9,8,0.027835124998091487
128,300,moment_quant_exact_intervals,0,8,0.018996333998074988
128,300,moment_quant_exact_samples,5,8,0.017454207998525817
128,300,moment_quant_approx_intervals,3,8,0.04424779200053308
128,300,moment_quant_exact_samples,2,8,0.016142708002007566
128,300,moment_quant_exact_samples,6,8,0.018044749998807674
128,300,moment_quant_exact_samples,8,8,0.016510249999555526
128,300,moment_quant_exact_intervals,4,8,0.018630833001225255
128,300,moment_quant_approx_intervals,9,8,0.046572750001359964
128,300,moment_quant_exact_samples,0,8,0.016932791000726866
128,300,moment_quant_approx_intervals,0,8,0.0426104159996612
128,300,moment_quant_exact_intervals,1,8,0.018687750001845416
128,300,moment_quant_approx_intervals,2,8,0.04402691699942807
128,300,moment_quant_approx_samples,1,8,0.02930641700004344
128,300,moment_quant_approx_samples,6,8,0.02734075000262237
128,300,moment_quant_approx_samples,3,8,0.028320375000475906
128,300,moment_quant_exact_intervals,7,8,0.018627334000484552
128,300,moment_quant_approx_samples,8,8,0.029046666997601278
128,300,moment_quant_approx_samples,4,8,0.0280360409997229
128,300,moment_quant_exact_intervals,6,8,0.01942195899755461
128,300,moment_quant_exact_intervals,3,8,0.0182484580000164
128,300,moment_quant_exact_samples,9,8,0.016478333000122802
128,300,moment_quant_approx_samples,7,8,0.02933054100139998
128,300,moment_quant_exact_intervals,5,8,0.018455082998116268
128,300,moment_quant_approx_samples,5,8,0.029264500000863336
128,300,moment_quant_approx_intervals,4,8,0.040570041001046775
128,300,moment_quant_approx_samples,0,8,0.028339917000266723
128,300,moment_quant_exact_samples,1,8,0.017058167002687696
128,1000,moment_quant_exact_intervals,9,8,0.046259333001216874
128,1000,moment_quant_approx_intervals,7,8,0.08397804099877249
128,1000,moment_quant_exact_samples,1,8,0.05164645799959544
128,1000,moment_quant_exact_samples,7,8,0.05281316699984018
128,1000,moment_quant_approx_samples,1,8,0.046499583000695566
128,1000,moment_quant_approx_samples,5,8,0.04760354199970607
128,1000,moment_quant_approx_samples,4,8,0.047544499997457024
128,1000,moment_quant_approx_samples,6,8,0.04521366699918872
128,1000,moment_quant_exact_intervals,7,8,0.045203249999758555
128,1000,moment_quant_exact_samples,6,8,0.05317300000024261
128,1000,moment_quant_exact_samples,4,8,0.05323316700014402
128,1000,moment_quant_approx_samples,8,8,0.04766725000081351
128,1000,moment_quant_approx_samples,7,8,0.045994833002623636
128,1000,moment_quant_approx_samples,9,8,0.046607666998170316
128,1000,moment_quant_approx_intervals,6,8,0.08314370900188806
128,1000,moment_quant_exact_intervals,3,8,0.044387917001586175
128,1000,moment_quant_approx_intervals,0,8,0.08399370799816097
128,1000,moment_quant_exact_samples,2,8,0.05374487500012037
128,1000,moment_quant_exact_samples,5,8,0.052202791997842724
128,1000,moment_quant_exact_intervals,4,8,0.04405062499790802
128,1000,moment_quant_approx_intervals,5,8,0.08467070799815701
128,1000,moment_quant_exact_intervals,0,8,0.04438108300018939
128,1000,moment_quant_exact_intervals,8,8,0.044115790999057936
128,1000,moment_quant_approx_intervals,9,8,0.08419916599814314
128,1000,moment_quant_exact_intervals,6,8,0.044366540998453274
128,1000,moment_quant_approx_intervals,8,8,0.08396729199739639
128,1000,moment_quant_approx_intervals,1,8,0.08272991699777776
128,1000,moment_quant_exact_samples,9,8,0.052965416998631554
128,1000,moment_quant_exact_intervals,5,8,0.04642158299975563
128,1000,moment_quant_approx_intervals,3,8,0.08585975000096369
128,1000,moment_quant_approx_samples,2,8,0.047249792001821334
128,1000,moment_quant_approx_samples,0,8,0.046651332999317674
128,1000,moment_quant_exact_samples,8,8,0.05138325000007171
128,1000,moment_quant_exact_samples,0,8,0.053048541998578
128,1000,moment_quant_exact_intervals,1,8,0.04434654099895852
128,1000,moment_quant_exact_intervals,2,8,0.04424170900165336
128,1000,moment_quant_exact_samples,3,8,0.05258462500205496
128,1000,moment_quant_approx_intervals,4,8,0.08510079199913889
128,1000,moment_quant_approx_samples,3,8,0.046094375000393484
128,1000,moment_quant_approx_intervals,2,8,0.08283420899897465
128,3000,moment_quant_approx_samples,6,8,0.10721954100154107
128,3000,moment_quant_approx_samples,9,8,0.10247579099814175
128,3000,moment_quant_exact_samples,1,8,0.14147820800280897
128,3000,moment_quant_approx_intervals,1,8,0.21094595799877425
128,3000,moment_quant_exact_intervals,7,8,0.1329865420011629
128,3000,moment_quant_approx_samples,5,8,0.1007272919996467
128,3000,moment_quant_exact_intervals,3,8,0.13025574999846867
128,3000,moment_quant_exact_intervals,9,8,0.12987583299764083
128,3000,moment_quant_exact_samples,8,8,0.1500886249996256
128,3000,moment_quant_exact_samples,3,8,0.15159554199999548
128,3000,moment_quant_approx_samples,8,8,0.10333720899870968
128,3000,moment_quant_exact_intervals,5,8,0.12895216600009007
128,3000,moment_quant_exact_intervals,8,8,0.12972033300320618
128,3000,moment_quant_exact_samples,7,8,0.15282112500062794
128,3000,moment_quant_exact_samples,6,8,0.15597791700201924
128,3000,moment_quant_approx_samples,7,8,0.10616304199720616
128,3000,moment_quant_exact_intervals,2,8,0.13155941700097173
128,3000,moment_quant_approx_intervals,9,8,0.20567099999971106
128,3000,moment_quant_approx_samples,0,8,0.1034705420024693
128,3000,moment_quant_exact_intervals,0,8,0.12838245799866854
128,3000,moment_quant_exact_samples,5,8,0.15093295800033957
128,3000,moment_quant_approx_samples,2,8,0.1016881249997823
128,3000,moment_quant_approx_intervals,2,8,0.2150560830014001
128,3000,moment_quant_exact_intervals,1,8,0.14474470799905248
128,3000,moment_quant_approx_intervals,8,8,0.20977516600032686
128,3000,moment_quant_approx_intervals,6,8,0.2080717499993625
128,3000,moment_quant_approx_intervals,0,8,0.20505237499673967
128,3000,moment_quant_approx_intervals,4,8,0.20387375000063912
128,3000,moment_quant_approx_samples,3,8,0.1071812919981312
128,3000,moment_quant_exact_intervals,4,8,0.12917058400125825
128,3000,moment_quant_approx_samples,1,8,0.10324724999736645
128,3000,moment_quant_approx_intervals,7,8,0.2152782910015958
