Series length,Run 0,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9
16,0.00304600000163191,0.003005582999321632,0.0030956250011513475,0.003065875000174856,0.0032551250005781185,0.0030329589972097892,0.003159583000524435,0.002994333997776266,0.003024958001333289,0.0029743339982815087
32,0.007323499998165062,0.007245665998198092,0.007210749998193933,0.007373125001322478,0.00715870900239679,0.0073145839996868744,0.0072979999968083575,0.00735779100068612,0.007422458998917136,0.007364624998444924
64,0.01722012500249548,0.01752962499813293,0.01752529200166464,0.017464708998886636,0.01750779199937824,0.01724566600023536,0.017820042001403635,0.01754491699830396,0.017611708000913495,0.017277333998208633
128,0.03371454200168955,0.03348258299956797,0.033120416999736335,0.03303191700251773,0.0330239579998306,0.033270584001002135,0.03312395799730439,0.033300957999017555,0.033294917000603164,0.03342125000199303
256,0.0732548339983623,0.07183708299999125,0.07209974999932456,0.07137620800131117,0.07177291699917987,0.07161233299848391,0.07181433300138451,0.07189620800272678,0.07139304199881735,0.07242858300014632
512,0.17008054200050537,0.16757904100086307,0.16814533400247456,0.16831237500082352,0.1682721670003957,0.16928079199715285,0.16730541700235335,0.1696859579969896,0.17002341699844692,0.16896354200071073
1024,0.40925575000073877,0.4055147910003143,0.41548220900222077,0.41112133400019957,0.41971154199927696,0.4074230410005839,0.417157000003499,0.40947112499998184,0.40983008300099755,0.42079620900040027
2048,0.9581003330022213,0.964545041002566,0.9494744580006227,0.967603124998277,0.9559215830013272,0.9826564999966649,0.9681723749999946,0.9467063329975645,0.9634394160020747,0.960810541997489
4096,2.1526843329993426,2.172575583001162,2.1725005000007513,2.1843467079997936,2.1552700419997564,2.1636396249996324,2.174346500003594,2.1603447499983304,2.165248875000543,2.1712027079993277
