Dataset,SeriesLength,LengthBin,Estimator,Stage,MeanTime,PctOfTotal
PhoneHeartbeatSound,3053,Long,moment_quant_exact,Classification (training),15.934374298598657,92.02728689647783
PhoneHeartbeatSound,3053,Long,moment_quant_exact,Transformation (inference),0.40484908336705605,2.3381628952994227
PhoneHeartbeatSound,3053,Long,moment_quant_exact,Transformation (training),0.9633436374332329,5.563688892996652
PhoneHeartbeatSound,3053,Long,quant,Classification (inference),0.01221358486509411,0.06609270199906983
PhoneHeartbeatSound,3053,Long,quant,Classification (training),15.936615086034484,86.23954092016224
PhoneHeartbeatSound,3053,Long,quant,Transformation (inference),0.7607301916320769,4.116622139412033
PhoneHeartbeatSound,3053,Long,quant,Transformation (training),1.7699169277999318,9.577744238426652
Phoneme,1024,Long,moment_quant_approx,Classification (inference),0.07324896116770101,1.4310343527173097
Phoneme,1024,Long,moment_quant_approx,Classification (training),4.384834241566326,85.66467470148157
Phoneme,1024,Long,moment_quant_approx,Transformation (inference),0.5708357916659831,11.152180380611423
Phoneme,1024,Long,moment_quant_approx,Transformation (training),0.08968357643364767,1.7521105651896913
Phoneme,1024,Long,moment_quant_exact,Classification (inference),0.07248929586736869,1.2465283715633568
Phoneme,1024,Long,moment_quant_exact,Classification (training),4.394324837532622,75.56495780938792
Phoneme,1024,Long,moment_quant_exact,Transformation (inference),1.2132595277665434,20.863251675084243
Phoneme,1024,Long,moment_quant_exact,Transformation (training),0.13522084163366035,2.32526214396448
Phoneme,1024,Long,quant,Classification (inference),0.07384546666604967,1.0803222346289527
Phoneme,1024,Long,quant,Classification (training),4.391164329199819,64.24053736700242
Phoneme,1024,Long,quant,Transformation (inference),2.1359359181005857,31.247673936463013
Phoneme,1024,Long,quant,Transformation (training),0.23455801806703672,3.431466461905627
PickupGestureWiimoteZ,361,Medium-long,moment_quant_approx,Classification (inference),0.005382255499716803,1.6913448833645228
PickupGestureWiimoteZ,361,Medium-long,moment_quant_approx,Classification (training),0.2570553304986485,80.77825699715325
PickupGestureWiimoteZ,361,Medium-long,moment_quant_approx,Transformation (inference),0.026836259768363825,8.43315049801177
PickupGestureWiimoteZ,361,Medium-long,moment_quant_approx,Transformation (training),0.02894957233414359,9.097247621470444
PickupGestureWiimoteZ,361,Medium-long,moment_quant_exact,Classification (inference),0.005245210932237817,1.6995665299702971
PickupGestureWiimoteZ,361,Medium-long,moment_quant_exact,Classification (training),0.2562015973322559,83.015090408396
PickupGestureWiimoteZ,361,Medium-long,moment_quant_exact,Transformation (inference),0.02086801396799268,6.7617067349895015
PickupGestureWiimoteZ,361,Medium-long,moment_quant_exact,Transformation (training),0.026305690100707532,8.52363632664419
PickupGestureWiimoteZ,361,Medium-long,quant,Classification (inference),0.005295844332916453,1.5882139694098332
PickupGestureWiimoteZ,361,Medium-long,quant,Classification (training),0.2557738180655481,76.70609733297862
PickupGestureWiimoteZ,361,Medium-long,quant,Transformation (inference),0.03575681523410211,10.723403084835956
PickupGestureWiimoteZ,361,Medium-long,quant,Transformation (training),0.03662005003425288,10.982285612775582
PigAirwayPressure,2000,Long,moment_quant_approx,Classification (inference),0.011745061100130698,0.2234159281495392
PigAirwayPressure,2000,Long,moment_quant_approx,Classification (training),5.014293286100292,95.38247429940006
PigAirwayPressure,2000,Long,moment_quant_approx,Transformation (inference),0.14444485693287176,2.747646989910153
PigAirwayPressure,2000,Long,moment_quant_approx,Transformation (training),0.08655518046628757,1.6464627825402554
PigAirwayPressure,2000,Long,moment_quant_exact,Classification (inference),0.01159197506664588,0.21835177790587326
PigAirwayPressure,2000,Long,moment_quant_exact,Classification (training),4.871630913899571,91.76428220691245
PigAirwayPressure,2000,Long,moment_quant_exact,Transformation (inference),0.28062422623236977,5.2859670909409315
PigAirwayPressure,2000,Long,moment_quant_exact,Transformation (training),0.1450059556671476,2.7313989242407297
PigAirwayPressure,2000,Long,quant,Classification (inference),0.011828459500247794,0.2109607570610785
PigAirwayPressure,2000,Long,quant,Classification (training),4.870768790300402,86.87023626785215
PigAirwayPressure,2000,Long,quant,Transformation (inference),0.47889649873322926,8.541126418410228
PigAirwayPressure,2000,Long,quant,Transformation (training),0.24545403883263736,4.377676556676529
PigArtPressure,2000,Long,moment_quant_approx,Classification (inference),0.012071723534124083,0.24118720041279357
PigArtPressure,2000,Long,moment_quant_approx,Classification (training),4.759591340100694,95.09433405949495
PigArtPressure,2000,Long,moment_quant_approx,Transformation (inference),0.14523215563312986,2.9016682603816224
PigArtPressure,2000,Long,moment_quant_approx,Transformation (training),0.08823088753342741,1.7628104797106325
PigArtPressure,2000,Long,moment_quant_exact,Classification (inference),0.01222139296636058,0.22942198776437636
PigArtPressure,2000,Long,moment_quant_exact,Classification (training),4.888009837600354,91.75852018184858
PigArtPressure,2000,Long,moment_quant_exact,Transformation (inference),0.28116614449997235,5.278096853671398
PigArtPressure,2000,Long,moment_quant_exact,Transformation (training),0.1456390983999881,2.733960976715644
PigArtPressure,2000,Long,quant,Classification (inference),0.012759929134093264,0.2271084527187183
PigArtPressure,2000,Long,quant,Classification (training),4.889589573700262,87.0276872890764
PigArtPressure,2000,Long,quant,Transformation (inference),0.47393977913282764,8.435448879815137
PigArtPressure,2000,Long,quant,Transformation (training),0.2421405832993817,4.309755378389749
PigCVP,2000,Long,moment_quant_approx,Classification (inference),0.012049825033075905,0.24140779899468745
PigCVP,2000,Long,moment_quant_approx,Classification (training),4.746651138967233,95.09504087473067
PigCVP,2000,Long,moment_quant_approx,Transformation (inference),0.14411847493417249,2.8872887143863024
PigCVP,2000,Long,moment_quant_approx,Transformation (training),0.0886618152983525,1.7762626118883298
PigCVP,2000,Long,moment_quant_exact,Classification (inference),0.012575383366978063,0.23819071981481357
PigCVP,2000,Long,moment_quant_exact,Classification (training),4.8373723277021785,91.62481676489251
PigCVP,2000,Long,moment_quant_exact,Transformation (inference),0.28404876116304273,5.380176246681676
PigCVP,2000,Long,moment_quant_exact,Transformation (training),0.14554732223429404,2.7568162686109856
PigCVP,2000,Long,quant,Classification (inference),0.01286127363273404,0.22951591044299488
PigCVP,2000,Long,quant,Classification (training),4.83713488203357,86.32111003064772
PigCVP,2000,Long,quant,Transformation (inference),0.49744036523188695,8.877074042395765
PigCVP,2000,Long,quant,Transformation (training),0.256215795801836,4.572300016513528
Plane,144,Short,moment_quant_approx,Classification (inference),0.005533572199540937,2.8590916959919044
Plane,144,Short,moment_quant_approx,Classification (training),0.14079736533312823,72.74732551151693
Plane,144,Short,moment_quant_approx,Transformation (inference),0.02286234446849746,11.812539326081303
Plane,144,Short,moment_quant_approx,Transformation (training),0.02434973053314021,12.581043466409852
Plane,144,Short,moment_quant_exact,Classification (inference),0.005579719366990759,2.806521966556734
Plane,144,Short,moment_quant_exact,Classification (training),0.143620901434042,72.23933467261524
Plane,144,Short,moment_quant_exact,Transformation (inference),0.022684565265565906,11.410023790127658
Plane,144,Short,moment_quant_exact,Transformation (training),0.026927416630981763,13.54411957070037
Plane,144,Short,quant,Classification (inference),0.0056355569657170704,2.7134780217995758
Plane,144,Short,quant,Classification (training),0.14334213050024117,69.01815083699366
Plane,144,Short,quant,Transformation (inference),0.028864416632374396,13.897998125203623
Plane,144,Short,quant,Transformation (training),0.02984548063395772,14.370373016003144
PowerCons,144,Short,moment_quant_approx,Classification (inference),0.005889934700098767,2.797281365143466
PowerCons,144,Short,moment_quant_approx,Classification (training),0.14805784729833243,70.31647688792496
PowerCons,144,Short,moment_quant_approx,Transformation (inference),0.027480266600226313,13.051084873436446
PowerCons,144,Short,moment_quant_approx,Transformation (training),0.029131202733454566,13.835156873495118
PowerCons,144,Short,moment_quant_exact,Classification (inference),0.0057094015326583205,2.349037051229669
PowerCons,144,Short,moment_quant_exact,Classification (training),0.15139479586650847,62.28883759874514
PowerCons,144,Short,moment_quant_exact,Transformation (inference),0.0408936220987622,16.824991712266307
PowerCons,144,Short,moment_quant_exact,Transformation (training),0.045055031868105236,18.537133637758885
PowerCons,144,Short,quant,Classification (inference),0.0057317665651983405,2.4876381754111634
PowerCons,144,Short,quant,Classification (training),0.15108144166588314,65.57070278579991
PowerCons,144,Short,quant,Transformation (inference),0.03573787086740287,15.510556975132056
PowerCons,144,Short,quant,Transformation (training),0.03785889860058276,16.431102063656873
ProximalPhalanxOutlineAgeGroup,80,Short,moment_quant_approx,Classification (inference),0.007026881898248823,1.698240073973692
ProximalPhalanxOutlineAgeGroup,80,Short,moment_quant_approx,Classification (training),0.35459202516746396,85.6969557437625
ProximalPhalanxOutlineAgeGroup,80,Short,moment_quant_approx,Transformation (inference),0.022619940232834736,5.466733258155792
ProximalPhalanxOutlineAgeGroup,80,Short,moment_quant_approx,Transformation (training),0.02953550686603795,7.1380709241080025
ProximalPhalanxOutlineAgeGroup,80,Short,moment_quant_exact,Classification (inference),0.006976925100995323,1.508849772922194
ProximalPhalanxOutlineAgeGroup,80,Short,moment_quant_exact,Classification (training),0.3539942612333107,76.55581118413365
ProximalPhalanxOutlineAgeGroup,80,Short,moment_quant_exact,Transformation (inference),0.03500565683207237,7.57042344549888
ProximalPhalanxOutlineAgeGroup,80,Short,moment_quant_exact,Transformation (training),0.0664234054337915,14.364915597445266
ProximalPhalanxOutlineAgeGroup,80,Short,quant,Classification (inference),0.006970351332468707,1.6680924684974783
ProximalPhalanxOutlineAgeGroup,80,Short,quant,Classification (training),0.35401553610087527,84.72035645466057
ProximalPhalanxOutlineAgeGroup,80,Short,quant,Transformation (inference),0.02493974869867083,5.968394559494661
ProximalPhalanxOutlineAgeGroup,80,Short,quant,Transformation (training),0.031937969399829506,7.6431565173472835
ProximalPhalanxOutlineCorrect,80,Short,moment_quant_approx,Classification (inference),0.008608404100232241,1.4625618286304627
ProximalPhalanxOutlineCorrect,80,Short,moment_quant_approx,Classification (training),0.5178736430670445,87.9863693182366
ProximalPhalanxOutlineCorrect,80,Short,moment_quant_approx,Transformation (inference),0.025269230598738982,4.2932245840526315
ProximalPhalanxOutlineCorrect,80,Short,moment_quant_approx,Transformation (training),0.03683266663332077,6.257844269080319
ProximalPhalanxOutlineCorrect,80,Short,moment_quant_exact,Classification (inference),0.00825393756531407,1.2356401388554332
ProximalPhalanxOutlineCorrect,80,Short,moment_quant_exact,Classification (training),0.5150231931353725,77.10057470677576
ProximalPhalanxOutlineCorrect,80,Short,moment_quant_exact,Transformation (inference),0.04698213603260224,7.033371967218232
ProximalPhalanxOutlineCorrect,80,Short,moment_quant_exact,Transformation (training),0.09772951946457999,14.630413187150564
ProximalPhalanxOutlineCorrect,80,Short,quant,Classification (inference),0.008314505533780854,1.4126715000348613
ProximalPhalanxOutlineCorrect,80,Short,quant,Classification (training),0.5148540263005998,87.47599080643371
ProximalPhalanxOutlineCorrect,80,Short,quant,Transformation (inference),0.027476719532084286,4.668416953927514
ProximalPhalanxOutlineCorrect,80,Short,quant,Transformation (training),0.03792084723293854,6.442920739603904
ProximalPhalanxTW,80,Short,moment_quant_approx,Classification (inference),0.00755899999930984,1.7430238334365078
ProximalPhalanxTW,80,Short,moment_quant_approx,Classification (training),0.37281509019909814,85.9671368886282
ProximalPhalanxTW,80,Short,moment_quant_approx,Transformation (inference),0.023054947266064073,5.316222062050613
ProximalPhalanxTW,80,Short,moment_quant_approx,Transformation (training),0.030242599968429772,6.973617215884666
ProximalPhalanxTW,80,Short,moment_quant_exact,Classification (inference),0.00740512073486262,1.526846297406848
ProximalPhalanxTW,80,Short,moment_quant_exact,Classification (training),0.3743410861347608,77.18460262791665
ProximalPhalanxTW,80,Short,moment_quant_exact,Transformation (inference),0.035118483398400666,7.241006361307718
ProximalPhalanxTW,80,Short,moment_quant_exact,Transformation (training),0.06812982079961022,14.047544713368778
ProximalPhalanxTW,80,Short,quant,Classification (inference),0.00748062233324158,1.7054689572021613
ProximalPhalanxTW,80,Short,quant,Classification (training),0.3742426235306387,85.32166823302552
ProximalPhalanxTW,80,Short,quant,Transformation (inference),0.024921469468487535,5.68171879998508
ProximalPhalanxTW,80,Short,quant,Transformation (training),0.03198081940111777,7.291144009787237
