Estimator,Constant,Value,R2,Fit
quant_float64,c_1,4.0604345253966865e-09,0.9998087457039321,joint_3param
quant_float64,c_2,1.7265638227677941e-07,0.9998087457039321,joint_3param
quant_float64,c_3,-3.917231320603312e-08,0.9998087457039321,joint_3param
quant_float64,c_1,4.002232687581644e-09,0.999787775753899,robust_2param
quant_float64,c2_plus_ratio_c3,1.8218695082141438e-08,0.999787775753899,robust_2param
