Series length,Number of samples,Estimator,Run,Runtime
17,300,quant_float64,7,0.0049413750020903535
17,300,quant_float64,8,0.004999500000849366
17,300,quant_float64,9,0.004904291999991983
17,1000,quant_float64,0,0.008129624999128282
17,1000,quant_float64,1,0.0077294169968809
17,1000,quant_float64,2,0.0076429589971667156
17,1000,quant_float64,3,0.007627541999681853
17,1000,quant_float64,4,0.007591458997922018
17,1000,quant_float64,5,0.007591499997943174
17,1000,quant_float64,6,0.00756474999798229
17,1000,quant_float64,7,0.007641666001291014
17,1000,quant_float64,8,0.007611790999362711
17,1000,quant_float64,9,0.007593834001454525
17,3000,quant_float64,0,0.016509332999703474
17,3000,quant_float64,1,0.016005916004360188
17,3000,quant_float64,2,0.015911041999061126
17,3000,quant_float64,3,0.01598283400380751
17,3000,quant_float64,4,0.015908833003777545
17,3000,quant_float64,5,0.015928957996948157
17,3000,quant_float64,6,0.01590829099586699
17,3000,quant_float64,7,0.016159333994437475
17,3000,quant_float64,8,0.015920375000860076
17,3000,quant_float64,9,0.01599354100471828
17,10000,quant_float64,0,0.04687670799467014
17,10000,quant_float64,1,0.04640604199812515
17,10000,quant_float64,2,0.04634816599718761
17,10000,quant_float64,3,0.0464512089965865
17,10000,quant_float64,4,0.04639891700207954
17,10000,quant_float64,5,0.04635962499742163
17,10000,quant_float64,6,0.046241707997978665
17,10000,quant_float64,7,0.046452834001684096
17,10000,quant_float64,8,0.04638454100495437
17,10000,quant_float64,9,0.04636525000387337
20,1,quant_float64,0,0.0040907079965109006
20,1,quant_float64,1,0.004094040996278636
20,1,quant_float64,2,0.0040649170041433536
20,1,quant_float64,3,0.00411254200298572
20,1,quant_float64,4,0.00409429200226441
20,1,quant_float64,5,0.004065166001964826
20,1,quant_float64,6,0.0041472919983789325
20,1,quant_float64,7,0.004317916995205451
20,1,quant_float64,8,0.004329000003053807
20,1,quant_float64,9,0.004281084002286661
20,3,quant_float64,0,0.00449641599698225
20,3,quant_float64,1,0.004453791996638756
20,3,quant_float64,2,0.004281499997887295
20,3,quant_float64,3,0.004263249997165985
20,3,quant_float64,4,0.004247625001880806
20,3,quant_float64,5,0.004259167006239295
20,3,quant_float64,6,0.004258417000528425
20,3,quant_float64,7,0.004245625001203734
20,3,quant_float64,8,0.0042505829987931065
20,3,quant_float64,9,0.004277457999705803
20,10,quant_float64,0,0.0043565410014707595
20,10,quant_float64,1,0.004484416000195779
20,10,quant_float64,2,0.004358250000223052
20,10,quant_float64,3,0.004375833006633911
20,10,quant_float64,4,0.004348458998720162
20,10,quant_float64,5,0.004332750002504326
20,10,quant_float64,6,0.0043696249995264225
20,10,quant_float64,7,0.00435020899749361
20,10,quant_float64,8,0.004322000000684056
20,10,quant_float64,9,0.00431195800047135
20,30,quant_float64,0,0.004464208999706898
20,30,quant_float64,1,0.004671208997024223
20,30,quant_float64,2,0.0044244999953662045
20,30,quant_float64,3,0.00443112499488052
20,30,quant_float64,4,0.004439541000465397
20,30,quant_float64,5,0.004448166997462977
20,30,quant_float64,6,0.004422124999109656
20,30,quant_float64,7,0.0044356250000419095
20,30,quant_float64,8,0.004434041999047622
20,30,quant_float64,9,0.004451291999430396
20,100,quant_float64,0,0.004800791997695342
20,100,quant_float64,1,0.005009959000744857
20,100,quant_float64,2,0.004797292000148445
20,100,quant_float64,3,0.004792832995008212
20,100,quant_float64,4,0.004788874997757375
20,100,quant_float64,5,0.0047558330043102615
20,100,quant_float64,6,0.004771582993271295
20,100,quant_float64,7,0.004763957993418444
20,100,quant_float64,8,0.004792291998455767
20,100,quant_float64,9,0.004896416998235509
20,300,quant_float64,0,0.005889416999707464
20,300,quant_float64,1,0.0058132920021307655
20,300,quant_float64,2,0.005704833994968794
20,300,quant_float64,3,0.005820625003252644
20,300,quant_float64,4,0.005780708001111634
20,300,quant_float64,5,0.005794124997919425
20,300,quant_float64,6,0.0057522909992258064
20,300,quant_float64,7,0.005776874997536652
20,300,quant_float64,8,0.005751958000473678
20,300,quant_float64,9,0.005742041998018976
20,1000,quant_float64,0,0.009728791999805253
20,1000,quant_float64,1,0.009567916000378318
20,1000,quant_float64,2,0.009467750001931563
20,1000,quant_float64,3,0.00950995899620466
20,1000,quant_float64,4,0.009471124998526648
20,1000,quant_float64,5,0.009431458005565219
20,1000,quant_float64,6,0.009418082998308819
20,1000,quant_float64,7,0.009480000000621658
20,1000,quant_float64,8,0.009456957996007986
20,1000,quant_float64,9,0.009425291995285079
20,3000,quant_float64,0,0.022097875000326894
20,3000,quant_float64,1,0.0208057500058203
20,3000,quant_float64,2,0.020805207997909747
20,3000,quant_float64,3,0.020716375001939014
20,3000,quant_float64,4,0.02065879199653864
20,3000,quant_float64,5,0.020796791999600828
20,3000,quant_float64,6,0.020787916997505818
20,3000,quant_float64,7,0.020711625002149958
20,3000,quant_float64,8,0.020896250003715977
20,3000,quant_float64,9,0.02084554099565139
20,10000,quant_float64,0,0.061698792000242975
20,10000,quant_float64,1,0.06148716699681245
20,10000,quant_float64,2,0.061892750003607944
20,10000,quant_float64,3,0.06473195800208487
20,10000,quant_float64,4,0.060858000004373025
20,10000,quant_float64,5,0.06342195799516048
20,10000,quant_float64,6,0.06190504199912539
20,10000,quant_float64,7,0.06187429199781036
20,10000,quant_float64,8,0.06162262499856297
20,10000,quant_float64,9,0.06163983399892459
24,1,quant_float64,0,0.004749749998154584
24,1,quant_float64,1,0.0047666669997852296
24,1,quant_float64,2,0.004749416999402456
24,1,quant_float64,3,0.004852875004871748
24,1,quant_float64,4,0.004695499999797903
24,1,quant_float64,5,0.004680250000092201
24,1,quant_float64,6,0.00466841700108489
24,1,quant_float64,7,0.0047111249950830825
24,1,quant_float64,8,0.00470133400085615
24,1,quant_float64,9,0.004674249998060986
24,3,quant_float64,0,0.0049485830022604205
24,3,quant_float64,1,0.005051457999798004
24,3,quant_float64,2,0.004913875003694557
24,3,quant_float64,3,0.004901166998024564
24,3,quant_float64,4,0.004937792000418995
24,3,quant_float64,5,0.004935749995638616
24,3,quant_float64,6,0.004903957997157704
24,3,quant_float64,7,0.004908292001346126
24,3,quant_float64,8,0.004906082998786587
24,3,quant_float64,9,0.00490074999834178
24,10,quant_float64,0,0.004970374997355975
24,10,quant_float64,1,0.005294708003930282
24,10,quant_float64,2,0.00523720800265437
24,10,quant_float64,3,0.005180166997888591
24,10,quant_float64,4,0.0051957079995190725
24,10,quant_float64,5,0.00516720800078474
24,10,quant_float64,6,0.005190208001295105
24,10,quant_float64,7,0.005207375004829373
24,10,quant_float64,8,0.0052060419984627515
24,10,quant_float64,9,0.0051804999966407195
24,30,quant_float64,0,0.0056421670014970005
24,30,quant_float64,1,0.005380791000789031
24,30,quant_float64,2,0.005339540999557357
24,30,quant_float64,3,0.005324917001416907
24,30,quant_float64,4,0.005360167000617366
24,30,quant_float64,5,0.005312875000527129
24,30,quant_float64,6,0.005335249996278435
24,30,quant_float64,7,0.005329291998350527
24,30,quant_float64,8,0.005322291995980777
24,30,quant_float64,9,0.005310874999850057
24,100,quant_float64,0,0.005814041003759485
24,100,quant_float64,1,0.005682708993845154
24,100,quant_float64,2,0.005592125002294779
24,100,quant_float64,3,0.005564667000726331
24,100,quant_float64,4,0.005560124998737592
24,100,quant_float64,5,0.005552875001740176
24,100,quant_float64,6,0.0056166669965023175
24,100,quant_float64,7,0.005538583995075896
24,100,quant_float64,8,0.005542958999285474
24,100,quant_float64,9,0.005530417001864407
24,300,quant_float64,0,0.00705079099861905
24,300,quant_float64,1,0.00691687499784166
24,300,quant_float64,2,0.006870208002510481
24,300,quant_float64,3,0.006881042005261406
24,300,quant_float64,4,0.0068541669970727526
24,300,quant_float64,5,0.006852083002740983
24,300,quant_float64,6,0.00687370899686357
24,300,quant_float64,7,0.006854792001831811
24,300,quant_float64,8,0.006835083004261833
24,300,quant_float64,9,0.006866125004307833
24,1000,quant_float64,0,0.012210959001095034
24,1000,quant_float64,1,0.011816666999948211
24,1000,quant_float64,2,0.011719125002855435
24,1000,quant_float64,3,0.01176537499850383
24,1000,quant_float64,4,0.011766250005166512
24,1000,quant_float64,5,0.011667207996651996
24,1000,quant_float64,6,0.011742417002096772
24,1000,quant_float64,7,0.011780959001043811
24,1000,quant_float64,8,0.011718333000317216
24,1000,quant_float64,9,0.011729416997695807
24,3000,quant_float64,0,0.026991583996277768
24,3000,quant_float64,1,0.026427457996760495
24,3000,quant_float64,2,0.02632820799772162
24,3000,quant_float64,3,0.02640962499572197
24,3000,quant_float64,4,0.026318416006688494
24,3000,quant_float64,5,0.02623358299751999
24,3000,quant_float64,6,0.026343750003434252
24,3000,quant_float64,7,0.026271957998687867
24,3000,quant_float64,8,0.02634099999704631
24,3000,quant_float64,9,0.02631837499939138
24,10000,quant_float64,0,0.0793345420024707
24,10000,quant_float64,1,0.07882262500061188
24,10000,quant_float64,2,0.07949449999432545
24,10000,quant_float64,3,0.0792690419984865
24,10000,quant_float64,4,0.07925545900070574
24,10000,quant_float64,5,0.07887070799915818
24,10000,quant_float64,6,0.07902179200027604
24,10000,quant_float64,7,0.07920933300192701
24,10000,quant_float64,8,0.07928945800085785
24,10000,quant_float64,9,0.07912795900483616
28,1,quant_float64,0,0.0062275419986690395
28,1,quant_float64,1,0.006667458997981157
28,1,quant_float64,2,0.006512124993605539
28,1,quant_float64,3,0.006497832997411024
28,1,quant_float64,4,0.0065334999962942675
28,1,quant_float64,5,0.006494541994470637
28,1,quant_float64,6,0.0064862500003073364
28,1,quant_float64,7,0.006467541999882087
28,1,quant_float64,8,0.006510541999887209
28,1,quant_float64,9,0.006510833998618182
